X,Y,type,time,latitude,longitude,altitude (m),field_11
170607.8706,707882.5413,T,18/08/2023 10:08,56.20805413,-5.700376567,63.3,1.00422
170607.3408,707880.2219,T,18/08/2023 10:08,56.20803308,-5.700383083,63.7,1.18755
170607.1813,707877.7565,T,18/08/2023 10:08,56.2080109,-5.700383517,66.3,0.493364
170606.7063,707875.6651,T,18/08/2023 10:08,56.20799192,-5.70038935,69.2,0.535364
170605.498,707873.4056,T,18/08/2023 10:08,56.20797108,-5.700406833,68.5,0.852157
170603.9585,707871.4628,T,18/08/2023 10:08,56.20795292,-5.700429917,67,0.824523
170603.2403,707869.2049,T,18/08/2023 10:08,56.20793233,-5.700439517,65.8,0.591128
170603.2703,707867.1219,T,18/08/2023 10:09,56.20791367,-5.700437233,64.2,0.520109
170604.0824,707865.2301,T,18/08/2023 10:09,56.2078971,-5.700422533,60.6,0.293464
170604.15,707862.96,T,18/08/2023 10:09,56.20787678,-5.700419483,59.8,0.377829
170605.6877,707861.3649,T,18/08/2023 10:09,56.20786322,-5.700393367,60.9,0.368348
170608.0428,707859.6879,T,18/08/2023 10:09,56.20784932,-5.700354033,60.8,0.960684
170610.2316,707858.215,T,18/08/2023 10:09,56.20783717,-5.70031755,61.4,1.31493
170610.9992,707856.2084,T,18/08/2023 10:09,56.20781955,-5.700303467,61.8,0.535947
170612.2938,707854.5215,T,18/08/2023 10:09,56.20780505,-5.700281183,60.9,0.70701
170613.7021,707853.0426,T,18/08/2023 10:09,56.20779247,-5.70025725,60.6,1.01841
170615.8093,707851.882,T,18/08/2023 10:09,56.20778308,-5.70022235,60.4,0.799114
170618.6375,707850.1037,T,18/08/2023 10:09,56.2077685,-5.700175317,61.9,1.66512
170619.79,707848.2984,T,18/08/2023 10:09,56.20775287,-5.700155217,62.1,1.06854
170620.0752,707845.8181,T,18/08/2023 10:09,56.20773077,-5.700148483,63.3,0.830814
170619.6138,707843.7292,T,18/08/2023 10:09,56.20771182,-5.7001541,62.4,0.711861
170620.514,707841.4724,T,18/08/2023 10:09,56.20769202,-5.700137667,62.2,0.808304
170621.4122,707839.4844,T,18/08/2023 10:09,56.20767463,-5.7001215,63.1,1.08811
170623.6304,707837.6921,T,18/08/2023 10:09,56.20765963,-5.700084267,63.5,0.947767
170625.2711,707835.9085,T,18/08/2023 10:09,56.20764443,-5.700056333,63.6,1.20841
170626.3737,707833.9664,T,18/08/2023 10:09,56.20762755,-5.700036917,63.1,1.11427
170627.3516,707831.7076,T,18/08/2023 10:10,56.20760777,-5.700019233,62.9,0.614164
170627.9812,707829.3683,T,18/08/2023 10:10,56.2075871,-5.700007083,61.5,0.60444
170627.6212,707827.1435,T,18/08/2023 10:10,56.20756698,-5.70001095,59.8,0.562404
170626.9834,707824.821,T,18/08/2023 10:10,56.20754585,-5.7000192,59.5,1.20234
170627.0134,707822.2763,T,18/08/2023 10:10,56.20752305,-5.700016517,59.7,1.27033
170627.0828,707820.0585,T,18/08/2023 10:10,56.2075032,-5.700013483,59.9,1.10759
170627.1194,707817.7901,T,18/08/2023 10:10,56.20748288,-5.700010933,60.2,0.754869
170627.1162,707815.264,T,18/08/2023 10:10,56.20746023,-5.7000088,60.9,0.840673
170627.6047,707813.269,T,18/08/2023 10:10,56.20744258,-5.699999217,61.4,1.02507
170628.1976,707810.5547,T,18/08/2023 10:10,56.20741853,-5.699987333,61.5,0.924462
170628.3299,707808.2945,T,18/08/2023 10:10,56.20739833,-5.69998325,61.2,0.565072
170628.8261,707805.5563,T,18/08/2023 10:10,56.20737402,-5.6999729,59.5,0.694656
170629.386,707802.9229,T,18/08/2023 10:10,56.20735068,-5.699961617,59,0.895584
170629.4039,707800.1725,T,18/08/2023 10:10,56.20732603,-5.69995895,57.4,0.915304
170630.8157,707797.4465,T,18/08/2023 10:10,56.20730227,-5.699933883,58.4,1.53194
170632.6361,707795.4413,T,18/08/2023 10:10,56.20728517,-5.699902867,59.8,1.35047
170633.4832,707793.3714,T,18/08/2023 10:10,56.20726702,-5.69988745,61.4,1.11604
170634.6359,707791.3385,T,18/08/2023 10:10,56.20724935,-5.69986715,61.5,1.16568
170635.351,707789.2032,T,18/08/2023 10:10,56.20723055,-5.6998538,61.7,1.1238
170636.2385,707787.2281,T,18/08/2023 10:10,56.20721327,-5.699837817,62.2,1.08057
170636.909,707784.147,T,18/08/2023 10:10,56.20718597,-5.699824367,62.5,1.04918
170638.687,707781.7961,T,18/08/2023 10:10,56.20716575,-5.699793733,62.7,1.46993
170641.4479,707778.9184,T,18/08/2023 10:11,56.20714128,-5.699746833,62.8,1.98839
170644.0081,707776.3146,T,18/08/2023 10:11,56.20711917,-5.6997034,63.5,1.82095
170645.7346,707774.0279,T,18/08/2023 10:11,56.2070995,-5.69967365,63.8,1.42894
170647.4826,707772.3333,T,18/08/2023 10:11,56.20708515,-5.699644067,64.3,1.21383
170649.237,707770.9708,T,18/08/2023 10:11,56.20707378,-5.699614667,64.9,1.1072
170650.5955,707769.0061,T,18/08/2023 10:11,56.20705682,-5.699591117,65.3,1.1917
170652.2957,707766.9416,T,18/08/2023 10:11,56.20703913,-5.699561983,65.3,1.33348
170653.3261,707765.1406,T,18/08/2023 10:11,56.20702348,-5.69954385,65.2,1.03513
170654.6787,707763.6447,T,18/08/2023 10:11,56.20701072,-5.6995208,63.8,0.335303
170656.3589,707761.9627,T,18/08/2023 10:11,56.20699645,-5.699492317,62.2,0.592651
170657.2821,707760.1508,T,18/08/2023 10:11,56.20698065,-5.6994759,62.8,0.676385
170658.0833,707757.6874,T,18/08/2023 10:11,56.20695895,-5.699460883,62,0.646372
170660.1237,707756.5761,T,18/08/2023 10:11,56.20694997,-5.6994271,61.1,0.578967
170662.3209,707756.7034,T,18/08/2023 10:11,56.20695217,-5.699391867,61.6,0.548183
170665.0842,707756.5102,T,18/08/2023 10:11,56.20695177,-5.69934725,61.4,0.919908
170667.794,707756.0723,T,18/08/2023 10:11,56.20694915,-5.699303283,60.1,0.683672
170669.6216,707755.1454,T,18/08/2023 10:11,56.20694172,-5.699273083,59.6,1.02123
170671.7082,707753.1382,T,18/08/2023 10:11,56.20692473,-5.699237783,60.5,1.4433
170673.3553,707751.5717,T,18/08/2023 10:11,56.20691148,-5.699209933,59.9,1.13329
170675.0746,707749.5152,T,18/08/2023 10:11,56.20689387,-5.6991805,59.5,1.33705
170676.3734,707747.9452,T,18/08/2023 10:11,56.20688042,-5.69915825,58.5,1.01616
170677.9273,707745.7814,T,18/08/2023 10:11,56.20686177,-5.699131383,58.7,1.32867
170679.5511,707743.4143,T,18/08/2023 10:12,56.20684133,-5.699103217,59.2,1.43151
170682.0001,707741.961,T,18/08/2023 10:12,56.20682948,-5.699062567,60.2,1.41921
170684.4004,707741.4918,T,18/08/2023 10:12,56.20682643,-5.69902355,58.5,0.81225
170686.7817,707742.2494,T,18/08/2023 10:12,56.20683437,-5.6989859,56.8,0.830003
170688.9196,707742.6788,T,18/08/2023 10:12,56.20683925,-5.698951883,55.7,0.724249
170691.2209,707740.9266,T,18/08/2023 10:12,56.20682465,-5.69891335,55.2,0.961188
170693.3106,707739.0554,T,18/08/2023 10:12,56.20680888,-5.698878117,55.8,1.39838
170695.5131,707738.2198,T,18/08/2023 10:12,56.20680245,-5.698841967,56.6,0.782466
170697.2167,707736.8177,T,18/08/2023 10:12,56.2067907,-5.69881335,58.5,0.733285
170699.6571,707736.3798,T,18/08/2023 10:12,56.20678795,-5.698773717,59.8,0.823392
170702.0582,707735.0763,T,18/08/2023 10:12,56.20677742,-5.698733967,60.6,0.680786
170703.4203,707733.5653,T,18/08/2023 10:12,56.20676453,-5.69871075,60.7,1.01414
170704.7842,707731.6238,T,18/08/2023 10:12,56.20674778,-5.698687133,61.1,0.788975
170706.5724,707730.0409,T,18/08/2023 10:12,56.20673445,-5.698657,60.8,0.793813
170706.9537,707727.7863,T,18/08/2023 10:12,56.20671442,-5.698648917,59.7,0.285377
170708.8229,707726.0127,T,18/08/2023 10:12,56.20669942,-5.698617317,59.3,0.642332
170710.5575,707724.2409,T,18/08/2023 10:12,56.20668437,-5.698587883,59,0.824231
170711.2979,707722.132,T,18/08/2023 10:12,56.20666582,-5.69857415,59.7,1.11535
170712.2019,707720.271,T,18/08/2023 10:12,56.20664957,-5.698558,59.8,1.0323
170713.8669,707718.1493,T,18/08/2023 10:12,56.20663135,-5.698529383,60.2,1.34493
170715.3549,707716.2423,T,18/08/2023 10:13,56.20661497,-5.6985038,61.4,1.20647
170715.309,707713.7296,T,18/08/2023 10:13,56.20659242,-5.698502367,62.7,0.836337
170716.2945,707711.8418,T,18/08/2023 10:13,56.20657597,-5.698484883,62.9,0.265606
170718.5036,707710.1092,T,18/08/2023 10:13,56.2065615,-5.69844785,64.5,1.39942
170720.5405,707709.1431,T,18/08/2023 10:13,56.20655382,-5.69841425,65.3,1.12341
170722.3478,707707.6439,T,18/08/2023 10:13,56.20654125,-5.698383883,65.9,1.17044
170724.6684,707706.6749,T,18/08/2023 10:13,56.20653368,-5.698345717,65.8,1.25298
170725.3153,707704.058,T,18/08/2023 10:13,56.20651053,-5.69833305,66.8,0.896909
170725.8596,707701.6363,T,18/08/2023 10:13,56.20648908,-5.6983222,66.5,0.82591
170727.9409,707700.3968,T,18/08/2023 10:13,56.20647897,-5.69828765,65.9,1.20741
170730.3842,707698.9137,T,18/08/2023 10:13,56.20646685,-5.698247067,65.7,0.712175
170732.4829,707698.5198,T,18/08/2023 10:13,56.20646433,-5.698212967,65,0.531865
170732.6847,707700.829,T,18/08/2023 10:13,56.20648513,-5.698211717,63.9,0.257127
170730.5323,707700.8599,T,18/08/2023 10:14,56.20648437,-5.698246367,66.1,0.112878
170732.7689,707701.1814,T,18/08/2023 10:14,56.20648833,-5.698210667,66.9,0.112578
170735.4123,707701.7643,T,18/08/2023 10:14,56.20649483,-5.69816865,65.5,0.899079
170736.8003,707699.2303,T,18/08/2023 10:14,56.20647278,-5.698144133,64.1,0.96094
170737.507,707697.3408,T,18/08/2023 10:14,56.20645618,-5.698131133,63.2,1.00667
170738.2842,707695.3382,T,18/08/2023 10:14,56.2064386,-5.6981169,63,1.0721
170739.2828,707693.5591,T,18/08/2023 10:14,56.20642313,-5.6980993,62.7,1.01767
170741.0159,707690.6217,T,18/08/2023 10:14,56.20639763,-5.698068883,63.1,1.70138
170742.0159,707688.4845,T,18/08/2023 10:14,56.20637895,-5.69805095,63.7,1.17751
170743.1698,707686.2977,T,18/08/2023 10:14,56.2063599,-5.6980305,63.9,1.23356
170744.559,707684.212,T,18/08/2023 10:14,56.20634187,-5.69800635,63.7,1.25017
170746.1727,707682.5805,T,18/08/2023 10:14,56.20632802,-5.697978983,63.7,0.762778
170747.5993,707680.8029,T,18/08/2023 10:14,56.20631277,-5.6979545,63.7,0.7578
170749.8166,707679.0084,T,18/08/2023 10:14,56.20629775,-5.697917283,63.9,0.947873
170750.7921,707677.0509,T,18/08/2023 10:14,56.20628067,-5.6978999,63.7,0.727573
170752.4137,707675.2026,T,18/08/2023 10:15,56.20626488,-5.697872217,62.9,0.490368
170752.4124,707672.9597,T,18/08/2023 10:15,56.20624477,-5.6978703,61.1,0.448002
170753.1057,707670.9939,T,18/08/2023 10:15,56.20622748,-5.69785745,59.7,0.297095
170754.0341,707668.7769,T,18/08/2023 10:15,56.20620805,-5.6978406,59.7,1.19953
170755.9325,707666.0627,T,18/08/2023 10:15,56.20618463,-5.697807717,60.8,1.65197
170757.318,707664.4267,T,18/08/2023 10:15,56.20617063,-5.697784017,60.8,1.0691
170759.4472,707662.9393,T,18/08/2023 10:15,56.20615832,-5.697748483,62.7,1.29473
170761.3557,707659.7951,T,18/08/2023 10:15,56.20613105,-5.697715067,63.1,1.22311
170763.6698,707658.0088,T,18/08/2023 10:15,56.20611615,-5.6976763,64.2,1.45719
170765.0438,707655.6764,T,18/08/2023 10:15,56.2060959,-5.697652183,64.8,0.900301
170765.7962,707653.3862,T,18/08/2023 10:15,56.20607573,-5.6976381,65.5,1.20283
170766.7287,707651.1489,T,18/08/2023 10:15,56.20605612,-5.697621167,64.6,0.604915
170768.2516,707649.6784,T,18/08/2023 10:15,56.20604367,-5.6975954,65,1.05547
170769.2632,707647.3688,T,18/08/2023 10:15,56.20602345,-5.697577133,65.3,0.838636
170769.9747,707645.1076,T,18/08/2023 10:15,56.20600352,-5.697563733,62.9,0.591589
170771.4663,707643.6723,T,18/08/2023 10:15,56.20599137,-5.6975385,62.9,1.03208
170771.926,707641.467,T,18/08/2023 10:15,56.20597182,-5.6975292,61.8,0.321238
170770.133,707640.2416,T,18/08/2023 10:15,56.20595997,-5.697556983,60.9,0.541346
170767.7755,707639.4648,T,18/08/2023 10:16,56.20595187,-5.697594233,61,0.618407
170768.0646,707637.4594,T,18/08/2023 10:16,56.20593403,-5.69758785,60.9,0.673965
170767.4464,707635.4035,T,18/08/2023 10:16,56.2059153,-5.697596017,59.5,0.306202
170766.8037,707633.4103,T,18/08/2023 10:16,56.20589712,-5.697604633,58.6,0.41819
170767.3114,707631.0196,T,18/08/2023 10:16,56.20587593,-5.6975944,56.6,0.609757
170768.1909,707628.2775,T,18/08/2023 10:16,56.20585177,-5.697577883,55.4,0.718706
170768.5216,707625.6565,T,18/08/2023 10:16,56.20582843,-5.6975703,55.1,1.3183
170767.5778,707623.4597,T,18/08/2023 10:16,56.20580828,-5.697583583,55,0.795482
170768.9256,707621.1811,T,18/08/2023 10:16,56.2057885,-5.697559933,53.7,0.264171
170769.2006,707618.4693,T,18/08/2023 10:16,56.20576432,-5.697553167,57.6,0.907145
170769.1963,707616.2087,T,18/08/2023 10:16,56.20574405,-5.697551283,59.2,1.12828
170769.5508,707614.2065,T,18/08/2023 10:16,56.20572627,-5.69754385,59.2,0.676719
170769.1135,707611.949,T,18/08/2023 10:16,56.20570582,-5.697548933,57.7,0.459113
170769.7993,707609.9413,T,18/08/2023 10:16,56.20568815,-5.697536167,57.2,0.529298
170769.7919,707607.7589,T,18/08/2023 10:17,56.20566858,-5.6975344,55.9,0.544614
170767.8646,707607.1207,T,18/08/2023 10:17,56.20566193,-5.69756485,54.3,0.674414
170765.4221,707606.3039,T,18/08/2023 10:17,56.20565343,-5.697603433,56.9,1.28333
170763.2908,707605.2071,T,18/08/2023 10:17,56.20564257,-5.697636767,58.4,1.19481
170766.234,707603.8845,T,18/08/2023 10:17,56.20563213,-5.697588283,58.6,0.401901
170768.4162,707602.3441,T,18/08/2023 10:17,56.20561937,-5.69755185,59.8,1.33161
170769.974,707600.1925,T,18/08/2023 10:17,56.20560083,-5.697524933,60.5,1.32461
170771.0353,707597.5165,T,18/08/2023 10:17,56.20557735,-5.69750555,59.4,0.957757
170771.3933,707595.464,T,18/08/2023 10:17,56.20555912,-5.697498017,56.8,0.693434
170769.8719,707593.9518,T,18/08/2023 10:17,56.20554483,-5.697521183,55.5,0.713011
170768.9822,707591.2971,T,18/08/2023 10:17,56.2055206,-5.6975332,57.6,0.931746
170769.7256,707589.3197,T,18/08/2023 10:17,56.20550323,-5.697519533,59.8,1.05399
170771.0604,707587.8203,T,18/08/2023 10:17,56.20549043,-5.697496767,62.2,0.667372
170770.0123,707585.4362,T,18/08/2023 10:17,56.20546855,-5.697511567,63.2,0.649947
170769.566,707583.2037,T,18/08/2023 10:17,56.20544832,-5.697516817,62.6,0.757718
170770.0739,707580.6033,T,18/08/2023 10:17,56.20542525,-5.6975064,63.2,1.32229
170770.2912,707578.169,T,18/08/2023 10:17,56.20540353,-5.6975008,63.8,1.21975
170770.0217,707575.7352,T,18/08/2023 10:17,56.20538158,-5.697503033,63.8,1.22232
170770.4137,707572.9648,T,18/08/2023 10:17,56.20535693,-5.697494333,64.4,1.39664
170770.7197,707570.6941,T,18/08/2023 10:17,56.20533672,-5.69748745,64.7,1.14397
170770.6923,707568.5652,T,18/08/2023 10:17,56.20531762,-5.69748605,64.3,0.708529
170769.9109,707566.382,T,18/08/2023 10:18,56.20529767,-5.697496733,64.8,0.385775
170770.2207,707563.5669,T,18/08/2023 10:18,56.20527258,-5.697489317,61.5,0.353326
170770.5781,707561.501,T,18/08/2023 10:18,56.20525423,-5.697481783,59.8,1.04647
170771.288,707559.4596,T,18/08/2023 10:18,56.20523627,-5.6974686,60.3,1.07889
170772.2859,707556.2395,T,18/08/2023 10:18,56.20520788,-5.697449767,61.3,1.12139
170771.8218,707553.9656,T,18/08/2023 10:18,56.20518727,-5.697455267,62.7,0.772523
170770.6812,707551.8463,T,18/08/2023 10:18,56.20516772,-5.697471783,63.4,0.800639
170770.3138,707549.2706,T,18/08/2023 10:18,56.20514445,-5.697475467,64.7,0.865715
170768.6534,707546.7743,T,18/08/2023 10:18,56.20512127,-5.697500017,66,0.99727
170767.6775,707544.867,T,18/08/2023 10:18,56.2051037,-5.697514067,65.7,1.06895
170765.767,707543.0758,T,18/08/2023 10:18,56.20508672,-5.69754325,64.9,1.30616
170764.0286,707541.8095,T,18/08/2023 10:18,56.20507453,-5.697570117,63.4,1.07197
170761.7317,707542.5654,T,18/08/2023 10:18,56.2050802,-5.697607717,60.9,0.803126
170759.6261,707543.3923,T,18/08/2023 10:18,56.2050866,-5.6976423,60,1.12711
170757.6014,707544.0666,T,18/08/2023 10:18,56.20509167,-5.69767545,59.4,1.06315
170755.0909,707544.1468,T,18/08/2023 10:18,56.20509118,-5.6977159,59.7,1.25119
170752.5365,707543.5446,T,18/08/2023 10:18,56.20508455,-5.697756467,59.6,0.653795
170749.8909,707542.7866,T,18/08/2023 10:18,56.20507648,-5.697798367,61.5,0.914106
170747.7669,707542.2672,T,18/08/2023 10:18,56.2050708,-5.697832083,62.6,1.0895
170745.5414,707541.3272,T,18/08/2023 10:18,56.2050613,-5.697867067,62.5,1.20389
170743.7414,707540.1657,T,18/08/2023 10:18,56.20505002,-5.697895017,60.2,0.711999
170741.8096,707538.4805,T,18/08/2023 10:19,56.20503398,-5.697924633,60.2,0.639034
170740.0983,707537.1191,T,18/08/2023 10:19,56.20502095,-5.697950983,59.7,0.545224
170738.3721,707534.9978,T,18/08/2023 10:19,56.2050011,-5.697976917,58.8,0.682115
170737.1627,707532.7573,T,18/08/2023 10:19,56.20498043,-5.697994433,61.5,0.635151
170736.3701,707530.2903,T,18/08/2023 10:19,56.20495793,-5.69800505,65,0.862206
170735.4053,707528.5129,T,18/08/2023 10:19,56.20494153,-5.698019033,67.9,1.00914
170734.3663,707526.5889,T,18/08/2023 10:19,56.20492378,-5.698034083,70.1,0.727399
170733.6272,707523.6138,T,18/08/2023 10:19,56.20489675,-5.6980434,71.2,1.02023
170733.197,707520.3889,T,18/08/2023 10:19,56.20486763,-5.698047533,70.9,1.62385
170732.5059,707518.2109,T,18/08/2023 10:19,56.20484777,-5.698056767,69.9,1.14085
170732.0707,707516.2054,T,18/08/2023 10:19,56.20482958,-5.698062033,68.2,1.02398
170732.1694,707512.893,T,18/08/2023 10:19,56.20479993,-5.698057583,65.9,1.1028
170732.9697,707510.9706,T,18/08/2023 10:19,56.20478308,-5.69804305,63.7,0.692699
170730.9161,707509.2562,T,18/08/2023 10:19,56.20476672,-5.6980746,63.7,0.889431
170728.7807,707507.7927,T,18/08/2023 10:19,56.20475257,-5.698107683,63.4,1.29059
170727.5153,707506.0348,T,18/08/2023 10:19,56.2047362,-5.698126517,62.1,0.72025
170727.264,707503.3245,T,18/08/2023 10:19,56.20471178,-5.698128217,61.1,0.543409
170726.5452,707501.2651,T,18/08/2023 10:19,56.20469297,-5.698138,62.2,1.08903
170725.5439,707499.3112,T,18/08/2023 10:19,56.20467497,-5.698152417,64.2,0.547786
170724.3686,707497.3388,T,18/08/2023 10:19,56.20465672,-5.698169617,64.2,1.14562
170722.3544,707495.3557,T,18/08/2023 10:20,56.20463797,-5.6982003,63.5,0.939758
170720.5426,707493.5692,T,18/08/2023 10:20,56.20462108,-5.6982279,63.8,1.2687
170718.6084,707491.4167,T,18/08/2023 10:20,56.20460085,-5.69825715,64.7,1.44349
170716.0517,707490.8102,T,18/08/2023 10:20,56.20459418,-5.69829775,66.3,0.872746
170713.9429,707490.8833,T,18/08/2023 10:20,56.20459382,-5.698331733,66.2,0.700753
170711.3875,707490.821,T,18/08/2023 10:20,56.20459203,-5.698372783,64.1,0.848889
170708.956,707490.6951,T,18/08/2023 10:20,56.20458973,-5.698411783,60.3,0.606416
170707.277,707489.3956,T,18/08/2023 10:20,56.20457727,-5.698437667,59.5,1.05883
170704.5757,707487.3133,T,18/08/2023 10:20,56.2045573,-5.698479317,60.9,1.70039
170703.4363,707485.1405,T,18/08/2023 10:20,56.20453727,-5.698495767,59.7,1.22448
170702.7514,707482.9811,T,18/08/2023 10:20,56.20451758,-5.698504917,59,1.13033
170702.7736,707480.4636,T,18/08/2023 10:20,56.20449502,-5.698502383,57.8,1.25709
170702.5014,707476.9592,T,18/08/2023 10:20,56.20446347,-5.698503733,59.3,1.7546
