X,Y,type,time,latitude,longitude,altitude (m),field_11
170048.8165,708820.8824,T,23/08/2023 08:50,56.21619695,-5.710183283,76,0
170050.8375,708819.4428,T,23/08/2023 08:51,56.21618502,-5.710149517,76.2,0.03343
170052.6213,708817.9613,T,23/08/2023 08:51,56.2161726,-5.710119533,75.3,0.577885
170053.8508,708815.7902,T,23/08/2023 08:52,56.21615373,-5.710097867,75.1,0.497828
170054.5635,708813.5623,T,23/08/2023 08:52,56.2161341,-5.710084467,74.5,0.259451
170056.1554,708810.6746,T,23/08/2023 08:52,56.21610898,-5.71005635,75.8,0.469962
170057.7805,708808.8269,T,23/08/2023 08:52,56.2160932,-5.7100286,76.9,0.613604
170060.1969,708806.1501,T,23/08/2023 08:52,56.21607037,-5.7099874,77,1.79832
170062.2287,708803.3915,T,23/08/2023 08:52,56.21604662,-5.709952317,76.8,1.70879
170063.6195,708801.3847,T,23/08/2023 08:52,56.2160293,-5.7099282,76.3,0.487082
170065.2897,708798.6645,T,23/08/2023 08:52,56.21600572,-5.709898967,76.1,1.59247
170066.8956,708796.4598,T,23/08/2023 08:52,56.21598673,-5.709871217,76.2,1.36012
170068.9098,708793.7011,T,23/08/2023 08:52,56.21596297,-5.709836417,76.7,1.70397
170070.3143,708791.911,T,23/08/2023 08:52,56.2159476,-5.709812267,76.4,1.13461
170071.2217,708789.8354,T,23/08/2023 08:52,56.21592943,-5.709795867,76.4,1.13014
170072.2526,708787.7821,T,23/08/2023 08:52,56.21591152,-5.7097775,77.1,1.14659
170073.1516,708784.8961,T,23/08/2023 08:52,56.21588608,-5.709760533,76.1,1.00546
170073.9657,708782.4541,T,23/08/2023 08:52,56.21586458,-5.709745317,76.1,0.856391
170075.6722,708780.6935,T,23/08/2023 08:52,56.21584962,-5.709716333,74.7,0.611412
170076.7008,708778.0983,T,23/08/2023 08:52,56.21582685,-5.709697533,74.6,1.39283
170077.779,708775.9633,T,23/08/2023 08:52,56.21580823,-5.709678333,73.8,0.795445
170079.875,708773.7032,T,23/08/2023 08:53,56.21578898,-5.70964265,73.5,1.02468
170080.8255,708770.907,T,23/08/2023 08:53,56.21576437,-5.709624933,75.5,0.982771
170081.4699,708768.0848,T,23/08/2023 08:53,56.21573938,-5.709612117,75.4,0.722211
170082.4725,708765.7186,T,23/08/2023 08:53,56.21571865,-5.709593933,75.8,1.28249
170082.4711,708763.4064,T,23/08/2023 08:53,56.21569792,-5.70959195,76.9,0.46174
170083.971,708762.0596,T,23/08/2023 08:53,56.21568657,-5.70956665,78.6,0.669991
170085.3977,708760.545,T,23/08/2023 08:53,56.21567368,-5.709542383,81,0.518628
170087.2913,708761.449,T,23/08/2023 08:53,56.2156827,-5.7095127,82.5,0.697124
170089.3799,708762.145,T,23/08/2023 08:53,56.21568995,-5.7094797,83,0.731312
170091.3723,708763.153,T,23/08/2023 08:53,56.21569995,-5.709448517,85,0.741927
170093.0828,708765.9051,T,23/08/2023 08:53,56.21572545,-5.709423383,85.5,1.0778
170095.1039,708767.0398,T,23/08/2023 08:53,56.2157366,-5.70939185,87.3,0.577643
170096.8682,708768.0634,T,23/08/2023 08:53,56.21574663,-5.70936435,89.6,0.406742
170099.2893,708768.0858,T,23/08/2023 08:53,56.215748,-5.709325417,90.4,0.482422
170101.6077,708769.0293,T,23/08/2023 08:53,56.21575758,-5.709288933,91.3,0.83162
170103.7312,708770.2578,T,23/08/2023 08:53,56.21576962,-5.709255833,92.8,1.22261
170106.3282,708771.4897,T,23/08/2023 08:53,56.21578192,-5.709215117,93.3,1.43255
170108.2606,708772.7475,T,23/08/2023 08:53,56.21579413,-5.709185117,93.3,0.76639
170110.4864,708773.7596,T,23/08/2023 08:54,56.21580428,-5.709150183,93,0.81236
170112.7497,708773.7771,T,23/08/2023 08:54,56.21580553,-5.709113783,92.4,0.563741
170115.4331,708774.0172,T,23/08/2023 08:54,56.21580898,-5.709070817,91.9,0.671065
170117.5168,708773.026,T,23/08/2023 08:54,56.2158011,-5.709036433,91.9,0.459922
170119.496,708772.1363,T,23/08/2023 08:54,56.21579408,-5.709003817,92.7,0.540602
170121.4663,708771.5215,T,23/08/2023 08:54,56.21578952,-5.708971583,93.6,1.02836
170123.6803,708771.623,T,23/08/2023 08:54,56.2157915,-5.70893605,95.4,1.10406
170125.4484,708773.0246,T,23/08/2023 08:54,56.21580492,-5.708908817,96.4,0.374949
170127.8509,708772.9152,T,23/08/2023 08:54,56.2158051,-5.708870067,96.1,0.798689
170129.7481,708772.1158,T,23/08/2023 08:54,56.21579885,-5.70883885,95.3,0.512871
170131.6564,708771.4463,T,23/08/2023 08:54,56.21579377,-5.708807567,95.2,0.671733
170134.0666,708770.8457,T,23/08/2023 08:54,56.21578955,-5.708768267,95.5,0.824937
170136.3009,708769.5352,T,23/08/2023 08:54,56.21577888,-5.708731183,96.5,0.860511
170138.5007,708769.0095,T,23/08/2023 08:54,56.21577523,-5.708695333,97,0.751173
170140.7726,708768.8592,T,23/08/2023 08:54,56.21577498,-5.70865865,96.9,0.756122
170142.753,708768.4334,T,23/08/2023 08:54,56.21577212,-5.708626417,96.8,1.00919
170145.0749,708768.576,T,23/08/2023 08:54,56.21577452,-5.708589183,97.1,0.77254
170146.9556,708769.3558,T,23/08/2023 08:54,56.21578242,-5.7085596,98.5,0.676395
170149.0627,708768.5128,T,23/08/2023 08:55,56.21577588,-5.708524967,98.3,0.753771
170151.4854,708767.1999,T,23/08/2023 08:55,56.21576528,-5.70848485,97.8,0.686571
170154.3961,708767.4301,T,23/08/2023 08:55,56.21576875,-5.708438217,97.6,0.969692
170156.327,708768.679,T,23/08/2023 08:55,56.21578088,-5.708408233,97.5,0.573219
170158.6384,708768.9359,T,23/08/2023 08:55,56.2157843,-5.708371267,97.7,0.772358
170161.2612,708769.0868,T,23/08/2023 08:55,56.21578692,-5.7083292,97.1,1.30864
170164.1378,708768.7009,T,23/08/2023 08:55,56.21578485,-5.708282583,96.6,0.963846
170166.4171,708767.959,T,23/08/2023 08:55,56.2157793,-5.708245267,95.5,0.298558
170166.9066,708765.8167,T,23/08/2023 08:55,56.21576033,-5.708235533,95.2,0.365531
170168.5811,708763.885,T,23/08/2023 08:55,56.21574382,-5.708206917,95.2,0.364323
170170.5279,708763.2759,T,23/08/2023 08:55,56.2157393,-5.708175067,95.3,1.01619
170172.8242,708762.6759,T,23/08/2023 08:55,56.21573503,-5.7081376,96.8,0.591179
170174.7683,708761.767,T,23/08/2023 08:55,56.21572782,-5.708105533,97.9,1.06949
170177.5463,708760.667,T,23/08/2023 08:55,56.2157193,-5.708059883,97.8,0.992418
170179.9587,708759.7785,T,23/08/2023 08:55,56.2157125,-5.7080203,97.8,0.853883
170181.0169,708757.8666,T,23/08/2023 08:55,56.21569587,-5.708001617,97.6,0.726893
170181.6087,708755.5269,T,23/08/2023 08:56,56.21567518,-5.707990067,98.3,0.802737
170182.0167,708753.3712,T,23/08/2023 08:56,56.21565605,-5.707981633,98.9,0.730167
170183.2506,708751.297,T,23/08/2023 08:56,56.21563805,-5.707959983,98.1,0.802638
170183.2132,708749.0649,T,23/08/2023 08:56,56.21561802,-5.70795865,97.3,0.131125
170185.2875,708749.2666,T,23/08/2023 08:56,56.21562083,-5.70792545,101.1,0.159737
170185.8384,708746.2052,T,23/08/2023 08:56,56.21559365,-5.707913933,101.8,1.03513
170185.4149,708744.0162,T,23/08/2023 08:56,56.21557382,-5.70791885,102.3,1.11311
170184.8109,708742.0924,T,23/08/2023 08:56,56.21555628,-5.7079269,102.4,1.00608
170184.5898,708739.9315,T,23/08/2023 08:56,56.2155368,-5.707928583,102.9,1.08447
170183.4733,708737.839,T,23/08/2023 08:56,56.2155175,-5.707944733,103,0.591754
170184.712,708735.8928,T,23/08/2023 08:56,56.21550065,-5.707923117,103.1,0.460305
170185.3668,708733.4338,T,23/08/2023 08:56,56.21547892,-5.70791045,102.6,1.27019
170185.9619,708730.6366,T,23/08/2023 08:57,56.21545413,-5.70789845,102.5,0.951308
170186.8756,708728.3678,T,23/08/2023 08:57,56.21543423,-5.707881783,101.9,1.22049
170186.4727,708726.1386,T,23/08/2023 08:57,56.21541405,-5.707886333,100.6,0.565462
170186.6167,708723.8131,T,23/08/2023 08:57,56.21539327,-5.707882,99,0.775494
170187.4713,708721.5429,T,23/08/2023 08:57,56.21537333,-5.707866283,98.4,1.21008
170187.007,708719.0014,T,23/08/2023 08:57,56.21535032,-5.70787155,97.4,0.644993
170186.5481,708716.5979,T,23/08/2023 08:57,56.21532855,-5.70787685,96.9,0.488486
170185.4859,708714.2259,T,23/08/2023 08:57,56.21530677,-5.707891883,98.1,0.432406
170185.8739,708711.7377,T,23/08/2023 08:57,56.21528465,-5.707883483,96.1,0.279279
170186.4958,708709.1299,T,23/08/2023 08:57,56.21526157,-5.707871217,96.6,1.33824
170188.1917,708707.1903,T,23/08/2023 08:57,56.215245,-5.70784225,96.7,0.856441
170189.4862,708704.9154,T,23/08/2023 08:57,56.21522523,-5.70781945,96.7,0.870408
170191.1516,708703.698,T,23/08/2023 08:57,56.21521512,-5.7077916,96.4,1.02845
170192.848,708702.4979,T,23/08/2023 08:57,56.21520518,-5.707763267,95.8,0.517763
170195.6531,708702.3791,T,23/08/2023 08:57,56.21520547,-5.707718033,96.7,0.932359
170197.7136,708702.4778,T,23/08/2023 08:57,56.21520735,-5.707684967,97,1.02765
170200.0087,708702.6999,T,23/08/2023 08:57,56.21521045,-5.707648233,98.6,0.765777
170202.3918,708701.7294,T,23/08/2023 08:58,56.2152029,-5.70760905,99.6,0.512828
170204.0929,708699.7326,T,23/08/2023 08:58,56.21518582,-5.70757995,99.6,0.872162
170205.3197,708697.9879,T,23/08/2023 08:58,56.21517077,-5.7075587,100.1,0.531919
170207.3083,708696.2723,T,23/08/2023 08:58,56.21515635,-5.707525217,99.4,0.374063
170208.7229,708694.8019,T,23/08/2023 08:58,56.21514385,-5.707501183,100.6,0.339127
170207.7352,708692.9478,T,23/08/2023 08:58,56.21512675,-5.707515467,100.9,0.698845
170206.3785,708691.4538,T,23/08/2023 08:58,56.2151127,-5.707536,100.2,0.251642
170205.8269,708689.1556,T,23/08/2023 08:58,56.21509183,-5.707542883,100.6,0.589745
170205.3448,708686.9754,T,23/08/2023 08:58,56.21507205,-5.70754875,100.5,0.278689
170206.8269,708685.5481,T,23/08/2023 08:58,56.21505997,-5.707523667,98.9,0.410405
170209.1518,708683.9572,T,23/08/2023 08:58,56.21504683,-5.707484883,98.7,0.935918
170210.6839,708682.592,T,23/08/2023 08:58,56.21503533,-5.70745905,99.3,1.02307
170211.434,708680.2282,T,23/08/2023 08:59,56.2150145,-5.707444933,101,0.353651
170211.3376,708677.9781,T,23/08/2023 08:59,56.21499428,-5.707444533,100.5,0.449625
170210.5321,708675.6401,T,23/08/2023 08:59,56.21497293,-5.707455467,100,0.617098
170210.8112,708673.4746,T,23/08/2023 08:59,56.21495365,-5.7074491,100.2,0.726683
170209.9649,708671.3419,T,23/08/2023 08:59,56.21493412,-5.707460867,99,0.763543
170208.1155,708669.7584,T,23/08/2023 08:59,56.21491903,-5.70748925,98.8,1.21379
170206.8138,708667.3434,T,23/08/2023 08:59,56.21489675,-5.7075081,100.1,0.547649
170207.6267,708664.935,T,23/08/2023 08:59,56.21487555,-5.707492933,100.3,0.845675
170208.9447,708663.25,T,23/08/2023 08:59,56.21486108,-5.707470267,101.3,0.711182
170209.213,708661.1152,T,23/08/2023 08:59,56.21484207,-5.7074641,101.5,0.429732
170210.8911,708658.9011,T,23/08/2023 08:59,56.21482303,-5.707435183,101.3,0.923531
170212.4593,708656.7074,T,23/08/2023 08:59,56.21480412,-5.70740805,101.7,0.672648
170213.4948,708653.891,T,23/08/2023 08:59,56.21477937,-5.70738895,102.4,0.998261
170213.4016,708651.7779,T,23/08/2023 08:59,56.21476038,-5.707388617,102.1,0.70365
170213.6405,708649.7116,T,23/08/2023 08:59,56.21474197,-5.707382983,102.1,0.519313
170213.5901,708647.411,T,23/08/2023 08:59,56.21472132,-5.7073818,102.3,0.459468
170213.0721,708645.448,T,23/08/2023 09:00,56.21470347,-5.707388433,102.3,0.675589
170212.0342,708643.3935,T,23/08/2023 09:00,56.21468455,-5.70740335,102,1.14839
170211.148,708641.2495,T,23/08/2023 09:00,56.2146649,-5.70741575,103,1.1578
170209.2637,708639.2117,T,23/08/2023 09:00,56.21464572,-5.7074443,103,0.692212
170207.3427,708637.3577,T,23/08/2023 09:00,56.21462817,-5.7074736,101.8,0.665704
170206.236,708635.0248,T,23/08/2023 09:00,56.21460672,-5.707489383,102.1,0.859025
170204.1855,708636.0566,T,23/08/2023 09:00,56.21461498,-5.707523267,99.2,0.254212
170203.7227,708633.9645,T,23/08/2023 09:00,56.214596,-5.7075289,99.8,0.237711
170204.3769,708631.916,T,23/08/2023 09:00,56.21457795,-5.7075166,98.2,0.357723
170203.1365,708630.2562,T,23/08/2023 09:00,56.21456247,-5.707535117,98.2,0.516906
170201.4674,708628.9999,T,23/08/2023 09:00,56.2145504,-5.707560883,98.4,0.347161
170200.8592,708626.3836,T,23/08/2023 09:00,56.21452665,-5.7075684,97.3,1.34073
170200.405,708623.8371,T,23/08/2023 09:00,56.2145036,-5.7075735,97.6,1.29119
170199.4428,708621.744,T,23/08/2023 09:00,56.21448437,-5.707587167,99,1.14978
170198.3878,708619.3314,T,23/08/2023 09:00,56.21446223,-5.70760205,99,0.87585
170197.0275,708617.6557,T,23/08/2023 09:01,56.21444655,-5.707622483,99.1,0.538376
170195.6678,708616.1083,T,23/08/2023 09:01,56.21443202,-5.707643017,98.8,0.513785
170195.5657,708614.0202,T,23/08/2023 09:01,56.21441325,-5.70764285,99,1.04339
170194.1353,708611.9859,T,23/08/2023 09:01,56.21439432,-5.7076641,98.9,1.24084
170193.3836,708610.0309,T,23/08/2023 09:01,56.21437643,-5.7076745,99.8,1.04497
170192.769,708608.0842,T,23/08/2023 09:01,56.21435868,-5.7076827,99.6,1.0189
170191.6795,708605.4928,T,23/08/2023 09:01,56.21433492,-5.707697983,100.4,0.93554
170191.0818,708603.3399,T,23/08/2023 09:01,56.21431533,-5.707705733,100.3,1.11484
170190.8024,708600.8275,T,23/08/2023 09:01,56.21429267,-5.70770805,100.2,1.26224
170189.6081,708598.6566,T,23/08/2023 09:01,56.21427263,-5.707725383,100,1.23602
170188.4931,708596.3041,T,23/08/2023 09:01,56.214251,-5.707741283,99.9,0.866226
170187.7587,708593.9991,T,23/08/2023 09:01,56.21422998,-5.7077511,98.8,0.603623
170186.3905,708591.8297,T,23/08/2023 09:01,56.21420987,-5.707771233,98.8,0.853323
170184.8091,708590.3199,T,23/08/2023 09:01,56.21419557,-5.707795367,98.2,0.726884
170184.3078,708587.7648,T,23/08/2023 09:01,56.21417242,-5.707801217,97.8,0.649864
170183.217,708584.957,T,23/08/2023 09:01,56.21414672,-5.707816333,97.5,1.00223
170182.0244,708582.0488,T,23/08/2023 09:01,56.21412007,-5.707833,96.9,1.04581
170181.8128,708579.9688,T,23/08/2023 09:01,56.21410132,-5.7078346,96.6,1.04363
170181.0892,708577.9789,T,23/08/2023 09:01,56.21408313,-5.707844517,95.9,0.704278
170181.4497,708575.6897,T,23/08/2023 09:01,56.21406278,-5.707836733,96,0.771144
170180.7395,708573.2183,T,23/08/2023 09:01,56.21404028,-5.707846017,95.8,0.855631
170179.9887,708570.6063,T,23/08/2023 09:02,56.2140165,-5.707855833,96,0.904452
170179.8442,708568.5417,T,23/08/2023 09:02,56.21399792,-5.707856367,97.8,0.413327
170180.9203,708566.6712,T,23/08/2023 09:02,56.21398167,-5.707837433,97.2,0.35884
170181.0736,708564.1511,T,23/08/2023 09:02,56.21395915,-5.707832783,97.3,0.504039
170180.8238,708561.8613,T,23/08/2023 09:02,56.2139385,-5.707834817,97.3,0.383269
170180.3819,708559.8696,T,23/08/2023 09:02,56.21392043,-5.7078402,97.4,1.01816
170179.9082,708557.2505,T,23/08/2023 09:02,56.21389672,-5.70784555,97.9,0.885947
170179.0732,708555.0569,T,23/08/2023 09:02,56.21387665,-5.707857083,97.8,0.585627
170178.2399,708553.1276,T,23/08/2023 09:02,56.21385895,-5.707868817,97,0.524405
170177.6196,708550.8042,T,23/08/2023 09:02,56.21383782,-5.707876783,97,0.60025
170176.5507,708548.9243,T,23/08/2023 09:02,56.21382045,-5.70789235,96.8,0.71923
170175.2659,708546.765,T,23/08/2023 09:02,56.21380047,-5.70791115,97.1,0.835922
170174.1589,708544.9285,T,23/08/2023 09:02,56.21378347,-5.707927367,97,1.06991
170172.5134,708542.7473,T,23/08/2023 09:02,56.21376312,-5.70795195,96.8,0.908667
170170.4143,708541.2799,T,23/08/2023 09:02,56.21374895,-5.70798445,97.1,0.85115
170168.7252,708539.9042,T,23/08/2023 09:02,56.2137358,-5.708010433,97.7,1.08622
170167.0223,708538.7545,T,23/08/2023 09:02,56.21372467,-5.708036833,97.7,0.682923
170166.6563,708536.5189,T,23/08/2023 09:03,56.21370445,-5.708040783,96.8,0.565305
170166.8211,708534.2123,T,23/08/2023 09:03,56.21368385,-5.708036133,95.9,0.577148
170169.1218,708533.6924,T,23/08/2023 09:03,56.2136803,-5.707998667,93.7,0.335735
170171.369,708534.0621,T,23/08/2023 09:03,56.2136847,-5.707962833,93.4,1.13457
170173.7881,708534.1994,T,23/08/2023 09:03,56.2136871,-5.707924033,93.5,1.207
170175.7558,708534.8998,T,23/08/2023 09:03,56.21369433,-5.707892983,93.7,1.04082
170178.1165,708535.2433,T,23/08/2023 09:03,56.21369855,-5.7078553,93.8,1.18843
170180.3214,708535.9811,T,23/08/2023 09:03,56.21370623,-5.707820467,94.3,1.15859
170182.211,708537.1732,T,23/08/2023 09:03,56.21371783,-5.7077911,95.3,0.742459
170184.0871,708538.8478,T,23/08/2023 09:03,56.21373375,-5.707762367,96.1,0.501563
170186.0938,708540.1562,T,23/08/2023 09:03,56.21374645,-5.707731217,95.7,0.597094
170187.4895,708541.7965,T,23/08/2023 09:03,56.21376183,-5.707710183,91.4,0.23876
170189.316,708542.9139,T,23/08/2023 09:03,56.21377273,-5.707681767,90,0.533653
170191.0601,708544.6759,T,23/08/2023 09:03,56.21378937,-5.707655233,88.8,0.618095
170193.1148,708546.1446,T,23/08/2023 09:03,56.21380353,-5.70762345,89.1,0.839573
170195.3995,708547.9612,T,23/08/2023 09:03,56.21382092,-5.707588267,90,0.97007
170197.1853,708549.209,T,23/08/2023 09:04,56.21383297,-5.707560617,90.3,1.08611
170199.02,708550.9015,T,23/08/2023 09:04,56.21384903,-5.707532567,90.7,0.622499
170200.6277,708552.5928,T,23/08/2023 09:04,56.21386497,-5.707508167,89.8,0.581772
170202.5007,708553.9397,T,23/08/2023 09:04,56.21387795,-5.7074792,90,0.766843
170203.8321,708555.4819,T,23/08/2023 09:04,56.21389242,-5.707459117,88,0.508051
170205.6644,708556.6503,T,23/08/2023 09:04,56.21390378,-5.70743065,85.7,0.361167
170207.9447,708557.731,T,23/08/2023 09:04,56.21391457,-5.7073949,86.9,0.314356
170209.3371,708560.0206,T,23/08/2023 09:04,56.21393577,-5.707374483,85.6,0.445684
170210.8736,708562.0437,T,23/08/2023 09:04,56.21395465,-5.707351517,83.1,0.844963
170212.6778,708563.2872,T,23/08/2023 09:04,56.21396667,-5.707323567,80.6,0.546144
170215.1693,708564.4814,T,23/08/2023 09:04,56.21397858,-5.707284517,79.8,0.688582
170217.5999,708565.39,T,23/08/2023 09:04,56.2139879,-5.7072462,81.4,0.861962
170218.3664,708567.7724,T,23/08/2023 09:04,56.21400963,-5.707235933,80.6,0.624657
170219.8783,708569.7812,T,23/08/2023 09:04,56.21402837,-5.70721335,80.2,0.835938
170221.6235,708570.9476,T,23/08/2023 09:04,56.21403967,-5.707186283,81.2,1.04641
170223.31,708572.3525,T,23/08/2023 09:05,56.21405308,-5.707160367,82.3,0.729826
170224.2925,708574.6106,T,23/08/2023 09:05,56.2140738,-5.707146517,81.3,0.819211
170225.6126,708576.4446,T,23/08/2023 09:05,56.21409088,-5.707126867,78.2,0.563735
170228.49,708576.9745,T,23/08/2023 09:05,56.21409702,-5.707081033,78.3,0.971662
170230.4302,708578.0311,T,23/08/2023 09:05,56.21410743,-5.707050733,77.5,0.734237
170232.4138,708578.9894,T,23/08/2023 09:05,56.21411698,-5.70701965,77.7,0.731955
170230.3526,708578.8015,T,23/08/2023 09:05,56.2141143,-5.70705265,73,0.158634
170232.7657,708579.0786,T,23/08/2023 09:05,56.21411795,-5.707014067,73.5,0.220005
170234.6613,708580.3652,T,23/08/2023 09:05,56.2141304,-5.706984683,72,1.14211
170236.834,708580.5638,T,23/08/2023 09:05,56.21413323,-5.7069499,72.4,1.08688
170239.5125,708581.5371,T,23/08/2023 09:05,56.21414325,-5.70690765,73.6,1.42001
170241.8544,708582.339,T,23/08/2023 09:05,56.21415157,-5.706870667,73.9,0.82225
170242.8571,708584.1655,T,23/08/2023 09:05,56.21416843,-5.706856117,72,0.693373
170244.8244,708584.7611,T,23/08/2023 09:05,56.21417472,-5.706824983,70.8,0.682658
170247.0995,708585.3424,T,23/08/2023 09:06,56.21418103,-5.706788883,70.5,0.780039
170249.4484,708585.8505,T,23/08/2023 09:06,56.21418672,-5.706751533,70.9,0.598604
170251.6352,708585.7551,T,23/08/2023 09:06,56.21418692,-5.706716267,72.5,1.0904
170254.1111,708585.8894,T,23/08/2023 09:06,56.21418932,-5.70667655,75.3,0.411719
170256.8349,708585.6267,T,23/08/2023 09:06,56.21418828,-5.7066325,72.6,0.302914
170258.6456,708584.2799,T,23/08/2023 09:06,56.21417708,-5.7066022,72.4,0.562433
170260.114,708582.3069,T,23/08/2023 09:06,56.2141601,-5.706576867,73.2,0.408932
170260.9068,708580.3323,T,23/08/2023 09:06,56.21414278,-5.7065624,72.2,0.530792
170261.5368,708578.3743,T,23/08/2023 09:06,56.21412553,-5.706550567,73,0.684312
170260.7814,708576.1564,T,23/08/2023 09:06,56.21410528,-5.7065608,71.5,0.58473
170259.1945,708573.7177,T,23/08/2023 09:06,56.21408265,-5.706584217,69.2,0.580704
170258.312,708571.8914,T,23/08/2023 09:06,56.21406585,-5.706596833,69,1.01222
170257.6488,708569.4063,T,23/08/2023 09:06,56.21404325,-5.70660535,67.7,0.513518
170259.9898,708568.9601,T,23/08/2023 09:07,56.21404038,-5.7065673,68,0.395717
170260.228,708571.0944,T,23/08/2023 09:07,56.21405963,-5.706565317,67,0.306288
170262.287,708571.1252,T,23/08/2023 09:07,56.2140609,-5.706532217,62.8,0.107977
170264.282,708570.4879,T,23/08/2023 09:07,56.21405615,-5.706499567,64.6,0.347808
170265.9586,708571.861,T,23/08/2023 09:07,56.21406927,-5.706473783,66.5,0.540199
170267.7897,708570.8143,T,23/08/2023 09:07,56.21406077,-5.706443417,64.7,0.150155
170269.5955,708569.9139,T,23/08/2023 09:08,56.21405357,-5.706413583,63.4,0.182815
170271.1004,708568.5234,T,23/08/2023 09:08,56.21404183,-5.706388167,63.5,0.510651
170272.8818,708567.1504,T,23/08/2023 09:08,56.21403038,-5.706358317,63.1,0.560571
170274.5662,708565.207,T,23/08/2023 09:08,56.21401377,-5.706329533,62.7,0.855159
170275.6208,708562.3037,T,23/08/2023 09:08,56.21398825,-5.70631005,64.2,0.770625
170275.7113,708559.8483,T,23/08/2023 09:08,56.21396628,-5.706306467,64.8,0.817537
170275.8369,708557.178,T,23/08/2023 09:08,56.2139424,-5.706302133,64.9,0.88973
170275.9064,708555.161,T,23/08/2023 09:08,56.21392435,-5.706299267,64.8,0.671627
170276.9415,708553.3953,T,23/08/2023 09:08,56.21390902,-5.706281083,63,0.680782
170278.0739,708551.6088,T,23/08/2023 09:08,56.21389355,-5.706261317,62.1,1.05495
170279.1982,708549.4982,T,23/08/2023 09:08,56.21387517,-5.7062414,60.6,0.795486
170279.7659,708547.093,T,23/08/2023 09:08,56.21385388,-5.706230183,61,0.822047
170280.5611,708545.0859,T,23/08/2023 09:08,56.21383627,-5.70621565,60.6,0.718396
170281.3389,708543.12,T,23/08/2023 09:08,56.21381902,-5.706201433,60.1,1.05498
170281.5383,708540.9354,T,23/08/2023 09:08,56.21379953,-5.706196333,60,1.09464
170281.4245,708537.9969,T,23/08/2023 09:08,56.21377313,-5.706195617,58.6,0.978627
170282.1728,708536.0214,T,23/08/2023 09:08,56.21375578,-5.706181867,57.4,0.702759
170283.4677,708534.1547,T,23/08/2023 09:08,56.21373967,-5.706159417,56.7,0.755622
170284.4669,708532.0107,T,23/08/2023 09:08,56.21372093,-5.706141483,56,1.17991
170285.6312,708529.2978,T,23/08/2023 09:08,56.21369717,-5.7061204,55.4,0.982268
170286.0071,708526.5817,T,23/08/2023 09:09,56.213673,-5.706112,53.7,0.912317
170286.0668,708524.1692,T,23/08/2023 09:09,56.2136514,-5.70610895,52.8,0.803068
170287.2467,708521.3027,T,23/08/2023 09:09,56.21362627,-5.706087483,51.5,1.03131
170289.008,708519.4411,T,23/08/2023 09:09,56.21361043,-5.706057533,51.5,0.851759
170291.042,708517.9864,T,23/08/2023 09:09,56.21359837,-5.70602355,52.1,1.2466
170292.682,708515.9305,T,23/08/2023 09:09,56.21358073,-5.705995383,53.3,1.3113
170291.8562,708513.5813,T,23/08/2023 09:09,56.21355927,-5.706006633,55.1,0.828762
170290.4122,708511.9671,T,23/08/2023 09:09,56.2135441,-5.706028467,56.2,0.720095
170288.439,708511.3171,T,23/08/2023 09:09,56.21353732,-5.70605965,56.4,0.69017
170286.0652,708510.5002,T,23/08/2023 09:09,56.21352885,-5.706097133,56,0.833901
170283.5223,708509.4693,T,23/08/2023 09:09,56.21351838,-5.70613715,56.1,0.911496
170283.3448,708507.3474,T,23/08/2023 09:09,56.21349927,-5.706138167,57.8,0.425321
170285.0817,708505.7815,T,23/08/2023 09:09,56.21348607,-5.706108867,57.1,0.233172
170287.113,708505.5082,T,23/08/2023 09:09,56.2134846,-5.70607595,57.4,0.680647
170289.1978,708505.4985,T,23/08/2023 09:09,56.21348552,-5.7060424,59.8,0.296726
170289.5197,708503.2236,T,23/08/2023 09:10,56.21346528,-5.70603525,58.5,0.134875
170289.1318,708501.1554,T,23/08/2023 09:10,56.21344655,-5.7060397,56.8,0.700383
170288.136,708499.092,T,23/08/2023 09:10,56.21342757,-5.706053933,55.9,0.457397
170290.1502,708500.8496,T,23/08/2023 09:10,56.2134443,-5.70602305,64,0.148126
170288.7601,708499.3328,T,23/08/2023 09:10,56.21343003,-5.7060441,60.3,0.186549
170287.0396,708498.0479,T,23/08/2023 09:10,56.21341768,-5.706070667,59.2,0.535287
170289.5471,708498.7294,T,23/08/2023 09:10,56.213425,-5.706030917,58.3,0.369873
170291.5898,708498.9573,T,23/08/2023 09:11,56.21342803,-5.70599825,58.4,0.511982
170289.4016,708499.6819,T,23/08/2023 09:11,56.21343347,-5.706034083,56.8,0.191389
170287.5218,708498.825,T,23/08/2023 09:11,56.21342488,-5.706063583,57.3,0.514687
170287.429,708500.8534,T,23/08/2023 09:11,56.21344302,-5.706066833,61.1,0.184211
170288.4391,708502.8156,T,23/08/2023 09:11,56.2134611,-5.706052283,61.3,0.550721
170289.8337,708501.2816,T,23/08/2023 09:11,56.21344802,-5.706028517,56.2,0.13786
170287.8623,708501.7424,T,23/08/2023 09:11,56.2134512,-5.706060633,59.4,0.504313
170286.5538,708503.7425,T,23/08/2023 09:11,56.2134685,-5.706083417,59.5,0.476877
170288.8891,708503.8432,T,23/08/2023 09:12,56.21347053,-5.706045933,62.1,0.11644
170290.2069,708502.2095,T,23/08/2023 09:12,56.21345652,-5.706023317,63.6,0.190368
170291.4884,708503.8649,T,23/08/2023 09:13,56.21347198,-5.706004133,59.3,0.0485866
