X,Y,type,time,latitude,longitude,altitude (m),speed (km/h),color,opacity,width,name,desc,horizontal_accuracy,kml_folder,source,vertical_accuracy
170048.8165,708820.8824,T,23/08/2023 08:50:40,56.21619695,-5.710183283,76,0,#ff802f,1,4,D12_Track 1,,5.36201,Day 12,0,2.94922
170050.8375,708819.4428,T,23/08/2023 08:51:54,56.21618502,-5.710149517,76.2,0,#ff802f,1,4,D12_Track 1,,4.42199,Day 12,0,4.11515
170052.6213,708817.9613,T,23/08/2023 08:51:58,56.2161726,-5.710119533,75.3,0.6,#ff802f,1,4,D12_Track 1,,4.20323,Day 12,0,1.84686
170053.8508,708815.7902,T,23/08/2023 08:52:03,56.21615373,-5.710097867,75.1,0.5,#ff802f,1,4,D12_Track 1,,4.02648,Day 12,0,4.1383
170054.5635,708813.5623,T,23/08/2023 08:52:12,56.2161341,-5.710084467,74.5,0.3,#ff802f,1,4,D12_Track 1,,4.44093,Day 12,0,2.99552
170056.1554,708810.6746,T,23/08/2023 08:52:19,56.21610898,-5.71005635,75.8,0.5,#ff802f,1,4,D12_Track 1,,4.66578,Day 12,0,3.60639
170057.7805,708808.8269,T,23/08/2023 08:52:23,56.2160932,-5.7100286,76.9,0.6,#ff802f,1,4,D12_Track 1,,4.65895,Day 12,0,3.51521
170060.1969,708806.1501,T,23/08/2023 08:52:25,56.21607037,-5.7099874,77,1.8,#ff802f,1,4,D12_Track 1,,4.61087,Day 12,0,3.13192
170062.2287,708803.3915,T,23/08/2023 08:52:27,56.21604662,-5.709952317,76.8,1.7,#ff802f,1,4,D12_Track 1,,4.63362,Day 12,0,3.06158
170063.6195,708801.3847,T,23/08/2023 08:52:32,56.2160293,-5.7099282,76.3,0.5,#ff802f,1,4,D12_Track 1,,4.62058,Day 12,0,6.87419
170065.2897,708798.6645,T,23/08/2023 08:52:34,56.21600572,-5.709898967,76.1,1.6,#ff802f,1,4,D12_Track 1,,4.63731,Day 12,0,3.76564
170066.8956,708796.4598,T,23/08/2023 08:52:36,56.21598673,-5.709871217,76.2,1.4,#ff802f,1,4,D12_Track 1,,4.76108,Day 12,0,3.26012
170068.9098,708793.7011,T,23/08/2023 08:52:38,56.21596297,-5.709836417,76.7,1.7,#ff802f,1,4,D12_Track 1,,4.82172,Day 12,0,3.25482
170070.3143,708791.911,T,23/08/2023 08:52:40,56.2159476,-5.709812267,76.4,1.1,#ff802f,1,4,D12_Track 1,,4.75941,Day 12,0,3.29295
170071.2217,708789.8354,T,23/08/2023 08:52:42,56.21592943,-5.709795867,76.4,1.1,#ff802f,1,4,D12_Track 1,,4.68814,Day 12,0,2.05213
170072.2526,708787.7821,T,23/08/2023 08:52:44,56.21591152,-5.7097775,77.1,1.1,#ff802f,1,4,D12_Track 1,,4.69502,Day 12,0,1.95654
170073.1516,708784.8961,T,23/08/2023 08:52:47,56.21588608,-5.709760533,76.1,1,#ff802f,1,4,D12_Track 1,,4.75436,Day 12,0,1.9327
170073.9657,708782.4541,T,23/08/2023 08:52:50,56.21586458,-5.709745317,76.1,0.9,#ff802f,1,4,D12_Track 1,,4.77001,Day 12,0,1.44251
170075.6722,708780.6935,T,23/08/2023 08:52:54,56.21584962,-5.709716333,74.7,0.6,#ff802f,1,4,D12_Track 1,,5.90974,Day 12,0,1.89497
170076.7008,708778.0983,T,23/08/2023 08:52:56,56.21582685,-5.709697533,74.6,1.4,#ff802f,1,4,D12_Track 1,,5.6845,Day 12,0,2.34507
170077.779,708775.9633,T,23/08/2023 08:52:59,56.21580823,-5.709678333,73.8,0.8,#ff802f,1,4,D12_Track 1,,5.58213,Day 12,0,2.14729
170079.875,708773.7032,T,23/08/2023 08:53:02,56.21578898,-5.70964265,73.5,1,#ff802f,1,4,D12_Track 1,,5.32207,Day 12,0,2.50627
170080.8255,708770.907,T,23/08/2023 08:53:05,56.21576437,-5.709624933,75.5,1,#ff802f,1,4,D12_Track 1,,5.10918,Day 12,0,4.47881
170081.4699,708768.0848,T,23/08/2023 08:53:09,56.21573938,-5.709612117,75.4,0.7,#ff802f,1,4,D12_Track 1,,5.18621,Day 12,0,3.88375
170082.4725,708765.7186,T,23/08/2023 08:53:11,56.21571865,-5.709593933,75.8,1.3,#ff802f,1,4,D12_Track 1,,5.11807,Day 12,0,2.92333
170082.4711,708763.4064,T,23/08/2023 08:53:16,56.21569792,-5.70959195,76.9,0.5,#ff802f,1,4,D12_Track 1,,5.16748,Day 12,0,6.21667
170083.971,708762.0596,T,23/08/2023 08:53:19,56.21568657,-5.70956665,78.6,0.7,#ff802f,1,4,D12_Track 1,,5.2572,Day 12,0,4.88656
170085.3977,708760.545,T,23/08/2023 08:53:23,56.21567368,-5.709542383,81,0.5,#ff802f,1,4,D12_Track 1,,5.24726,Day 12,0,3.02082
170087.2913,708761.449,T,23/08/2023 08:53:26,56.2156827,-5.7095127,82.5,0.7,#ff802f,1,4,D12_Track 1,,5.1219,Day 12,0,3.16661
170089.3799,708762.145,T,23/08/2023 08:53:29,56.21568995,-5.7094797,83,0.7,#ff802f,1,4,D12_Track 1,,5.11317,Day 12,0,3.5298
170091.3723,708763.153,T,23/08/2023 08:53:32,56.21569995,-5.709448517,85,0.7,#ff802f,1,4,D12_Track 1,,5.12648,Day 12,0,5.60801
170093.0828,708765.9051,T,23/08/2023 08:53:35,56.21572545,-5.709423383,85.5,1.1,#ff802f,1,4,D12_Track 1,,4.94252,Day 12,0,1.35995
170095.1039,708767.0398,T,23/08/2023 08:53:39,56.2157366,-5.70939185,87.3,0.6,#ff802f,1,4,D12_Track 1,,4.64734,Day 12,0,3.76454
170096.8682,708768.0634,T,23/08/2023 08:53:44,56.21574663,-5.70936435,89.6,0.4,#ff802f,1,4,D12_Track 1,,4.81729,Day 12,0,3.34395
170099.2893,708768.0858,T,23/08/2023 08:53:49,56.215748,-5.709325417,90.4,0.5,#ff802f,1,4,D12_Track 1,,4.66376,Day 12,0,3.11905
170101.6077,708769.0293,T,23/08/2023 08:53:52,56.21575758,-5.709288933,91.3,0.8,#ff802f,1,4,D12_Track 1,,4.63639,Day 12,0,3.78203
170103.7312,708770.2578,T,23/08/2023 08:53:54,56.21576962,-5.709255833,92.8,1.2,#ff802f,1,4,D12_Track 1,,4.57381,Day 12,0,3.49083
170106.3282,708771.4897,T,23/08/2023 08:53:56,56.21578192,-5.709215117,93.3,1.4,#ff802f,1,4,D12_Track 1,,4.51776,Day 12,0,3.82675
170108.2606,708772.7475,T,23/08/2023 08:53:59,56.21579413,-5.709185117,93.3,0.8,#ff802f,1,4,D12_Track 1,,4.46185,Day 12,0,3.10639
170110.4864,708773.7596,T,23/08/2023 08:54:02,56.21580428,-5.709150183,93,0.8,#ff802f,1,4,D12_Track 1,,4.59493,Day 12,0,3.76173
170112.7497,708773.7771,T,23/08/2023 08:54:06,56.21580553,-5.709113783,92.4,0.6,#ff802f,1,4,D12_Track 1,,4.72441,Day 12,0,3.94755
170115.4331,708774.0172,T,23/08/2023 08:54:10,56.21580898,-5.709070817,91.9,0.7,#ff802f,1,4,D12_Track 1,,4.90524,Day 12,0,5.18079
170117.5168,708773.026,T,23/08/2023 08:54:15,56.2158011,-5.709036433,91.9,0.5,#ff802f,1,4,D12_Track 1,,4.7832,Day 12,0,5.80537
170119.496,708772.1363,T,23/08/2023 08:54:19,56.21579408,-5.709003817,92.7,0.5,#ff802f,1,4,D12_Track 1,,5.39755,Day 12,0,5.01467
170121.4663,708771.5215,T,23/08/2023 08:54:21,56.21578952,-5.708971583,93.6,1,#ff802f,1,4,D12_Track 1,,5.13089,Day 12,0,3.88293
170123.6803,708771.623,T,23/08/2023 08:54:23,56.2157915,-5.70893605,95.4,1.1,#ff802f,1,4,D12_Track 1,,4.80686,Day 12,0,4.39263
