X,Y,type,time,latitude,longitude,altitude (m)
170660.3136,708413.9055,T,16/08/2023 09:01,56.21284338,-5.699992483,106.1
170661.8722,708415.6498,T,16/08/2023 09:01,56.21285977,-5.699968917,105
170664.2269,708416.1702,T,16/08/2023 09:01,56.21286557,-5.699931483,102.6
170663.2032,708418.0355,T,16/08/2023 09:02,56.2128818,-5.699949567,103.9
170661.8949,708419.8681,T,16/08/2023 09:02,56.2128976,-5.6999722,108.9
170660.9172,708417.9464,T,16/08/2023 09:02,56.2128799,-5.699986267,106.8
170660.9646,708420.2918,T,16/08/2023 09:02,56.21290095,-5.699987533,107.3
170662.1262,708422.8984,T,16/08/2023 09:02,56.21292488,-5.6999711,108.9
170666.2603,708422.3917,T,16/08/2023 09:02,56.21292233,-5.69990415,112.3
170668.0785,708420.9856,T,16/08/2023 09:02,56.2129106,-5.699873683,114.8
170670.0394,708422.6782,T,16/08/2023 09:02,56.21292672,-5.6998436,114.4
170671.2427,708424.5967,T,16/08/2023 09:02,56.2129445,-5.6998259,113.8
170672.1096,708426.5968,T,16/08/2023 09:03,56.21296285,-5.699813683,113.1
170672.6235,708428.7185,T,16/08/2023 09:03,56.21298212,-5.69980725,113.1
170674.4898,708429.8841,T,16/08/2023 09:03,56.21299347,-5.699778233,113.8
170675.0261,708431.825,T,16/08/2023 09:03,56.21301113,-5.699771283,112
170676.9301,708433.0578,T,16/08/2023 09:03,56.2130231,-5.699741717,113.5
170679.2372,708432.6917,T,16/08/2023 09:03,56.21302093,-5.699704283,111
170681.2135,708433.5358,T,16/08/2023 09:03,56.21302945,-5.699673217,110.9
170684.0826,708434.1813,T,16/08/2023 09:03,56.21303662,-5.699627617,111.2
170686.2779,708433.1631,T,16/08/2023 09:03,56.21302855,-5.699591417,112.8
170689.2644,708432.9468,T,16/08/2023 09:03,56.21302805,-5.699543183,114.5
170691.2079,708434.5288,T,16/08/2023 09:03,56.21304317,-5.699513283,115.9
170692.1746,708436.6329,T,16/08/2023 09:03,56.2130625,-5.69949955,113.9
170693.4654,708438.463,T,16/08/2023 09:04,56.21307953,-5.699480367,112.6
170696.0445,708439.0716,T,16/08/2023 09:04,56.21308623,-5.6994394,112.9
170698.1153,708439.0127,T,16/08/2023 09:04,56.2130867,-5.699406033,112.8
170699.8823,708440.0688,T,16/08/2023 09:04,56.21309702,-5.699378517,112.6
170701.3586,708441.6681,T,16/08/2023 09:04,56.21311207,-5.69935615,111.4
170703.9106,708442.4098,T,16/08/2023 09:04,56.21311995,-5.699315733,110.8
170705.2766,708444.2325,T,16/08/2023 09:04,56.21313695,-5.699295333,109.6
170707.404,708445.8046,T,16/08/2023 09:04,56.21315207,-5.699262467,108.6
170709.6548,708447.0723,T,16/08/2023 09:04,56.21316452,-5.69922735,109.4
170711.6004,708446.5338,T,16/08/2023 09:04,56.21316063,-5.699195583,112.7
170712.1253,708448.5122,T,16/08/2023 09:04,56.21317862,-5.69918885,113.8
170713.2281,708450.7785,T,16/08/2023 09:04,56.21319947,-5.699173067,116.5
170714.4636,708452.5246,T,16/08/2023 09:04,56.21321572,-5.6991547,118.2
170716.3356,708454.2788,T,16/08/2023 09:04,56.21323235,-5.6991261,119.9
170718.7485,708455.4965,T,16/08/2023 09:04,56.21324443,-5.699088333,122.8
170721.2831,708456.7623,T,16/08/2023 09:04,56.213257,-5.69904865,124.4
170723.3882,708458.0355,T,16/08/2023 09:04,56.21326943,-5.699015883,126.6
170724.5489,708460.2028,T,16/08/2023 09:04,56.21328942,-5.698999083,127.6
170726.7856,708461.5549,T,16/08/2023 09:05,56.21330262,-5.698964267,128.4
170728.7883,708462.2146,T,16/08/2023 09:05,56.2133095,-5.698932617,128.6
170730.4567,708463.4578,T,16/08/2023 09:05,56.21332145,-5.69890685,123.3
170730.3282,708461.3935,T,16/08/2023 09:05,56.21330288,-5.698907133,124.8
170729.6151,708463.4696,T,16/08/2023 09:05,56.21332115,-5.6989204,123.9
170731.0727,708462.0439,T,16/08/2023 09:06,56.21330907,-5.698895717,125
170729.129,708460.7273,T,16/08/2023 09:06,56.21329633,-5.69892585,125.4
170728.1175,708462.5708,T,16/08/2023 09:06,56.21331237,-5.698943717,121.7
170730.1364,708461.7573,T,16/08/2023 09:06,56.21330605,-5.698910533,126.7
170729.1651,708459.9915,T,16/08/2023 09:06,56.21328975,-5.698924633,124.8
170730.3552,708458.1373,T,16/08/2023 09:06,56.2132737,-5.698903883,126
170728.3241,708458.5309,T,16/08/2023 09:07,56.21327625,-5.6989369,119.3
170730.4372,708458.9505,T,16/08/2023 09:07,56.21328103,-5.698903267,125.6
170730.65,708461.0014,T,16/08/2023 09:07,56.21329952,-5.698901617,125.1
170732.4843,708459.9157,T,16/08/2023 09:07,56.21329067,-5.698871167,129.2
170732.6261,708457.6974,T,16/08/2023 09:07,56.21327085,-5.698866967,132.6
170734.2827,708459.4353,T,16/08/2023 09:08,56.21328723,-5.698841817,131.5
170735.4702,708461.1751,T,16/08/2023 09:08,56.2133034,-5.698824217,130.9
170737.3741,708463.0604,T,16/08/2023 09:08,56.21332122,-5.698795217,129.4
170737.1902,708465.4215,T,16/08/2023 09:08,56.2133423,-5.698800217,130
170738.5391,708466.9083,T,16/08/2023 09:08,56.21335628,-5.6987798,128.9
170740.2994,708468.1465,T,16/08/2023 09:08,56.21336823,-5.69875255,126.6
170742.5131,708468.3756,T,16/08/2023 09:08,56.21337135,-5.698717133,118.4
170744.2563,708469.6237,T,16/08/2023 09:08,56.21338338,-5.698690167,116.4
170746.9798,708470.3752,T,16/08/2023 09:08,56.21339143,-5.698647,116.8
170749.5324,708470.7622,T,16/08/2023 09:08,56.21339613,-5.698606267,118.6
170750.5707,708472.945,T,16/08/2023 09:08,56.2134162,-5.69859145,121.8
170750.9728,708475.1842,T,16/08/2023 09:09,56.21343647,-5.698586917,120.6
170750.996,708477.6402,T,16/08/2023 09:09,56.2134585,-5.698588667,119.5
170752.0057,708479.4073,T,16/08/2023 09:09,56.21347483,-5.69857395,116.8
170753.7996,708480.5958,T,16/08/2023 09:09,56.21348635,-5.698546117,110.1
170756.7186,708480.6877,T,16/08/2023 09:09,56.21348858,-5.698499233,112.2
170759.3459,708480.8242,T,16/08/2023 09:09,56.21349107,-5.698457083,114.2
170761.6465,708480.5701,T,16/08/2023 09:09,56.2134899,-5.69841985,115.7
170763.8588,708480.1199,T,16/08/2023 09:09,56.21348693,-5.698383867,115.6
170765.8875,708479.4699,T,16/08/2023 09:09,56.21348208,-5.698350667,118.4
170767.9238,708481.1607,T,16/08/2023 09:09,56.21349822,-5.698319367,118.3
170770.439,708482.219,T,16/08/2023 09:09,56.21350892,-5.698279817,119.9
170773.1215,708482.9225,T,16/08/2023 09:09,56.21351652,-5.698237267,120.9
170775.2379,708483.7122,T,16/08/2023 09:09,56.21352462,-5.6982039,122.7
170777.5642,708485.074,T,16/08/2023 09:09,56.21353795,-5.69816765,123.6
170779.5483,708486.9282,T,16/08/2023 09:09,56.21355553,-5.698137333,124
170781.7243,708488.829,T,16/08/2023 09:09,56.21357362,-5.698103967,126.4
170782.9801,708490.7614,T,16/08/2023 09:09,56.21359155,-5.698085433,126.8
170784.3444,708492.5341,T,16/08/2023 09:09,56.2136081,-5.698065017,125.1
170786.1877,708494.6624,T,16/08/2023 09:10,56.21362807,-5.6980372,123.4
170788.2516,708496.0182,T,16/08/2023 09:10,56.21364122,-5.698005167,122.5
170789.21,708497.8517,T,16/08/2023 09:10,56.21365812,-5.697991333,121.7
170790.3218,708499.861,T,16/08/2023 09:10,56.21367667,-5.697975183,120.1
170791.7164,708501.371,T,16/08/2023 09:10,56.21369088,-5.69795405,120.3
170793.6748,708503.482,T,16/08/2023 09:10,56.21371075,-5.697924367,120.9
170793.4743,708505.766,T,16/08/2023 09:10,56.21373113,-5.697929567,120.3
170793.1867,708508.0847,T,16/08/2023 09:10,56.21375178,-5.6979362,118
170794.0928,708510.0649,T,16/08/2023 09:10,56.21376997,-5.697923333,118.5
170795.0147,708512.7826,T,16/08/2023 09:10,56.21379478,-5.69791085,118.7
170794.8037,708515.3336,T,16/08/2023 09:10,56.21381755,-5.69791645,117.3
170794.3027,708517.4218,T,16/08/2023 09:10,56.21383603,-5.697926317,115.8
170793.6059,708520.0514,T,16/08/2023 09:10,56.21385927,-5.6979398,111.7
170792.9842,708522.0144,T,16/08/2023 09:10,56.21387657,-5.6979515,108.9
170793.2167,708524.1445,T,16/08/2023 09:10,56.21389578,-5.6979496,108.1
170794.8982,708526.3072,T,16/08/2023 09:10,56.21391598,-5.697924417,108.2
170796.769,708528.1943,T,16/08/2023 09:10,56.2139338,-5.69789595,109.4
170799.1133,708529.4492,T,16/08/2023 09:10,56.21394618,-5.697859317,111
170801.1533,708530.552,T,16/08/2023 09:10,56.21395705,-5.69782745,113.2
170802.6359,708532.3495,T,16/08/2023 09:11,56.21397388,-5.69780515,113.1
170804.4907,708534.2854,T,16/08/2023 09:11,56.21399213,-5.697776983,114.2
170806.2787,708536.1959,T,16/08/2023 09:11,56.21401012,-5.697749867,115.5
170807.9046,708538.6739,T,16/08/2023 09:11,56.21403312,-5.69772585,114.5
170809.1733,708540.2687,T,16/08/2023 09:11,56.21404803,-5.697706817,114.4
170809.5386,708542.8245,T,16/08/2023 09:11,56.21407112,-5.69770315,113.7
170810.79,708545.0617,T,16/08/2023 09:11,56.21409178,-5.69768495,113.3
170811.3532,708547.0212,T,16/08/2023 09:11,56.21410962,-5.697677583,113.4
170812.1235,708549.6356,T,16/08/2023 09:11,56.21413343,-5.69766745,114
170813.8167,708551.3816,T,16/08/2023 09:11,56.2141499,-5.697641717,112.2
170815.7704,708552.9419,T,16/08/2023 09:11,56.21416483,-5.697611633,111.9
170817.9806,708553.2236,T,16/08/2023 09:11,56.21416842,-5.697576317,112.3
170819.3942,708555.0081,T,16/08/2023 09:11,56.2141851,-5.697555117,112.3
170820.9412,708556.559,T,16/08/2023 09:11,56.21419975,-5.697531567,112
170822.5533,708557.8922,T,16/08/2023 09:11,56.21421248,-5.697506783,111.2
170825.0284,708558.3214,T,16/08/2023 09:11,56.21421752,-5.697467333,109.3
170827.617,708559.1482,T,16/08/2023 09:11,56.21422618,-5.6974264,107.7
170829.6689,708560.3586,T,16/08/2023 09:11,56.21423802,-5.697394433,106.9
170831.2315,708562.0436,T,16/08/2023 09:11,56.21425388,-5.69737075,106.8
170833.3956,708563.8012,T,16/08/2023 09:11,56.21427068,-5.69733745,106.1
170834.1249,708565.9024,T,16/08/2023 09:12,56.21428987,-5.697327533,106.6
170836.2672,708566.4632,T,16/08/2023 09:12,56.21429593,-5.69729355,109.3
170838.2731,708567.492,T,16/08/2023 09:12,56.21430612,-5.697262167,111.4
170840.0993,708568.6465,T,16/08/2023 09:12,56.21431735,-5.697233783,109.9
170842.3118,708568.9716,T,16/08/2023 09:12,56.21432133,-5.697198467,111.1
170843.4606,708571.1484,T,16/08/2023 09:12,56.2143414,-5.697181867,111.7
170844.5626,708573.7293,T,16/08/2023 09:12,56.21436507,-5.697166367,111.9
170846.5324,708574.3741,T,16/08/2023 09:12,56.2143718,-5.697135233,113.7
170847.5996,708572.6047,T,16/08/2023 09:12,56.21435645,-5.697116533,110.6
170849.6845,708572.6377,T,16/08/2023 09:12,56.21435775,-5.697083017,109.7
170851.6068,708571.4157,T,16/08/2023 09:13,56.21434772,-5.697051033,107.5
170853.9173,708572.3099,T,16/08/2023 09:13,56.21435685,-5.697014633,108.5
170855.6363,708573.7066,T,16/08/2023 09:13,56.2143702,-5.696988183,107.9
170857.3236,708575.4585,T,16/08/2023 09:13,56.21438672,-5.69696255,107.9
170858.3215,708577.7784,T,16/08/2023 09:13,56.214408,-5.6969485,107.8
170859.9309,708579.3896,T,16/08/2023 09:13,56.21442322,-5.696924,108
170861.5033,708580.8142,T,16/08/2023 09:13,56.21443675,-5.696899933,107.6
170863.9778,708580.8486,T,16/08/2023 09:13,56.21443825,-5.69686015,105.9
170865.9081,708581.9941,T,16/08/2023 09:13,56.21444945,-5.696830083,108.7
170867.8085,708582.7364,T,16/08/2023 09:13,56.21445702,-5.69680015,109.3
170867.1966,708585.2688,T,16/08/2023 09:13,56.21447943,-5.696812183,108.1
170868.2101,708587.6671,T,16/08/2023 09:13,56.21450142,-5.69679795,105.3
170869.373,708589.6848,T,16/08/2023 09:14,56.21452007,-5.696780983,105.4
170869.7743,708591.9286,T,16/08/2023 09:14,56.21454038,-5.696776467,105.2
170871.3951,708594.0433,T,16/08/2023 09:14,56.21456012,-5.696752217,102.9
170872.9685,708596.0846,T,16/08/2023 09:14,56.21457918,-5.696728667,102.5
170875.109,708596.379,T,16/08/2023 09:14,56.21458285,-5.696694483,101.5
170877.5583,708596.4069,T,16/08/2023 09:14,56.21458428,-5.6966551,99.5
170878.8795,708598.2477,T,16/08/2023 09:14,56.21460142,-5.696635433,98.4
170880.5795,708600.3124,T,16/08/2023 09:14,56.21462075,-5.696609867,98.7
170882.4123,708602.0153,T,16/08/2023 09:14,56.2146369,-5.69658185,98.9
170883.4097,708603.9995,T,16/08/2023 09:14,56.21465517,-5.696567517,99.3
170884.7001,708605.7483,T,16/08/2023 09:14,56.21467147,-5.696548267,99.6
170886.764,708607.2391,T,16/08/2023 09:14,56.21468583,-5.69651635,99.4
170888.1965,708608.8374,T,16/08/2023 09:14,56.21470085,-5.696494683,98.2
170889.007,708610.9856,T,16/08/2023 09:14,56.2147205,-5.6964835,97.4
170890.5639,708612.4892,T,16/08/2023 09:14,56.21473473,-5.69645975,97.3
170892.2603,708613.8503,T,16/08/2023 09:14,56.21474775,-5.696433633,97.6
170894.6799,708614.8491,T,16/08/2023 09:15,56.21475787,-5.696395567,97.9
170896.9924,708615.9551,T,16/08/2023 09:15,56.2147689,-5.696359317,96.8
170898.2874,708617.8286,T,16/08/2023 09:15,56.21478632,-5.6963401,97.6
170900.426,708619.0533,T,16/08/2023 09:15,56.21479833,-5.69630675,95.9
170901.8445,708620.8721,T,16/08/2023 09:15,56.21481532,-5.6962855,96.8
170900.4524,708622.9579,T,16/08/2023 09:15,56.21483335,-5.6963097,95.1
170901.197,708624.8453,T,16/08/2023 09:15,56.21485063,-5.69629935,94.4
170902.1606,708627.1247,T,16/08/2023 09:15,56.21487153,-5.696285817,94
170904.4638,708627.7694,T,16/08/2023 09:15,56.21487842,-5.696249317,93.5
170907.4718,708629.1136,T,16/08/2023 09:15,56.21489192,-5.696202083,93.6
170909.261,708631.2014,T,16/08/2023 09:15,56.2149115,-5.6961751,93.7
170911.1878,708632.9194,T,16/08/2023 09:15,56.21492783,-5.696145583,93.4
170913.5468,708633.908,T,16/08/2023 09:15,56.21493783,-5.696108483,93.2
170914.734,708635.5285,T,16/08/2023 09:15,56.21495293,-5.696090783,93.1
170915.2273,708638.4455,T,16/08/2023 09:16,56.21497932,-5.696085367,92.4
170914.5507,708640.6211,T,16/08/2023 09:16,56.2149985,-5.696098133,91.7
170914.6064,708643.3764,T,16/08/2023 09:16,56.21502323,-5.696099617,92
170916.1038,708645.7577,T,16/08/2023 09:16,56.2150453,-5.696077583,92.9
170916.9639,708647.7693,T,16/08/2023 09:16,56.21506375,-5.696065483,95.1
170918.1135,708650.1202,T,16/08/2023 09:16,56.21508538,-5.696049017,96.2
170919.8813,708651.8845,T,16/08/2023 09:16,56.21510205,-5.6960221,95.9
170922.0478,708650.5045,T,16/08/2023 09:16,56.21509072,-5.69598605,94.5
170924.2057,708650.7578,T,16/08/2023 09:16,56.21509403,-5.69595155,93.3
170926.5819,708650.2163,T,16/08/2023 09:16,56.21509032,-5.69591285,92.6
170928.6192,708651.6573,T,16/08/2023 09:16,56.21510422,-5.695881317,91.5
170930.1378,708653.4886,T,16/08/2023 09:16,56.21512137,-5.695858467,91.4
170932.0275,708654.8438,T,16/08/2023 09:16,56.21513443,-5.695829233,91.2
170933.4503,708657.0138,T,16/08/2023 09:16,56.21515457,-5.695808217,91.2
170934.2141,708659.45,T,16/08/2023 09:17,56.21517678,-5.695798033,90.5
170935.5565,708661.2038,T,16/08/2023 09:17,56.21519315,-5.69577795,89.8
170936.7842,708662.9247,T,16/08/2023 09:17,56.21520917,-5.695759683,88.7
170938.5949,708664.8329,T,16/08/2023 09:17,56.21522715,-5.6957322,87.7
170940.3967,708666.5006,T,16/08/2023 09:17,56.21524297,-5.69570465,87.4
170942.8678,708666.1036,T,16/08/2023 09:17,56.2152406,-5.69566455,86.4
170944.8374,708665.4758,T,16/08/2023 09:17,56.21523592,-5.695632317,85.4
170947.3235,708665.7059,T,16/08/2023 09:17,56.21523918,-5.695592517,84.3
170950.4466,708665.3754,T,16/08/2023 09:17,56.21523772,-5.695541983,85.1
170952.7942,708664.4741,T,16/08/2023 09:17,56.21523077,-5.695503433,85.8
170954.6542,708663.7139,T,16/08/2023 09:17,56.21522485,-5.69547285,84.7
170957.0242,708662.8449,T,16/08/2023 09:17,56.2152182,-5.695433967,83.9
170959.2853,708663.3225,T,16/08/2023 09:17,56.21522357,-5.695398,84
170961.2112,708663.9808,T,16/08/2023 09:17,56.2152304,-5.695367583,84.6
170963.6912,708664.1187,T,16/08/2023 09:17,56.21523283,-5.6953278,84.6
170966.6865,708664.8044,T,16/08/2023 09:17,56.21524042,-5.6952802,84.9
170970.2225,708664.6603,T,16/08/2023 09:17,56.21524083,-5.695223183,86.2
170971.9809,708663.6278,T,16/08/2023 09:17,56.21523242,-5.695194,86.8
170971.8744,708666.1387,T,16/08/2023 09:18,56.21525488,-5.695197883,83.9
170970.4869,708664.3159,T,16/08/2023 09:19,56.21523787,-5.695218633,84
170970.09,708662.3474,T,16/08/2023 09:19,56.21522003,-5.695223317,83.7
170972.0872,708660.9765,T,16/08/2023 09:19,56.2152087,-5.69519,85.6
170970.104,708661.3919,T,16/08/2023 09:19,56.21521147,-5.695222267,84.9
170969.3154,708663.3917,T,16/08/2023 09:19,56.21522902,-5.695236683,84.3
170971.4163,708662.4881,T,16/08/2023 09:20,56.21522193,-5.6952021,83.6
170969.6384,708663.6588,T,16/08/2023 09:20,56.21523157,-5.695231717,84.1
170969.2891,708665.7968,T,16/08/2023 09:20,56.21525057,-5.695239183,84.9
170967.359,708664.5965,T,16/08/2023 09:20,56.21523888,-5.6952692,85.7
170965.079,708666.0039,T,16/08/2023 09:21,56.2152504,-5.6953071,84.1
170967.1353,708667.3546,T,16/08/2023 09:21,56.2152635,-5.695275183,84.6
170969.0916,708665.881,T,16/08/2023 09:21,56.21525123,-5.695242433,84.5
170971.0601,708664.4,T,16/08/2023 09:21,56.2152389,-5.695209483,85.9
170973.2782,708665.7175,T,16/08/2023 09:21,56.21525178,-5.695174933,87
170974.9849,708667.3313,T,16/08/2023 09:21,56.21526707,-5.695148867,87.5
170976.2564,708668.9785,T,16/08/2023 09:21,56.21528245,-5.695129833,87.7
170977.1808,708671.6872,T,16/08/2023 09:21,56.21530718,-5.6951173,88
170977.0394,708674.0114,T,16/08/2023 09:21,56.21532795,-5.695121583,87.2
170976.9181,708676.4216,T,16/08/2023 09:21,56.2153495,-5.695125617,86.7
170977.4999,708678.3835,T,16/08/2023 09:22,56.21536737,-5.69511795,86.7
170978.6041,708681.1216,T,16/08/2023 09:22,56.21539245,-5.69510255,85.6
170979.3259,708683.0091,T,16/08/2023 09:22,56.21540972,-5.695092567,85.4
170979.5467,708685.5012,T,16/08/2023 09:22,56.21543217,-5.695091167,85.2
170980.3298,708687.4869,T,16/08/2023 09:22,56.21545035,-5.695080283,84.7
170982.481,708688.3106,T,16/08/2023 09:22,56.21545877,-5.695046383,84.3
170984.7478,708688.2201,T,16/08/2023 09:22,56.21545905,-5.695009833,84.8
170986.7399,708689.3991,T,16/08/2023 09:22,56.21547058,-5.6949788,86.4
170985.6156,708691.1482,T,16/08/2023 09:22,56.21548572,-5.6949984,83.9
170983.1744,708690.9424,T,16/08/2023 09:22,56.2154827,-5.6950375,81.4
170981.9728,708692.7748,T,16/08/2023 09:23,56.21549855,-5.695058417,81.2
170981.642,708695.0256,T,16/08/2023 09:23,56.21551857,-5.695065683,84
170982.544,708697.3362,T,16/08/2023 09:23,56.21553972,-5.695053167,84.2
