X,Y,type,time,latitude,longitude,altitude (m)
169975.8799,709045.441,T,24/08/2023 10:08,56.21817495,-5.71155165,55.1
169972.8859,709045.6248,T,24/08/2023 10:09,56.21817515,-5.711599983,60.7
169974.2448,709043.8371,T,24/08/2023 10:09,56.21815978,-5.711576567,61
169976.131,709042.2039,T,24/08/2023 10:09,56.21814605,-5.7115448,59.9
169974.255,709040.9532,T,24/08/2023 10:09,56.21813393,-5.7115739,63.4
169975.5158,709042.6085,T,24/08/2023 10:09,56.21814938,-5.71155505,58.9
169977.3098,709044.7582,T,24/08/2023 10:09,56.21816952,-5.71152805,56.7
169978.8593,709046.8496,T,24/08/2023 10:09,56.21818902,-5.711504933,55.9
169979.9985,709049.9782,T,24/08/2023 10:09,56.21821762,-5.711489317,56.7
169981.4422,709052.4691,T,24/08/2023 10:09,56.21824065,-5.71146825,57.9
169983.4185,709052.0469,T,24/08/2023 10:10,56.21823782,-5.711436083,60.8
169983.4355,709049.8653,T,24/08/2023 10:10,56.21821827,-5.711433917,61.4
169983.4054,709047.3662,T,24/08/2023 10:10,56.21819585,-5.711432233,61.3
169983.5275,709045.1177,T,24/08/2023 10:10,56.21817575,-5.711428317,60.7
169983.954,709042.7301,T,24/08/2023 10:10,56.21815455,-5.711419383,60.5
169984.5768,709040.6051,T,24/08/2023 10:10,56.2181358,-5.711407517,60.1
169984.3128,709037.7639,T,24/08/2023 10:10,56.2181102,-5.7114093,60.1
169984.0623,709035.0971,T,24/08/2023 10:10,56.21808617,-5.711411017,60.3
169982.9997,709033.314,T,24/08/2023 10:10,56.21806967,-5.711426567,60.3
169981.0495,709031.8019,T,24/08/2023 10:10,56.21805517,-5.711456633,60.1
169978.9277,709031.3508,T,24/08/2023 10:10,56.2180501,-5.711490383,60.2
169979.753,709029.4269,T,24/08/2023 10:10,56.21803325,-5.711475433,61.8
169977.8965,709030.8042,T,24/08/2023 10:11,56.2180447,-5.7115065,65.2
169980.2134,709029.7623,T,24/08/2023 10:11,56.21803648,-5.711468317,58.7
169982.4231,709028.8456,T,24/08/2023 10:11,56.21802933,-5.711431967,58.2
169984.2083,709027.567,T,24/08/2023 10:11,56.21801873,-5.711402133,58.4
169985.8819,709025.507,T,24/08/2023 10:12,56.21800107,-5.711373417,59
169986.1728,709023.1802,T,24/08/2023 10:12,56.21798035,-5.711366717,58.5
169986.5575,709020.6331,T,24/08/2023 10:12,56.2179577,-5.711358317,59.4
169987.1624,709018.3841,T,24/08/2023 10:12,56.21793783,-5.711346633,58.7
169988.379,709016.1089,T,24/08/2023 10:12,56.21791802,-5.711325083,58.1
169989.5433,709014.4377,T,24/08/2023 10:12,56.2179036,-5.7113049,57.8
169991.0262,709012.8375,T,24/08/2023 10:12,56.21788997,-5.71127965,56.9
169992.1756,709011.1782,T,24/08/2023 10:12,56.21787565,-5.711259717,56.4
169993.5801,709009.4662,T,24/08/2023 10:12,56.21786098,-5.711235633,56
169994.4917,709007.3357,T,24/08/2023 10:12,56.21784232,-5.711219117,55.8
169995.1803,709005.2183,T,24/08/2023 10:12,56.21782367,-5.7112062,56.2
169995.9641,709002.6397,T,24/08/2023 10:12,56.21780093,-5.71119135,56.7
169997.3196,708999.9621,T,24/08/2023 10:12,56.21777758,-5.711167217,56.8
169998.8086,708997.3777,T,24/08/2023 10:12,56.21775513,-5.711141017,57.6
169999.7302,708995.5289,T,24/08/2023 10:12,56.217739,-5.711124583,57.4
170001.2362,708994.0088,T,24/08/2023 10:12,56.2177261,-5.711099033,56.9
170002.7784,708992.489,T,24/08/2023 10:12,56.21771322,-5.7110729,57.2
170002.9046,708990.3719,T,24/08/2023 10:12,56.2176943,-5.711069033,58.5
170002.9101,708988.3226,T,24/08/2023 10:12,56.21767593,-5.711067167,57.8
170003.2574,708986.2928,T,24/08/2023 10:12,56.2176579,-5.711059817,57.2
170003.7403,708984.2591,T,24/08/2023 10:13,56.2176399,-5.711050283,58.2
170005.4133,708982.4757,T,24/08/2023 10:13,56.21762472,-5.711021817,58.6
170006.4413,708980.4661,T,24/08/2023 10:13,56.2176072,-5.711003533,58.7
170007.4752,708978.2018,T,24/08/2023 10:13,56.2175874,-5.710984933,58.1
170008.7709,708976.5681,T,24/08/2023 10:13,56.21757338,-5.710962667,57
170010.3686,708975.2316,T,24/08/2023 10:13,56.21756217,-5.7109358,57.1
170012.7743,708974.3747,T,24/08/2023 10:13,56.21755565,-5.71089635,56.6
170015.044,708972.7275,T,24/08/2023 10:13,56.21754198,-5.7108584,55.4
170016.7803,708971.1359,T,24/08/2023 10:13,56.21752855,-5.710829083,55.4
170018.6483,708969.5874,T,24/08/2023 10:13,56.21751557,-5.710797683,55.5
170020.1017,708967.6296,T,24/08/2023 10:13,56.21749872,-5.7107726,55.8
170020.5198,708965.3762,T,24/08/2023 10:13,56.21747872,-5.710763917,55.2
170022.8826,708963.5902,T,24/08/2023 10:13,56.21746385,-5.71072435,55.5
170025.7384,708962.6108,T,24/08/2023 10:13,56.21745645,-5.71067755,56.7
170027.753,708963.9154,T,24/08/2023 10:13,56.21746912,-5.710646267,58.1
170028.7641,708966.0114,T,24/08/2023 10:13,56.2174884,-5.710631817,60
170029.3293,708968.0589,T,24/08/2023 10:13,56.21750703,-5.7106245,61.2
170030.3939,708965.9603,T,24/08/2023 10:14,56.21748873,-5.71060555,57.8
170032.4186,708964.7435,T,24/08/2023 10:14,56.2174788,-5.710571917,58.5
170034.6958,708964.1746,T,24/08/2023 10:14,56.2174748,-5.710534783,59.1
170036.4498,708963.104,T,24/08/2023 10:14,56.21746605,-5.710505633,58.8
170038.2051,708964.6523,T,24/08/2023 10:14,56.21748078,-5.710478733,59.6
170038.8203,708966.6101,T,24/08/2023 10:14,56.21749863,-5.710470533,60.5
170041.3699,708966.2329,T,24/08/2023 10:14,56.21749648,-5.710429183,60
170043.451,708966.1987,T,24/08/2023 10:14,56.21749718,-5.710395667,62.2
170045.3294,708964.9954,T,24/08/2023 10:15,56.2174873,-5.7103644,60.4
170043.6991,708967.5517,T,24/08/2023 10:15,56.21750943,-5.71039285,61.8
170041.6547,708968.1349,T,24/08/2023 10:15,56.21751367,-5.71042625,59.6
170041.8036,708970.1859,T,24/08/2023 10:15,56.21753213,-5.710425633,57.2
170040.4218,708971.7238,T,24/08/2023 10:15,56.21754525,-5.7104492,56.7
170038.7674,708970.5671,T,24/08/2023 10:16,56.21753408,-5.710474817,61.2
170040.8299,708970.109,T,24/08/2023 10:16,56.21753097,-5.710441233,63.7
170040.6292,708967.9816,T,24/08/2023 10:16,56.2175118,-5.710442617,61.6
170038.8506,708968.9787,T,24/08/2023 10:16,56.21751988,-5.7104721,63.4
170037.7951,708970.7857,T,24/08/2023 10:16,56.21753557,-5.71049065,62.2
170039.1821,708968.7679,T,24/08/2023 10:17,56.21751815,-5.710466583,61.9
170040.2541,708966.8451,T,24/08/2023 10:17,56.21750143,-5.710447667,65.8
170039.6387,708964.8059,T,24/08/2023 10:18,56.21748285,-5.7104558,61.8
170039.6786,708966.9877,T,24/08/2023 10:18,56.21750243,-5.71045705,63.1
170039.3385,708964.9649,T,24/08/2023 10:19,56.21748413,-5.710460767,62.7
170037.6626,708966.3881,T,24/08/2023 10:19,56.21749608,-5.710488967,56.9
170035.7885,708968.2069,T,24/08/2023 10:19,56.21751148,-5.7105207,56.4
170035.4324,708970.4781,T,24/08/2023 10:19,56.21753167,-5.7105284,57.1
170036.8325,708972.2017,T,24/08/2023 10:19,56.2175478,-5.710507367,58.2
170035.4759,708974.5135,T,24/08/2023 10:19,56.21756787,-5.7105312,58.5
170033.5057,708973.917,T,24/08/2023 10:19,56.21756157,-5.710562383,57.6
170031.6751,708973.0855,T,24/08/2023 10:19,56.21755323,-5.710591117,58.2
170033.6688,708972.3701,T,24/08/2023 10:19,56.21754778,-5.710558417,60.6
170034.4034,708974.2378,T,24/08/2023 10:20,56.21756488,-5.710548217,60.3
170035.0762,708976.4937,T,24/08/2023 10:20,56.21758543,-5.71053935,57.9
170037.187,708975.9337,T,24/08/2023 10:20,56.21758143,-5.7105049,58
170036.1854,708974.0123,T,24/08/2023 10:20,56.21756372,-5.71051935,56
170036.4552,708971.274,T,24/08/2023 10:20,56.2175393,-5.710512633,56.3
170037.8885,708969.1745,T,24/08/2023 10:20,56.21752117,-5.71048775,57.3
170037.7998,708967.0879,T,24/08/2023 10:20,56.21750242,-5.710487367,57.3
170039.9404,708967.5592,T,24/08/2023 10:21,56.21750768,-5.710453333,56.1
170042.0292,708967.5302,T,24/08/2023 10:21,56.21750843,-5.7104197,54.4
170043.4684,708968.9417,T,24/08/2023 10:21,56.21752178,-5.710397767,56.5
170041.8501,708970.2994,T,24/08/2023 10:21,56.21753317,-5.710424983,56.5
170042.9994,708971.9618,T,24/08/2023 10:22,56.21754863,-5.710407933,55.7
170042.3206,708969.9182,T,24/08/2023 10:23,56.21752998,-5.710417083,59.2
170039.8772,708969.152,T,24/08/2023 10:23,56.21752193,-5.710455733,58.6
170038.1841,708970.3531,T,24/08/2023 10:23,56.21753188,-5.710484017,61.4
170038.8955,708968.2926,T,24/08/2023 10:24,56.21751375,-5.710470783,55.7
170037.7016,708969.9352,T,24/08/2023 10:24,56.2175279,-5.710491417,60.4
170036.5324,708971.7829,T,24/08/2023 10:24,56.2175439,-5.710511833,64.4
170038.2597,708970.7194,T,24/08/2023 10:24,56.2175352,-5.710483117,65
170038.0401,708972.8315,T,24/08/2023 10:25,56.21755403,-5.710488483,62.8
170037.6992,708970.85,T,24/08/2023 10:25,56.2175361,-5.71049225,63.4
170037.727,708968.543,T,24/08/2023 10:25,56.21751543,-5.7104898,60.4
170036.9646,708966.0064,T,24/08/2023 10:25,56.21749232,-5.710499867,59.3
170039.1302,708967.2683,T,24/08/2023 10:25,56.21750468,-5.710466117,59.7
170037.9022,708968.9484,T,24/08/2023 10:26,56.21751915,-5.710487333,62.6
170039.0534,708970.8573,T,24/08/2023 10:27,56.21753682,-5.710470467,60.7
170038.5698,708968.8422,T,24/08/2023 10:28,56.21751852,-5.7104765,58.7
170036.0661,708968.7653,T,24/08/2023 10:28,56.21751662,-5.710516717,57.3
170034.1838,708967.5517,T,24/08/2023 10:28,56.21750483,-5.71054595,59.9
170034.5693,708965.5567,T,24/08/2023 10:28,56.21748713,-5.710538017,60.7
170033.5009,708963.6456,T,24/08/2023 10:29,56.21746948,-5.71055355,60.1
170031.9779,708962.1985,T,24/08/2023 10:29,56.21745577,-5.7105768,60.1
170033.1097,708960.4622,T,24/08/2023 10:29,56.21744075,-5.710557083,57.8
170035.6999,708959.9734,T,24/08/2023 10:29,56.21743762,-5.710514983,55.7
170038.2429,708959.5139,T,24/08/2023 10:29,56.21743473,-5.710473667,55.8
170040.8023,708959.0491,T,24/08/2023 10:29,56.2174318,-5.710432083,56.9
170042.6044,708958.0061,T,24/08/2023 10:29,56.21742332,-5.710402183,56.8
170045.3247,708957.798,T,24/08/2023 10:29,56.21742277,-5.710358233,57.1
170047.2838,708959.322,T,24/08/2023 10:29,56.21743738,-5.710328033,58.5
170049.0552,708960.6319,T,24/08/2023 10:30,56.21744998,-5.710300667,59.9
170049.7658,708963.5706,T,24/08/2023 10:30,56.21747667,-5.710291783,61.7
170051.7058,708964.9137,T,24/08/2023 10:30,56.21748965,-5.710261733,61.6
170053.7289,708965.2419,T,24/08/2023 10:30,56.21749357,-5.710229467,60.3
170055.7145,708963.339,T,24/08/2023 10:30,56.21747747,-5.710195867,59.3
170056.6382,708961.2771,T,24/08/2023 10:30,56.21745943,-5.710179217,60.2
170057.4907,708959.2223,T,24/08/2023 10:30,56.21744142,-5.710163717,60.5
170058.2647,708961.089,T,24/08/2023 10:31,56.21745853,-5.710152883,63.3
170059.9393,708962.1977,T,24/08/2023 10:31,56.21746928,-5.7101269,66.3
170061.2716,708960.5688,T,24/08/2023 10:31,56.21745532,-5.71010405,62.8
170062.1869,708958.775,T,24/08/2023 10:31,56.21743968,-5.710087767,55.7
170062.75,708960.7066,T,24/08/2023 10:31,56.21745727,-5.710080383,56.8
170060.7947,708961.2705,T,24/08/2023 10:32,56.21746138,-5.710112333,61
170058.8535,708961.809,T,24/08/2023 10:32,56.21746527,-5.710144033,61.8
170059.7293,708959.8389,T,24/08/2023 10:32,56.21744803,-5.710128233,60.2
170060.0521,708961.9652,T,24/08/2023 10:32,56.21746725,-5.710124883,60.4
170061.7633,708963.2527,T,24/08/2023 10:33,56.21747962,-5.710098467,60.7
170060.9738,708961.1548,T,24/08/2023 10:33,56.21746043,-5.71010935,62.3
170059.1338,708960.1097,T,24/08/2023 10:33,56.21745017,-5.71013805,63.3
170060.3042,708961.8568,T,24/08/2023 10:34,56.2174664,-5.710120733,64.5
170058.3496,708961.0889,T,24/08/2023 10:34,56.21745857,-5.710151517,65
170060.4489,708960.6199,T,24/08/2023 10:35,56.21745538,-5.710117333,61.9
170059.6113,708962.5489,T,24/08/2023 10:35,56.21747227,-5.710132483,64.8
170060.7457,708964.4743,T,24/08/2023 10:35,56.21749008,-5.7101159,59.4
170060.7733,708962.3926,T,24/08/2023 10:35,56.21747143,-5.71011365,56.9
170059.2064,708964.3777,T,24/08/2023 10:36,56.21748847,-5.710140583,63.8
170058.7125,708966.3987,T,24/08/2023 10:36,56.21750635,-5.710150283,69
170058.9016,708964.3718,T,24/08/2023 10:36,56.21748827,-5.710145483,62.9
170060.0598,708962.6251,T,24/08/2023 10:37,56.21747317,-5.710125333,60.4
170058.0251,708962.601,T,24/08/2023 10:37,56.21747197,-5.71015805,67.9
170060.0288,708961.9743,T,24/08/2023 10:37,56.21746732,-5.710125267,61.7
170060.0457,708964.2098,T,24/08/2023 10:38,56.21748737,-5.710126933,63.8
170059.4911,708966.1425,T,24/08/2023 10:38,56.21750443,-5.710137533,60.2
170057.5788,708964.9674,T,24/08/2023 10:38,56.21749297,-5.710167283,64.3
170057.6783,708962.6621,T,24/08/2023 10:39,56.21747235,-5.710163683,60.9
170058.1852,708960.5568,T,24/08/2023 10:39,56.21745372,-5.7101537,57.9
170058.6589,708958.6027,T,24/08/2023 10:39,56.21743643,-5.710144383,61.2
170060.0666,708960.4274,T,24/08/2023 10:39,56.21745347,-5.710123317,62.7
170061.6062,708959.0506,T,24/08/2023 10:40,56.21744187,-5.71009735,60
170060.0401,708960.6464,T,24/08/2023 10:40,56.21745542,-5.710123933,59.9
170058.4289,708962.0026,T,24/08/2023 10:40,56.2174668,-5.710151033,60.8
170056.0077,708961.5721,T,24/08/2023 10:40,56.21746177,-5.710189617,62.9
170054.2975,708959.8607,T,24/08/2023 10:40,56.2174456,-5.71021565,61.7
170052.8471,708957.8386,T,24/08/2023 10:40,56.21742677,-5.710237233,61.1
170053.1216,708955.342,T,24/08/2023 10:40,56.21740452,-5.71023065,61.1
170054.0681,708953.454,T,24/08/2023 10:40,56.21738805,-5.710213783,61.2
170056.3912,708952.4498,T,24/08/2023 10:41,56.21738017,-5.710175533,59.5
170058.9342,708951.8342,T,24/08/2023 10:41,56.21737588,-5.710134083,59.7
170061.1942,708951.1011,T,24/08/2023 10:41,56.2173704,-5.710097083,61.6
