X,Y,type,time,latitude,longitude,altitude (m)
170050.0199,708821.2994,T,21/08/2023 09:02,56.21620127,-5.710164283,76.4
170052.2393,708823.3469,T,21/08/2023 09:03,56.2162207,-5.71013035,77.4
170053.8403,708824.9527,T,21/08/2023 09:03,56.21623587,-5.710105983,78.1
170056.8106,708825.8443,T,21/08/2023 09:03,56.2162453,-5.710058967,79.6
170059.0426,708826.2427,T,21/08/2023 09:03,56.21624995,-5.7100234,79.9
170061.6538,708829.0041,T,21/08/2023 09:03,56.21627597,-5.709983783,78.8
170063.5429,708831.3428,T,21/08/2023 09:03,56.21629785,-5.709955417,78
170065.3577,708832.7451,T,21/08/2023 09:03,56.2163113,-5.709927433,77.9
170067.441,708833.5564,T,21/08/2023 09:03,56.21631958,-5.709894617,79.2
170069.6989,708835.4334,T,21/08/2023 09:03,56.2163375,-5.709859917,78.5
170072.0464,708837.5901,T,21/08/2023 09:04,56.21635797,-5.709824017,77.7
170073.962,708839.5336,T,21/08/2023 09:04,56.21637632,-5.709794883,78
170076.2224,708841.4785,T,21/08/2023 09:04,56.21639485,-5.7097602,78.7
170078.6942,708843.1544,T,21/08/2023 09:04,56.21641107,-5.709721883,77.7
170080.4567,708845.7565,T,21/08/2023 09:04,56.21643525,-5.709695783,79.3
170082.7093,708847.7297,T,21/08/2023 09:04,56.21645403,-5.70966125,78.3
170084.4731,708848.8772,T,21/08/2023 09:04,56.21646517,-5.709633867,77.4
170087.3311,708850.7989,T,21/08/2023 09:04,56.21648378,-5.70958955,75.5
170089.8806,708852.5911,T,21/08/2023 09:04,56.21650108,-5.709550083,74.6
170091.9354,708854.1021,T,21/08/2023 09:04,56.21651562,-5.709518333,73.8
170094.4326,708855.3071,T,21/08/2023 09:04,56.21652763,-5.7094792,73.2
170096.8579,708856.4088,T,21/08/2023 09:04,56.21653868,-5.709441133,73.5
170098.948,708857.5008,T,21/08/2023 09:04,56.21654948,-5.70940845,72.5
170100.8878,708858.1848,T,21/08/2023 09:04,56.21655655,-5.709377833,71.7
170103.0402,708859.3928,T,21/08/2023 09:04,56.21656842,-5.70934425,71.6
170104.9858,708860.2248,T,21/08/2023 09:04,56.21657682,-5.709313667,71.2
170107.362,708861.7787,T,21/08/2023 09:04,56.2165919,-5.709276783,70.6
170109.0728,708863.7522,T,21/08/2023 09:04,56.21661042,-5.709250967,70.7
170110.4756,708865.7345,T,21/08/2023 09:04,56.21662887,-5.709230117,69.6
170112.4644,708868.0589,T,21/08/2023 09:04,56.21665067,-5.709200133,69.2
170113.9317,708869.9328,T,21/08/2023 09:04,56.21666818,-5.70917815,69.5
170115.8707,708871.3531,T,21/08/2023 09:04,56.21668185,-5.709148183,68.9
170117.1916,708873.4312,T,21/08/2023 09:04,56.21670112,-5.709128733,68.2
170118.5432,708877.3102,T,21/08/2023 09:05,56.21673655,-5.70911035,70.5
170119.9225,708879.4365,T,21/08/2023 09:05,56.21675628,-5.70909,71.7
170121.3078,708881.9016,T,21/08/2023 09:05,56.21677905,-5.70906985,73.4
170122.7454,708883.4169,T,21/08/2023 09:05,56.21679333,-5.709048033,75.5
170124.6876,708884.9931,T,21/08/2023 09:05,56.2168084,-5.70901815,73.3
170127.2718,708885.6235,T,21/08/2023 09:05,56.2168153,-5.708977117,71.9
170129.6559,708887.1513,T,21/08/2023 09:05,56.21683015,-5.708940083,71.4
170131.5232,708888.0099,T,21/08/2023 09:05,56.21683875,-5.708910783,70.5
170134.0982,708889.4304,T,21/08/2023 09:05,56.21685273,-5.708870583,69.8
170136.964,708890.4215,T,21/08/2023 09:05,56.216863,-5.708825333,68.6
170139.1437,708890.9643,T,21/08/2023 09:05,56.21686892,-5.708790733,68.1
170141.6107,708891.4961,T,21/08/2023 09:05,56.21687488,-5.7087515,67.7
170144.2273,708891.0149,T,21/08/2023 09:05,56.21687183,-5.708708983,65.8
170146.386,708891.2075,T,21/08/2023 09:05,56.2168746,-5.708674417,63.4
170148.2652,708892.6901,T,21/08/2023 09:05,56.2168888,-5.708645467,62.4
170150.561,708893.1575,T,21/08/2023 09:05,56.2168941,-5.708608933,61.4
170152.581,708895.4278,T,21/08/2023 09:05,56.21691543,-5.7085784,62.2
170154.4505,708897.6738,T,21/08/2023 09:05,56.21693647,-5.708550267,62.6
170155.3767,708899.5792,T,21/08/2023 09:05,56.216954,-5.708537017,63.7
170157.7743,708901.1287,T,21/08/2023 09:05,56.21696905,-5.708499783,64.2
170159.434,708902.5952,T,21/08/2023 09:05,56.216983,-5.70847435,64
170161.1687,708904.7604,T,21/08/2023 09:05,56.21700325,-5.708448317,64.3
170162.3121,708906.4477,T,21/08/2023 09:05,56.21701893,-5.708431383,65.1
170164.8673,708907.924,T,21/08/2023 09:06,56.2170334,-5.70839155,65.3
170167.177,708909.7269,T,21/08/2023 09:06,56.21705068,-5.70835595,66.3
170169.2352,708911.1095,T,21/08/2023 09:06,56.21706407,-5.708324033,67.6
170171.2878,708912.6586,T,21/08/2023 09:06,56.21707895,-5.70829235,68.5
170173.6234,708914.3653,T,21/08/2023 09:06,56.21709538,-5.70825625,68.7
170175.8946,708916.0498,T,21/08/2023 09:06,56.21711158,-5.708221167,68.2
170177.8596,708918.0487,T,21/08/2023 09:06,56.21713045,-5.708191283,67.9
170179.8366,708919.7324,T,21/08/2023 09:06,56.2171465,-5.708160933,67.8
170181.7052,708920.4816,T,21/08/2023 09:06,56.21715412,-5.708131517,67.9
170184.1512,708922.1411,T,21/08/2023 09:06,56.21717018,-5.7080936,68.5
170186.3746,708923.7635,T,21/08/2023 09:06,56.2171858,-5.708059233,68.9
170188.3028,708925.6004,T,21/08/2023 09:06,56.2172032,-5.7080298,69
170190.9553,708926.632,T,21/08/2023 09:06,56.21721373,-5.707988017,69.5
170193.2149,708927.1393,T,21/08/2023 09:06,56.21721937,-5.7079521,70.1
170195.1267,708927.9598,T,21/08/2023 09:06,56.21722765,-5.70792205,70.7
170197.3778,708929.5395,T,21/08/2023 09:06,56.2172429,-5.7078872,71.5
170199.806,708930.5821,T,21/08/2023 09:06,56.21725342,-5.707849033,71.6
170202.9069,708931.0742,T,21/08/2023 09:06,56.21725933,-5.707799567,72.2
170204.9706,708932.5212,T,21/08/2023 09:06,56.2172733,-5.707767617,72.8
170207.2239,708933.7405,T,21/08/2023 09:06,56.21728532,-5.707732417,72.5
170209.6458,708935.8553,T,21/08/2023 09:06,56.21730545,-5.707695283,72.7
170211.8383,708936.5793,T,21/08/2023 09:06,56.217313,-5.707660633,72.7
170213.9828,708936.6622,T,21/08/2023 09:06,56.21731478,-5.7076262,72.6
170216.8145,708937.0607,T,21/08/2023 09:07,56.21731972,-5.707580983,72.5
170219.4767,708937.3311,T,21/08/2023 09:07,56.21732343,-5.707538383,72.4
170222.3708,708938.0027,T,21/08/2023 09:07,56.21733085,-5.7074924,73.1
170224.7914,708937.6359,T,21/08/2023 09:07,56.21732873,-5.707453133,73.8
170226.805,708937.7103,T,21/08/2023 09:07,56.21733037,-5.7074208,74.1
170229.5032,708937.7278,T,21/08/2023 09:07,56.21733183,-5.7073774,74.4
170232.0801,708937.7027,T,21/08/2023 09:07,56.21733285,-5.707335917,74.8
170234.3788,708937.2833,T,21/08/2023 09:07,56.2173302,-5.707298567,75.4
170236.816,708937.1263,T,21/08/2023 09:07,56.21732997,-5.707259217,73.4
170238.8506,708938.0351,T,21/08/2023 09:07,56.2173391,-5.707227267,71.2
170241.0579,708938.9367,T,21/08/2023 09:07,56.21734825,-5.707192533,71.1
170243.188,708939.5604,T,21/08/2023 09:07,56.21735487,-5.7071588,72.1
170246.0975,708941.1135,T,21/08/2023 09:07,56.2173702,-5.707113333,73.9
170250.0538,708943.2182,T,21/08/2023 09:07,56.21739098,-5.7070515,76.3
170252.4455,708945.4863,T,21/08/2023 09:07,56.21741247,-5.707014983,76
170254.0478,708947.8293,T,21/08/2023 09:07,56.21743425,-5.706991233,75.7
170256.2691,708950.3386,T,21/08/2023 09:08,56.21745782,-5.706957667,74.6
170257.1559,708952.2238,T,21/08/2023 09:08,56.21747515,-5.706945033,74.5
170259.1778,708953.9553,T,21/08/2023 09:08,56.21749165,-5.706914,73.7
170261.1377,708956.3984,T,21/08/2023 09:08,56.2175145,-5.706884583,72
170263.0137,708957.7273,T,21/08/2023 09:08,56.21752732,-5.70685555,72.4
170264.6083,708960.0428,T,21/08/2023 09:08,56.21754885,-5.7068319,73.2
170265.0646,708962.3996,T,21/08/2023 09:08,56.2175702,-5.7068266,73.1
170266.7996,708964.1878,T,21/08/2023 09:08,56.21758707,-5.706800233,72.3
170268.6006,708966.316,T,21/08/2023 09:08,56.21760702,-5.7067731,71.8
170268.5141,708968.3841,T,21/08/2023 09:08,56.21762552,-5.706776283,70.9
170269.962,708970.2647,T,21/08/2023 09:08,56.21764308,-5.706754617,71.4
170271.3549,708972.0859,T,21/08/2023 09:08,56.21766008,-5.706733783,70.6
170272.6602,708973.7611,T,21/08/2023 09:08,56.21767573,-5.706714233,69.9
170273.8863,708975.6024,T,21/08/2023 09:08,56.21769283,-5.7066961,67.2
170274.7205,708977.7425,T,21/08/2023 09:08,56.21771242,-5.706684533,65
170273.5185,708979.6399,T,21/08/2023 09:08,56.21772885,-5.706705517,61.7
170272.9448,708981.6227,T,21/08/2023 09:08,56.21774635,-5.706716467,58.7
170272.8076,708983.9802,T,21/08/2023 09:09,56.21776742,-5.706720717,58.1
170273.5821,708986.3198,T,21/08/2023 09:09,56.21778877,-5.706710283,57
170273.2207,708988.4764,T,21/08/2023 09:09,56.21780793,-5.706717967,58.2
170273.4228,708990.6896,T,21/08/2023 09:09,56.21782787,-5.706716633,56.1
170273.7827,708992.891,T,21/08/2023 09:09,56.21784778,-5.70671275,56.8
170274.0477,708994.8888,T,21/08/2023 09:09,56.21786582,-5.706710217,58.4
170275.0271,708997.2821,T,21/08/2023 09:09,56.21788775,-5.706696533,61.1
170276.4391,708998.8435,T,21/08/2023 09:09,56.21790243,-5.706675167,61.1
170277.0568,709002.1006,T,21/08/2023 09:09,56.21793193,-5.70666805,60.9
170278.7444,709004.758,T,21/08/2023 09:09,56.21795657,-5.7066432,62.8
170280.1025,709007.0305,T,21/08/2023 09:09,56.2179776,-5.706623317,64
170282.1084,709007.8282,T,21/08/2023 09:09,56.21798572,-5.706591733,64.3
170282.9908,709009.9032,T,21/08/2023 09:09,56.21800475,-5.706579333,60.2
170284.0711,709012.1149,T,21/08/2023 09:09,56.2180251,-5.706563867,62.4
170285.9742,709013.7557,T,21/08/2023 09:10,56.21804073,-5.706534667,66.7
170287.7152,709015.1923,T,21/08/2023 09:10,56.21805445,-5.7065079,67.5
170289.2102,709016.6209,T,21/08/2023 09:10,56.21806798,-5.706485083,66
170289.6185,709019.2022,T,21/08/2023 09:10,56.21809132,-5.70648075,64.2
170289.8573,709021.3677,T,21/08/2023 09:10,56.21811085,-5.706478783,63.1
170289.9994,709023.5629,T,21/08/2023 09:10,56.2181306,-5.7064784,62.8
170291.509,709025.6477,T,21/08/2023 09:10,56.21815002,-5.706455917,63.9
170293.3034,709027.3859,T,21/08/2023 09:10,56.21816647,-5.70642855,65.3
170295.0035,709029.2585,T,21/08/2023 09:10,56.21818408,-5.706402817,64.1
170298.2752,709032.018,T,21/08/2023 09:10,56.2182104,-5.706352567,66.1
170299.5986,709033.5696,T,21/08/2023 09:10,56.21822495,-5.706332617,68.4
170301.4552,709032.7111,T,21/08/2023 09:10,56.21821815,-5.706302,66.4
170302.0723,709035.0537,T,21/08/2023 09:10,56.21823945,-5.7062941,64.7
170303.2269,709037.336,T,21/08/2023 09:10,56.21826047,-5.7062775,63.9
170303.5381,709039.4787,T,21/08/2023 09:10,56.21827983,-5.70627435,63
170303.9579,709041.6199,T,21/08/2023 09:11,56.21829923,-5.70626945,63.2
170305.1439,709043.2536,T,21/08/2023 09:11,56.21831445,-5.706251783,63.9
170307.3061,709044.1857,T,21/08/2023 09:11,56.21832385,-5.7062178,64.1
170311.313,709044.6357,T,21/08/2023 09:11,56.21832982,-5.706153717,64.6
170313.6456,709045.2886,T,21/08/2023 09:11,56.2183368,-5.70611675,65.6
170315.7224,709046.6156,T,21/08/2023 09:11,56.2183497,-5.706084483,64.9
170317.9702,709047.4449,T,21/08/2023 09:11,56.21835822,-5.706049033,67.5
170320.236,709049.3194,T,21/08/2023 09:11,56.21837612,-5.7060142,67.8
170322.3119,709050.033,T,21/08/2023 09:11,56.21838352,-5.705981417,67.2
170324.6818,709051.0319,T,21/08/2023 09:11,56.21839362,-5.70594415,67.1
170327.0453,709051.0675,T,21/08/2023 09:11,56.21839508,-5.70590615,66.7
170328.6673,709053.1239,T,21/08/2023 09:11,56.2184143,-5.705881833,66.6
170330.4916,709055.4182,T,21/08/2023 09:12,56.21843575,-5.705854467,66.9
170332.0626,709056.8728,T,21/08/2023 09:12,56.21844955,-5.70583045,65.6
