X,Y,type,time,latitude,longitude,altitude (m),color,opacity,width,name,desc,field_11,kml_folder
170598.050331387,708703.934898358,T,17/08/2023 10:07,56.21541363,-5.701245133,143.7,,,,,,1.04348,
170596.479272144,708705.791743297,T,17/08/2023 10:07,56.21542952,-5.701272017,142.8,,,,,,0.151585,
170594.885785731,708707.230411027,T,17/08/2023 10:07,56.21544165,-5.7012989,143.1,,,,,,0.535219,
170592.310678681,708707.097879407,T,17/08/2023 10:07,56.21543922,-5.701340217,144.8,,,,,,0.513799,
170590.159942111,708705.898524442,T,17/08/2023 10:08,56.21542743,-5.701373783,145.5,,,,,,0.61362,
170588.064997158,708706.546590946,T,17/08/2023 10:08,56.21543223,-5.70140805,146.2,,,,,,0.436996,
170586.760383555,708708.25303151,T,17/08/2023 10:08,56.2154469,-5.701430517,146,,,,,,0.714103,
170585.324215822,708709.958741005,T,17/08/2023 10:08,56.2154615,-5.7014551,145.4,,,,,,0.370664,
170583.400322835,708711.398454868,T,17/08/2023 10:08,56.21547348,-5.7014873,144.2,,,,,,0.299468,
170583.702565992,708713.628580279,T,17/08/2023 10:08,56.21549362,-5.701484367,144,,,,,,0.561515,
170583.482126221,708716.077551011,T,17/08/2023 10:08,56.21551547,-5.701490033,143.5,,,,,,0.613686,
170581.745126784,708717.58305915,T,17/08/2023 10:08,56.21552813,-5.701519283,142.4,,,,,,0.458467,
170579.876917284,708719.808356171,T,17/08/2023 10:08,56.21554718,-5.701551267,142.2,,,,,,0.72448,
170578.968679955,708721.757824594,T,17/08/2023 10:08,56.21556422,-5.701567567,142.9,,,,,,0.715161,
170576.718332168,708721.056834435,T,17/08/2023 10:08,56.21555685,-5.701603167,146,,,,,,0.213518,
170574.463642855,708721.449155199,T,17/08/2023 10:08,56.21555928,-5.701639783,146.4,,,,,,0.570049,
170572.043845717,708720.410397925,T,17/08/2023 10:09,56.2155488,-5.701677817,147.9,,,,,,0.437457,
170569.397513274,708721.129403889,T,17/08/2023 10:09,56.21555397,-5.701721017,148.9,,,,,,0.910744,
170567.969756694,708723.58866737,T,17/08/2023 10:09,56.21557533,-5.701746117,149.1,,,,,,0.94595,
170566.50347761,708725.716503882,T,17/08/2023 10:09,56.2155937,-5.70177155,149.6,,,,,,0.859197,
170565.83792574,708727.979728399,T,17/08/2023 10:09,56.21561367,-5.701784217,150.3,,,,,,0.784762,
170565.463304431,708730.181572082,T,17/08/2023 10:09,56.21563323,-5.70179215,150.7,,,,,,0.446065,
170563.965106501,708731.92855004,T,17/08/2023 10:09,56.21564817,-5.701817767,150.6,,,,,,0.327829,
170561.508857372,708733.408066752,T,17/08/2023 10:09,56.21566025,-5.701858567,151.6,,,,,,0.714559,
170559.828093185,708735.130290601,T,17/08/2023 10:09,56.21567488,-5.7018871,151.7,,,,,,0.80002,
170558.671901951,708736.938064747,T,17/08/2023 10:09,56.21569053,-5.701907267,151.8,,,,,,0.428167,
170557.368593724,708739.168676554,T,17/08/2023 10:09,56.2157099,-5.701930167,151.6,,,,,,0.64432,
170555.455624132,708740.868817247,T,17/08/2023 10:09,56.21572422,-5.701962417,152.3,,,,,,0.637898,
170553.65647965,708742.316335538,T,17/08/2023 10:09,56.21573633,-5.701992617,152.4,,,,,,0.57566,
170551.760703065,708743.487976333,T,17/08/2023 10:09,56.21574592,-5.702024133,153,,,,,,0.740353,
170549.769897579,708743.16342279,T,17/08/2023 10:09,56.21574205,-5.702055883,152.8,,,,,,0.669897,
170547.661805764,708742.604256863,T,17/08/2023 10:10,56.21573602,-5.702089317,153.1,,,,,,0.72446,
170544.631171796,708743.129800508,T,17/08/2023 10:10,56.21573927,-5.702138533,153.8,,,,,,1.02151,
170542.8457611,708745.429854157,T,17/08/2023 10:10,56.21575903,-5.70216925,154,,,,,,0.484143,
170544.674068592,708746.700069779,T,17/08/2023 10:10,56.2157713,-5.702140933,152.9,,,,,,0.0634133,
170543.872873682,708744.746634716,T,17/08/2023 10:11,56.2157534,-5.702152133,153.6,,,,,,0.0526856,
170542.671408583,708746.579157384,T,17/08/2023 10:11,56.21576925,-5.70217305,153.5,,,,,,0.312294,
170542.193673559,708748.885821033,T,17/08/2023 10:11,56.2157897,-5.702182733,153.3,,,,,,0.18088,
170542.208216549,708751.024346538,T,17/08/2023 10:11,56.21580888,-5.70218435,152.4,,,,,,0.71181,
170541.381707618,708753.086543496,T,17/08/2023 10:11,56.21582697,-5.702199433,151.6,,,,,,0.738844,
170542.175486406,708755.190954025,T,17/08/2023 10:11,56.21584622,-5.702188483,150.6,,,,,,0.748343,
170542.866353454,708757.57751667,T,17/08/2023 10:11,56.21586795,-5.702179433,150.4,,,,,,0.826859,
170542.708522419,708759.997469732,T,17/08/2023 10:12,56.21588957,-5.702184067,151.3,,,,,,0.806892,
170541.45408302,708762.538881778,T,17/08/2023 10:12,56.21591175,-5.70220645,151.1,,,,,,0.942805,
170540.139743434,708764.101978345,T,17/08/2023 10:12,56.21592513,-5.70222895,151.2,,,,,,1.01859,
170539.360649006,708765.967548173,T,17/08/2023 10:12,56.21594148,-5.7022431,150.6,,,,,,0.672536,
170538.141594673,708767.799903792,T,17/08/2023 10:12,56.21595732,-5.7022643,149.5,,,,,,0.548745,
170537.282335696,708769.946402525,T,17/08/2023 10:12,56.21597615,-5.702279983,147.8,,,,,,0.461559,
170537.036983684,708772.510488021,T,17/08/2023 10:12,56.21599902,-5.70228615,147.3,,,,,,0.514217,
170537.509032565,708774.873130302,T,17/08/2023 10:12,56.21602043,-5.7022806,146.8,,,,,,0.601506,
170537.28115992,708777.338121544,T,17/08/2023 10:12,56.21604242,-5.7022864,146.3,,,,,,0.823534,
170537.112778933,708779.349296595,T,17/08/2023 10:12,56.21606037,-5.70229085,146.2,,,,,,0.671608,
170536.000762358,708781.496009986,T,17/08/2023 10:12,56.21607908,-5.7023106,146,,,,,,0.603254,
170535.290121072,708783.536359752,T,17/08/2023 10:12,56.21609703,-5.7023238,145.3,,,,,,0.718791,
170533.685862857,708785.351518908,T,17/08/2023 10:12,56.21611253,-5.702351183,144.8,,,,,,0.805348,
170531.833729595,708786.52639949,T,17/08/2023 10:12,56.21612217,-5.702382,143.4,,,,,,0.546471,
170530.240252871,708788.407903199,T,17/08/2023 10:12,56.21613827,-5.702409267,142.8,,,,,,1.22956,
170529.103701818,708790.232477253,T,17/08/2023 10:12,56.21615408,-5.702429133,142.7,,,,,,1.07262,
170528.814269429,708792.650589313,T,17/08/2023 10:12,56.21617562,-5.702435883,142.5,,,,,,0.607625,
170527.892617296,708794.83167863,T,17/08/2023 10:12,56.21619473,-5.7024526,142.4,,,,,,0.787884,
170526.900725788,708796.90054734,T,17/08/2023 10:12,56.2162128,-5.70247035,142.7,,,,,,1.14458,
170525.15966698,708798.580301588,T,17/08/2023 10:13,56.21622702,-5.702499817,142.9,,,,,,0.804054,
170524.150258844,708800.381305762,T,17/08/2023 10:13,56.21624268,-5.702517617,143.2,,,,,,1.0303,
170523.226959215,708802.35725421,T,17/08/2023 10:13,56.21625995,-5.702534183,143.1,,,,,,1.08806,
170521.862842208,708804.458421342,T,17/08/2023 10:13,56.21627813,-5.70255795,143.1,,,,,,0.833169,
170521.581675583,708807.222974495,T,17/08/2023 10:13,56.21630278,-5.702564867,142.6,,,,,,0.693529,
170521.486265952,708809.608340396,T,17/08/2023 10:13,56.21632412,-5.702568467,141.2,,,,,,0.794193,
170521.485801062,708812.699098229,T,17/08/2023 10:13,56.21635183,-5.70257115,141.7,,,,,,1.02881,
170521.266065034,708815.161422931,T,17/08/2023 10:13,56.2163738,-5.702576817,142.1,,,,,,0.822528,
170520.72906725,708817.136664041,T,17/08/2023 10:13,56.21639125,-5.702587167,142.2,,,,,,0.681053,
170519.392992188,708819.353439179,T,17/08/2023 10:13,56.21641048,-5.702610583,141.8,,,,,,0.860888,
170518.455939106,708821.979283629,T,17/08/2023 10:13,56.21643357,-5.702627933,141.7,,,,,,0.927303,
170517.698716572,708824.116951921,T,17/08/2023 10:13,56.21645237,-5.702641967,142.5,,,,,,1.13169,
170515.977001405,708825.443208591,T,17/08/2023 10:13,56.21646343,-5.702670817,143.1,,,,,,1.08354,
170513.779259857,708826.643387489,T,17/08/2023 10:13,56.21647313,-5.702707217,144.2,,,,,,1.24787,
170511.462986352,708827.35359902,T,17/08/2023 10:13,56.21647838,-5.7027451,144.1,,,,,,0.6035,
170509.167519662,708828.201000099,T,17/08/2023 10:13,56.21648487,-5.702782767,144.3,,,,,,0.81266,
170506.933580295,708828.824245362,T,17/08/2023 10:13,56.21648938,-5.70281925,144.2,,,,,,0.577755,
170504.213938714,708829.488127484,T,17/08/2023 10:13,56.21649402,-5.702863583,144.8,,,,,,0.929718,
170502.55844775,708830.794095768,T,17/08/2023 10:13,56.21650493,-5.70289135,144.9,,,,,,0.700873,
170501.293700084,708832.431500493,T,17/08/2023 10:13,56.216519,-5.702913117,144.6,,,,,,0.687818,
170499.103827554,708832.045185376,T,17/08/2023 10:14,56.21651448,-5.702948017,145,,,,,,0.0540381,
170500.105343999,708834.140641186,T,17/08/2023 10:14,56.21653375,-5.702933717,145.1,,,,,,0.331091,
170502.664348979,708833.551207864,T,17/08/2023 10:15,56.2165297,-5.702892033,147.2,,,,,,0.109015,
170501.076791681,708834.94498262,T,17/08/2023 10:15,56.21654143,-5.702918783,145.7,,,,,,0.175551,
170501.526455041,708837.16159511,T,17/08/2023 10:15,56.21656152,-5.702913467,146.3,,,,,,0.250803,
170501.664116131,708835.099647576,T,17/08/2023 10:15,56.2165431,-5.702909467,149,,,,,,0.09376,
170501.846035119,708832.7051639,T,17/08/2023 10:16,56.21652172,-5.702904467,145,,,,,,0.149858,
170503.913620695,708832.262636686,T,17/08/2023 10:16,56.21651875,-5.702870817,144.1,,,,,,0.421318,
170505.602181733,708833.496853564,T,17/08/2023 10:16,56.21653063,-5.702844717,144,,,,,,0.260717,
170507.541450813,708832.171154976,T,17/08/2023 10:16,56.21651968,-5.702812367,144.4,,,,,,0.780555,
170505.967366024,708830.696546407,T,17/08/2023 10:16,56.2165057,-5.702836417,143.3,,,,,,0.239054,
170508.1004424,708830.258304993,T,17/08/2023 10:16,56.2165028,-5.702801717,144.1,,,,,,0.135601,
170510.507614225,708830.100893179,T,17/08/2023 10:16,56.21650255,-5.70276285,142.3,,,,,,0.600828,
170512.220095056,708828.449438287,T,17/08/2023 10:16,56.21648857,-5.702733867,142.8,,,,,,0.790858,
170513.399931574,708826.273413353,T,17/08/2023 10:16,56.21646963,-5.702713,143.7,,,,,,1.23459,
170515.041118509,708824.316834199,T,17/08/2023 10:17,56.21645288,-5.7026849,144.6,,,,,,0.84903,
170516.996342452,708823.691859488,T,17/08/2023 10:17,56.21644822,-5.7026529,143.9,,,,,,0.227277,
170518.983460965,708822.946938725,T,17/08/2023 10:17,56.2164425,-5.702620283,144.3,,,,,,0.70484,
170521.106063707,708821.92926736,T,17/08/2023 10:17,56.2164344,-5.70258525,145.2,,,,,,0.469185,
170523.230916078,708821.549476506,T,17/08/2023 10:17,56.21643202,-5.702550733,145.4,,,,,,0.537646,
170524.47771402,708819.810429597,T,17/08/2023 10:17,56.21641703,-5.702529167,145.4,,,,,,0.711334,
170525.213357153,708816.809500346,T,17/08/2023 10:17,56.21639048,-5.702514733,145.9,,,,,,1.02805,
170525.486974734,708814.136815271,T,17/08/2023 10:17,56.21636665,-5.702508017,145.7,,,,,,0.894163,
170525.51246216,708811.991673431,T,17/08/2023 10:17,56.21634743,-5.70250575,145.4,,,,,,1.07069,
170524.678517256,708809.698696118,T,17/08/2023 10:17,56.21632647,-5.702517183,144.1,,,,,,0.81207,
170523.882423907,708807.378028443,T,17/08/2023 10:17,56.21630528,-5.702527983,143.1,,,,,,0.816102,
170524.400461238,708804.530461495,T,17/08/2023 10:17,56.21628,-5.702517183,142.7,,,,,,0.963199,
170525.552776889,708801.97780626,T,17/08/2023 10:17,56.21625767,-5.702496433,144.2,,,,,,0.931732,
170526.462441504,708800.133092103,T,17/08/2023 10:17,56.21624157,-5.7024802,144.2,,,,,,0.684139,
170527.607203217,708797.902075014,T,17/08/2023 10:17,56.21622212,-5.70245985,143.7,,,,,,0.834045,
170528.953491798,708796.182215721,T,17/08/2023 10:17,56.21620735,-5.7024367,142.8,,,,,,0.726098,
170531.21517867,708794.186682473,T,17/08/2023 10:17,56.21619055,-5.702398583,142.6,,,,,,1.00245,
170532.181640208,708792.357875607,T,17/08/2023 10:18,56.21617462,-5.70238145,142.1,,,,,,0.187661,
170532.077660885,708790.289969143,T,17/08/2023 10:18,56.21615603,-5.702381333,142.5,,,,,,1.03319,
170532.638027278,708787.76693434,T,17/08/2023 10:18,56.21613368,-5.702370133,144.1,,,,,,0.368555,
170533.045511434,708785.541009839,T,17/08/2023 10:18,56.21611392,-5.70236165,146,,,,,,0.564919,
170534.342563946,708783.810417197,T,17/08/2023 10:18,56.21609903,-5.702339283,146.2,,,,,,0.718907,
170534.595007306,708781.359719022,T,17/08/2023 10:18,56.21607718,-5.7023331,147.2,,,,,,0.614877,
170533.474353057,708779.417896506,T,17/08/2023 10:18,56.21605923,-5.70234945,147.6,,,,,,0.745789,
170532.0262357,708777.492577146,T,17/08/2023 10:18,56.21604127,-5.702371083,146.9,,,,,,0.601063,
170532.689260405,708775.433596392,T,17/08/2023 10:18,56.21602313,-5.702358633,146.8,,,,,,0.539572,
170531.906385271,708772.973908351,T,17/08/2023 10:18,56.2160007,-5.7023691,147.6,,,,,,0.644264,
170531.501946808,708770.154782495,T,17/08/2023 10:18,56.21597523,-5.702373167,147.2,,,,,,0.947635,
170532.551009328,708767.877608927,T,17/08/2023 10:18,56.21595532,-5.702354317,148.5,,,,,,0.417101,
170531.745440406,708765.457064907,T,17/08/2023 10:18,56.21593323,-5.702365183,146.9,,,,,,0.424303,
170531.517990828,708763.212878371,T,17/08/2023 10:19,56.215913,-5.7023669,147.7,,,,,,0.281543,
170530.153123613,708761.237349358,T,17/08/2023 10:19,56.21589463,-5.70238715,147,,,,,,0.598886,
170528.763040013,708759.582177523,T,17/08/2023 10:19,56.21587912,-5.702408083,146.8,,,,,,1.07845,
170527.39075658,708757.950586822,T,17/08/2023 10:19,56.21586383,-5.70242875,148.3,,,,,,0.531564,
170527.015876862,708755.872717237,T,17/08/2023 10:19,56.21584502,-5.702432983,149,,,,,,0.301232,
170528.500496022,708754.182224147,T,17/08/2023 10:19,56.21583058,-5.702407633,148.2,,,,,,0.560836,
170530.077274605,708752.54923483,T,17/08/2023 10:19,56.2158167,-5.70238085,148.6,,,,,,0.754668,
170531.395527732,708750.981463122,T,17/08/2023 10:19,56.21580328,-5.702358283,149.5,,,,,,0.255338,
170531.40371734,708747.456406023,T,17/08/2023 10:21,56.21577168,-5.7023551,150.3,,,,,,0.0429179,
170532.177739711,708745.554300015,T,17/08/2023 10:21,56.215755,-5.702341,150.6,,,,,,1.02488,
170533.235821501,708743.424988229,T,17/08/2023 10:21,56.21573642,-5.702322133,151.5,,,,,,0.790974,
170534.583413736,708741.844485531,T,17/08/2023 10:21,56.2157229,-5.702299083,151.2,,,,,,0.258911,
170535.345620887,708739.029515804,T,17/08/2023 10:21,56.21569803,-5.702284383,151.8,,,,,,0.970203,
170536.029281777,708737.007349238,T,17/08/2023 10:21,56.21568023,-5.702271633,151.3,,,,,,0.710166,
170535.359828675,708735.018942908,T,17/08/2023 10:21,56.21566208,-5.702280683,151.9,,,,,,0.29919,
170537.758016304,708734.501765032,T,17/08/2023 10:21,56.2156586,-5.70224165,153,,,,,,0.407399,
170539.546525072,708735.880081687,T,17/08/2023 10:21,56.21567182,-5.702214067,153.6,,,,,,0.562841,
170541.513793702,708736.556127897,T,17/08/2023 10:21,56.21567883,-5.702183,154.1,,,,,,0.518329,
170543.274412358,708737.935946415,T,17/08/2023 10:21,56.21569205,-5.702155867,153.5,,,,,,0.247818,
170543.824317189,708739.897323686,T,17/08/2023 10:21,56.2157099,-5.702148717,154.1,,,,,,1.01673,
170545.415002047,708741.738015973,T,17/08/2023 10:21,56.21572717,-5.702124717,154.6,,,,,,1.2133,
170546.770890333,708743.257840417,T,17/08/2023 10:21,56.21574145,-5.702104217,154.7,,,,,,1.01602,
170547.117874847,708745.336096283,T,17/08/2023 10:22,56.21576025,-5.702100433,152.4,,,,,,0.150251,
170547.671461239,708747.347468105,T,17/08/2023 10:22,56.21577855,-5.702093267,153,,,,,,0.694186,
170548.360875354,708749.360455762,T,17/08/2023 10:22,56.21579693,-5.702083917,154.7,,,,,,0.354052,
170546.31229384,708748.404358408,T,17/08/2023 10:22,56.21578737,-5.70211605,156.4,,,,,,0.204883,
170546.481289759,708750.428612859,T,17/08/2023 10:22,56.2158056,-5.702115083,154.9,,,,,,0.0699426,
170545.679702248,708748.583390999,T,17/08/2023 10:23,56.21578867,-5.702126383,154.3,,,,,,0.118139,
170544.05133808,708750.163379978,T,17/08/2023 10:23,56.21580205,-5.70215395,154.1,,,,,,0.119091,
170542.915007973,708752.089436983,T,17/08/2023 10:24,56.21581877,-5.7021739,154.8,,,,,,0.0796741,
170541.142673091,708751.06940326,T,17/08/2023 10:24,56.21580877,-5.702201533,154.1,,,,,,0.203858,
170540.015792982,708749.108952183,T,17/08/2023 10:24,56.21579065,-5.702217967,154,,,,,,0.752079,
170540.210378568,708747.007137028,T,17/08/2023 10:24,56.2157719,-5.702213017,152.5,,,,,,0.175604,
170540.703802863,708749.01616801,T,17/08/2023 10:24,56.21579015,-5.702206817,152.4,,,,,,0.121482,
170539.597035845,708750.778904702,T,17/08/2023 10:25,56.21580542,-5.70222615,150.9,,,,,,0.0741515,
170538.783301356,708748.803837375,T,17/08/2023 10:25,56.21578732,-5.702237533,153.4,,,,,,0.266519,
170540.838604157,708748.036300208,T,17/08/2023 10:25,56.21578143,-5.7022038,154.7,,,,,,0.121443,
170543.179849443,708746.287457421,T,17/08/2023 10:26,56.21576688,-5.702164617,158.1,,,,,,0.126666,
170541.700508108,708747.709968406,T,17/08/2023 10:26,56.21577892,-5.70218965,156.3,,,,,,0.255753,
170539.569467987,708747.936156656,T,17/08/2023 10:26,56.21577992,-5.702224133,154.1,,,,,,0.266883,
170538.570746728,708746.065849361,T,17/08/2023 10:27,56.21576267,-5.702238583,153.6,,,,,,0.0282133,
170538.445325632,708748.259866664,T,17/08/2023 10:28,56.21578228,-5.7022425,153.6,,,,,,0.041409,
170540.419595737,708748.643304444,T,17/08/2023 10:28,56.21578667,-5.702211067,152.9,,,,,,0.22264,
170538.921334988,708747.076487763,T,17/08/2023 10:29,56.2157719,-5.702233817,158.4,,,,,,0.080079,
170538.402593309,708744.923818967,T,17/08/2023 10:29,56.21575235,-5.7022403,158.8,,,,,,0.442103,
170540.47753264,708744.193148414,T,17/08/2023 10:29,56.2157468,-5.702206283,154,,,,,,0.168614,
170539.205964106,708746.455520702,T,17/08/2023 10:30,56.21576647,-5.7022287,150.2,,,,,,0.0517819,
170540.818082113,708744.977903922,T,17/08/2023 10:30,56.215754,-5.702201483,151.6,,,,,,0.272536,
170539.049910718,708743.208108228,T,17/08/2023 10:30,56.21573728,-5.7022284,154.2,,,,,,0.108479,
170539.583675649,708746.120661248,T,17/08/2023 10:30,56.21576365,-5.702222333,151.1,,,,,,0.295574,
170539.687400553,708748.415004245,T,17/08/2023 10:30,56.21578427,-5.70222265,151.6,,,,,,0.382092,
170541.407180245,708746.956133887,T,17/08/2023 10:31,56.21577202,-5.702193717,159.9,,,,,,0.0499676,
170539.440875342,708747.587267219,T,17/08/2023 10:31,56.21577673,-5.7022259,157.8,,,,,,0.228656,
170540.672238679,708745.9639427,T,17/08/2023 10:32,56.21576277,-5.702204683,156.2,,,,,,0.0508236,
170540.638757621,708748.038128852,T,17/08/2023 10:32,56.21578135,-5.702207017,152.2,,,,,,0.147957,
170538.794836149,708748.960486056,T,17/08/2023 10:32,56.21578873,-5.702237483,150.1,,,,,,0.293562,
170540.823190284,708747.576475569,T,17/08/2023 10:33,56.2157773,-5.70220365,155.1,,,,,,0.0489597,
170542.076434131,708745.724435847,T,17/08/2023 10:33,56.2157613,-5.702181883,157.1,,,,,,0.223084,
170542.125549271,708743.479870196,T,17/08/2023 10:33,56.2157412,-5.70217915,156.2,,,,,,0.56035,
170542.047719447,708745.672442217,T,17/08/2023 10:33,56.21576082,-5.7021823,154.8,,,,,,0.547488,
170541.276876375,708747.691490437,T,17/08/2023 10:34,56.21577855,-5.70219645,154.5,,,,,,0.239694,
170540.690864313,708749.622518029,T,17/08/2023 10:34,56.21579558,-5.70220755,155.9,,,,,,0.287791,
170540.112350007,708747.360411013,T,17/08/2023 10:35,56.21577502,-5.7022149,152.1,,,,,,0.0466326,
170540.69524008,708749.376897966,T,17/08/2023 10:35,56.21579338,-5.702207267,153.5,,,,,,0.0952777,
170540.88499276,708747.145958245,T,17/08/2023 10:35,56.21577347,-5.702202283,152.8,,,,,,0.223596,
170539.716646651,708745.319353436,T,17/08/2023 10:36,56.21575653,-5.7022195,151.2,,,,,,0.0600833,
170540.612310473,708747.160628519,T,17/08/2023 10:36,56.21577347,-5.702206683,154.4,,,,,,0.226986,
170538.749961449,708748.030438637,T,17/08/2023 10:36,56.21578037,-5.7022374,155,,,,,,0.227598,
170540.990950961,708747.729180859,T,17/08/2023 10:37,56.21577875,-5.702201083,156.6,,,,,,0.0750903,
170539.763816923,708746.118777322,T,17/08/2023 10:37,56.21576372,-5.702219433,155.1,,,,,,0.101016,
170541.094617187,708747.731411327,T,17/08/2023 10:38,56.21577882,-5.702199417,152.9,,,,,,0.0417181,
170538.972369431,708746.54170355,T,17/08/2023 10:38,56.21576713,-5.702232533,156.9,,,,,,0.220455,
170541.008133238,708746.816987115,T,17/08/2023 10:39,56.21577058,-5.702200017,150.1,,,,,,0.0487342,
170540.88722269,708748.920415417,T,17/08/2023 10:39,56.21578938,-5.702203783,152.2,,,,,,0.262925,
170540.70637887,708746.868913767,T,17/08/2023 10:39,56.2157709,-5.702204917,151.2,,,,,,0.0571235,
170540.786234198,708748.911348585,T,17/08/2023 10:40,56.21578925,-5.7022054,151.6,,,,,,0.113369,
170541.95303756,708747.089613123,T,17/08/2023 10:40,56.21577348,-5.70218505,151.6,,,,,,0.154141,
170539.289714036,708746.761091909,T,17/08/2023 10:41,56.21576925,-5.702227617,154,,,,,,0.0668434,
170541.395834883,708746.571936528,T,17/08/2023 10:41,56.21576857,-5.702193567,152,,,,,,0.300963,
170542.049839655,708748.600213055,T,17/08/2023 10:41,56.21578707,-5.7021848,156.1,,,,,,0.531831,
170541.056536492,708746.426229141,T,17/08/2023 10:41,56.2157671,-5.7021989,156.2,,,,,,0.125539,
170539.139499453,708747.184096628,T,17/08/2023 10:41,56.21577297,-5.7022304,155.5,,,,,,0.205404,
170537.896867151,708745.092681128,T,17/08/2023 10:42,56.21575362,-5.702248583,156.3,,,,,,0.0867022,
170538.446560948,708747.358569281,T,17/08/2023 10:42,56.2157742,-5.7022417,156.3,,,,,,0.258666,
170539.700691601,708745.754096496,T,17/08/2023 10:42,56.21576042,-5.702220133,155.6,,,,,,0.203155,
170539.674510814,708747.866928404,T,17/08/2023 10:43,56.21577935,-5.702222383,153.9,,,,,,0.0430588,
170539.792514725,708745.727964094,T,17/08/2023 10:43,56.21576023,-5.702218633,153.2,,,,,,0.142552,
170538.866843216,708743.733265069,T,17/08/2023 10:43,56.2157419,-5.7022318,151.6,,,,,,0.199557,
170538.72583383,708746.041890235,T,17/08/2023 10:43,56.21576253,-5.702236067,150.5,,,,,,0.461888,
170540.435660772,708749.635132586,T,17/08/2023 10:44,56.21579557,-5.702211667,150.9,,,,,,0.233583,
170539.35937954,708747.785728661,T,17/08/2023 10:44,56.21577847,-5.702227383,154.5,,,,,,0.177948,
170539.697388409,708745.634928036,T,17/08/2023 10:45,56.21575935,-5.702220083,151.6,,,,,,0.0472407,
170539.688663948,708747.918590047,T,17/08/2023 10:45,56.21577982,-5.7022222,156.9,,,,,,0.0633208,
170540.440879451,708746.015428269,T,17/08/2023 10:46,56.21576312,-5.70220845,157,,,,,,0.0704251,
170541.92724786,708747.514846795,T,17/08/2023 10:46,56.21577728,-5.702185833,152.9,,,,,,0.0726356,
170540.301825956,708748.918448185,T,17/08/2023 10:46,56.21578908,-5.7022132,157.3,,,,,,0.0930974,
170539.801234333,708746.83395667,T,17/08/2023 10:47,56.21577015,-5.70221945,152.8,,,,,,0.0419699,
170539.571702623,708748.901959655,T,17/08/2023 10:47,56.21578858,-5.702224933,155.5,,,,,,0.296792,
170537.240779717,708747.858441069,T,17/08/2023 10:48,56.2157781,-5.702261533,156,,,,,,0.0636406,
170537.128649932,708745.293511697,T,17/08/2023 10:48,56.21575505,-5.702261117,156.6,,,,,,0.512635,
170537.873188772,708747.387186211,T,17/08/2023 10:49,56.21577418,-5.70225095,158,,,,,,0.0924357,
170539.185270814,708745.74390313,T,17/08/2023 10:50,56.21576008,-5.702228417,155.2,,,,,,0.0299638,
170537.43735143,708747.14182678,T,17/08/2023 10:50,56.21577177,-5.70225775,156.5,,,,,,0.101409,
170539.504281527,708748.612240723,T,17/08/2023 10:50,56.21578595,-5.702225767,155.4,,,,,,0.133129,
170541.999990589,708749.195164209,T,17/08/2023 10:51,56.21579238,-5.702186117,155.5,,,,,,0.851288,
170540.354579546,708750.650033359,T,17/08/2023 10:51,56.21580463,-5.70221385,154.7,,,,,,0.0729989,
170537.725709805,708751.000044417,T,17/08/2023 10:51,56.2158065,-5.70225645,153.4,,,,,,0.880733,
170535.613562507,708751.230795266,T,17/08/2023 10:51,56.21580755,-5.702290633,153.3,,,,,,0.705613,
170533.326521881,708752.313072347,T,17/08/2023 10:51,56.21581615,-5.702328367,154,,,,,,0.630372,
170535.217728795,708754.001515349,T,17/08/2023 10:52,56.2158322,-5.7022994,154.6,,,,,,0.0972474,
170536.762676034,708752.585510549,T,17/08/2023 10:52,56.21582025,-5.702273317,154.9,,,,,,0.696555,
170535.525491497,708750.884187352,T,17/08/2023 10:52,56.2158044,-5.70229175,152.2,,,,,,0.104944,
170537.537177831,708751.692803085,T,17/08/2023 10:52,56.21581262,-5.702260083,151.8,,,,,,0.216068,
170538.078375435,708753.800763631,T,17/08/2023 10:53,56.21583178,-5.7022532,156.7,,,,,,0.0639211,
170536.684262238,708752.243959978,T,17/08/2023 10:53,56.21581715,-5.702274283,158.2,,,,,,0.297851,
170536.24531749,708750.131613622,T,17/08/2023 10:53,56.215798,-5.702279517,157,,,,,,0.430766,
170536.935280764,708748.053338714,T,17/08/2023 10:53,56.2157797,-5.702266617,158.5,,,,,,0.364269,
170538.642985323,708746.234847543,T,17/08/2023 10:53,56.21576422,-5.702237567,157.6,,,,,,0.276453,
170537.237033772,708747.808450285,T,17/08/2023 10:54,56.21577765,-5.70226155,155.6,,,,,,0.10023,
170537.692896241,708745.499616478,T,17/08/2023 10:54,56.21575717,-5.702252217,149.5,,,,,,0.0443324,
170537.449323496,708747.942028981,T,17/08/2023 10:55,56.21577895,-5.70225825,151.4,,,,,,0.408459,
170538.991302568,708749.686070061,T,17/08/2023 10:55,56.21579533,-5.70223495,156.4,,,,,,0.193547,
170537.608955706,708751.198172058,T,17/08/2023 10:55,56.21580822,-5.7022585,160.1,,,,,,0.136179,
170536.303383454,708749.323181749,T,17/08/2023 10:55,56.21579078,-5.702277883,161.2,,,,,,0.142442,
170537.164514755,708747.269159447,T,17/08/2023 10:56,56.21577278,-5.70226225,156.5,,,,,,0.0694596,
170536.5597221,708749.235775093,T,17/08/2023 10:56,56.21579012,-5.702273683,156.4,,,,,,0.128309,
170538.54057172,708749.645627238,T,17/08/2023 10:56,56.21579475,-5.702242167,156,,,,,,0.671895,
170539.695754811,708747.453093107,T,17/08/2023 10:56,56.21577565,-5.702221683,153,,,,,,0.1124,
