X,Y,type,time,latitude,longitude,altitude (m),color,opacity,width,name,desc,field_11,kml_folder
170704.265702004,708437.953752344,T,17/08/2023 09:39,56.21308017,-5.699306167,108.1,,,,,,0.741487,
170706.444229421,708438.838256978,T,17/08/2023 09:39,56.21308915,-5.699271883,109.2,,,,,,0.390583,
170708.353522494,708440.650731939,T,17/08/2023 09:39,56.21310632,-5.699242733,110.1,,,,,,0.656353,
170710.105185897,708442.229643304,T,17/08/2023 09:39,56.21312132,-5.699215917,111.8,,,,,,0.58799,
170711.366150882,708443.813739993,T,17/08/2023 09:39,56.21313613,-5.699197,113.1,,,,,,0.673519,
170712.191347849,708446.523257121,T,17/08/2023 09:39,56.21316082,-5.699186067,115.2,,,,,,0.706675,
170712.94491712,708448.535050226,T,17/08/2023 09:39,56.21317922,-5.699175683,115.6,,,,,,0.714789,
170713.870070394,708450.522004866,T,17/08/2023 09:39,56.21319748,-5.699162517,116.3,,,,,,1.09413,
170716.016136063,708451.80533419,T,17/08/2023 09:39,56.21321002,-5.6991291,116.3,,,,,,1.2462,
170718.163533836,708452.632402288,T,17/08/2023 09:39,56.21321847,-5.699095267,116,,,,,,0.764475,
170719.963313095,708453.910924202,T,17/08/2023 09:40,56.2132308,-5.699067417,115.5,,,,,,0.733824,
170721.833487775,708455.284931788,T,17/08/2023 09:40,56.21324402,-5.699038517,115.2,,,,,,0.578434,
170723.510040278,708457.142268824,T,17/08/2023 09:40,56.21326148,-5.69901315,115.9,,,,,,0.832171,
170725.373166086,708459.040885435,T,17/08/2023 09:40,56.2132794,-5.698984817,117,,,,,,0.884345,
170727.633076744,708460.977290554,T,17/08/2023 09:40,56.21329785,-5.698950133,117,,,,,,0.989302,
170729.758231505,708462.74024824,T,17/08/2023 09:40,56.21331468,-5.698917467,118.1,,,,,,0.917959,
170731.633432982,708463.918797902,T,17/08/2023 09:40,56.21332615,-5.698888317,118.9,,,,,,1.10394,
170733.731810577,708465.934157158,T,17/08/2023 09:40,56.21334523,-5.6988563,118.7,,,,,,0.967371,
170735.34210114,708467.888751663,T,17/08/2023 09:40,56.21336353,-5.698832083,118.6,,,,,,0.842157,
170737.594190548,708468.948893009,T,17/08/2023 09:40,56.21337412,-5.698796767,120.6,,,,,,0.826909,
170738.607974823,708467.032834643,T,17/08/2023 09:40,56.21335743,-5.6987788,122.3,,,,,,0.0831666,
170736.576931751,708467.291460369,T,17/08/2023 09:41,56.21335877,-5.6988117,119.7,,,,,,0.107357,
170734.613681939,708468.618323642,T,17/08/2023 09:41,56.21336972,-5.698844433,117.1,,,,,,0.138946,
170736.569195748,708469.325214215,T,17/08/2023 09:41,56.213377,-5.698813583,118.9,,,,,,0.207242,
170734.486461149,708469.431581506,T,17/08/2023 09:41,56.21337695,-5.698847183,115.6,,,,,,0.109352,
170732.603642793,708470.637007791,T,17/08/2023 09:42,56.21338685,-5.698878517,113.9,,,,,,0.101291,
170734.861706312,708470.554677216,T,17/08/2023 09:42,56.2133872,-5.698842117,116.4,,,,,,0.225115,
170735.709144167,708468.646443589,T,17/08/2023 09:42,56.2133705,-5.698826833,116,,,,,,0.347268,
170736.032334592,708466.50650409,T,17/08/2023 09:42,56.21335147,-5.698819783,115.8,,,,,,0.18007,
170735.14558597,708468.550696132,T,17/08/2023 09:43,56.21336937,-5.698835817,114.1,,,,,,0.0855247,
170733.252557025,708469.371864714,T,17/08/2023 09:43,56.21337582,-5.698866983,112.1,,,,,,0.228482,
170731.498191942,708470.865963017,T,17/08/2023 09:43,56.21338837,-5.6988965,111.7,,,,,,0.0919017,
170731.408844508,708468.818465716,T,17/08/2023 09:44,56.21336997,-5.698896167,109,,,,,,0.186008,
170732.740267999,708466.818409994,T,17/08/2023 09:44,56.21335268,-5.698873017,111.1,,,,,,0.149773,
170735.106054253,708466.947788812,T,17/08/2023 09:44,56.21335498,-5.698835067,114.3,,,,,,1.18028,
170737.237279278,708467.454505478,T,17/08/2023 09:44,56.21336055,-5.698801217,116.8,,,,,,0.363791,
170735.255133777,708466.425585714,T,17/08/2023 09:44,56.21335037,-5.698832217,117.7,,,,,,0.185531,
170736.499843249,708468.07413911,T,17/08/2023 09:44,56.21336575,-5.698813617,117.1,,,,,,0.108488,
170734.37761755,708468.909856892,T,17/08/2023 09:45,56.21337222,-5.698848483,111.9,,,,,,0.0445638,
170732.451233046,708468.263862893,T,17/08/2023 09:45,56.2133655,-5.698878917,110,,,,,,0.506163,
170734.22109127,708469.813920326,T,17/08/2023 09:46,56.21338025,-5.698851783,114.1,,,,,,0.138017,
170732.229397809,708470.670507801,T,17/08/2023 09:46,56.21338697,-5.698884567,113.5,,,,,,0.180032,
170730.002674775,708470.102003888,T,17/08/2023 09:46,56.2133808,-5.6989199,111.2,,,,,,0.286242,
170728.743773979,708468.169793044,T,17/08/2023 09:46,56.21336287,-5.698938483,109,,,,,,0.191791,
170729.967352899,708466.30268641,T,17/08/2023 09:46,56.21334672,-5.698917183,114.8,,,,,,0.247447,
170732.549648892,708464.620202768,T,17/08/2023 09:46,56.21333288,-5.698874183,119.1,,,,,,0.767951,
170736.56743408,708462.46906704,T,17/08/2023 09:46,56.21331553,-5.698807683,123.8,,,,,,2.27107,
170739.150658949,708461.479188853,T,17/08/2023 09:46,56.2133079,-5.698765267,126.4,,,,,,1.37839,
170740.772300041,708462.989253985,T,17/08/2023 09:47,56.21332222,-5.698740483,126,,,,,,0.552428,
170740.754265436,708465.121714632,T,17/08/2023 09:47,56.21334133,-5.698742617,123.1,,,,,,0.425953,
170739.084811471,708466.32570845,T,17/08/2023 09:47,56.21335132,-5.698770517,122.6,,,,,,0.113973,
170737.884420891,708468.373372835,T,17/08/2023 09:47,56.2133691,-5.6987916,121.6,,,,,,0.296063,
170735.854469615,708469.11489989,T,17/08/2023 09:48,56.21337477,-5.6988249,117.8,,,,,,0.0398774,
170733.82426518,708468.290447733,T,17/08/2023 09:48,56.2133664,-5.69885685,117.7,,,,,,0.218374,
170736.368611476,708467.906077924,T,17/08/2023 09:48,56.21336418,-5.698815583,119,,,,,,0.284848,
170735.041874939,708469.666073768,T,17/08/2023 09:48,56.21337932,-5.69883845,117.3,,,,,,0.43959,
170732.972558015,708469.944604563,T,17/08/2023 09:48,56.21338082,-5.698871983,114,,,,,,0.520063,
170735.007469811,708469.54634656,T,17/08/2023 09:49,56.21337823,-5.6988389,114.6,,,,,,0.17215,
170737.341623331,708470.128040306,T,17/08/2023 09:49,56.21338457,-5.69880185,118.4,,,,,,0.140989,
170738.414068779,708471.925275554,T,17/08/2023 09:49,56.2134012,-5.69878615,118.8,,,,,,0.696284,
170738.638324529,708474.285635822,T,17/08/2023 09:49,56.21342247,-5.698784583,118.7,,,,,,0.591682,
170739.941673588,708475.830654021,T,17/08/2023 09:49,56.21343695,-5.69876495,119.7,,,,,,0.504202,
170741.812583112,708477.796896602,T,17/08/2023 09:49,56.21345548,-5.69873655,119.1,,,,,,0.902524,
170743.855953548,708478.886104959,T,17/08/2023 09:49,56.21346623,-5.698704617,119.1,,,,,,0.461647,
170746.523595711,708479.890454423,T,17/08/2023 09:49,56.21347652,-5.698662567,118.2,,,,,,1.42025,
170748.524729815,708480.46328321,T,17/08/2023 09:49,56.21348262,-5.698630867,115.8,,,,,,0.518556,
170750.317260858,708482.012127999,T,17/08/2023 09:49,56.21349737,-5.698603367,115.5,,,,,,0.787516,
170752.585282198,708483.00115127,T,17/08/2023 09:49,56.21350733,-5.698567733,115.8,,,,,,0.822138,
170754.771060776,708484.369363393,T,17/08/2023 09:49,56.21352065,-5.69853375,117,,,,,,1.28534,
170756.206796595,708485.775656076,T,17/08/2023 09:49,56.21353395,-5.698511867,117,,,,,,1.00227,
170757.622592162,708487.581211443,T,17/08/2023 09:49,56.21355082,-5.69849065,117.4,,,,,,1.1444,
170757.187449579,708489.54647398,T,17/08/2023 09:50,56.21356823,-5.69849935,116.5,,,,,,0.251247,
170757.572157441,708492.271863458,T,17/08/2023 09:50,56.21359285,-5.698495517,117.5,,,,,,0.549498,
170755.371342358,708494.652134772,T,17/08/2023 09:50,56.21361313,-5.698532983,112.4,,,,,,0.808325,
170756.597082853,708498.049512729,T,17/08/2023 09:50,56.21364418,-5.6985162,112.4,,,,,,1.8026,
170757.766065917,708500.409291883,T,17/08/2023 09:50,56.2136659,-5.698499433,113.4,,,,,,1.31397,
170759.402387802,708502.694878058,T,17/08/2023 09:50,56.21368718,-5.698475083,112.6,,,,,,0.934992,
170761.065684178,708504.094518858,T,17/08/2023 09:50,56.21370053,-5.698449533,113.2,,,,,,0.433573,
170762.934451051,708506.34976775,T,17/08/2023 09:50,56.21372165,-5.698421417,112.6,,,,,,0.584333,
170764.897296639,708508.599961312,T,17/08/2023 09:50,56.21374277,-5.698391783,113.8,,,,,,0.744607,
170766.705441101,708510.517163391,T,17/08/2023 09:50,56.21376083,-5.69836435,115.7,,,,,,0.876441,
170768.118168087,708512.208002241,T,17/08/2023 09:50,56.21377667,-5.698343083,116.4,,,,,,1.09874,
170769.522883786,708514.000771572,T,17/08/2023 09:50,56.21379342,-5.698322033,116.8,,,,,,1.13613,
170768.755961809,708515.961555589,T,17/08/2023 09:50,56.21381063,-5.698336067,116.5,,,,,,0.525473,
170769.557370871,708518.112438464,T,17/08/2023 09:50,56.2138303,-5.698325033,115.8,,,,,,0.763595,
170770.854710209,708519.989055226,T,17/08/2023 09:50,56.21384775,-5.698305783,116.5,,,,,,1.13818,
170772.346077387,708522.083897899,T,17/08/2023 09:51,56.21386725,-5.6982836,116.4,,,,,,0.213813,
170774.54729216,708522.46752401,T,17/08/2023 09:51,56.21387175,-5.698248517,116.7,,,,,,0.371056,
170776.58675969,708521.479003594,T,17/08/2023 09:51,56.21386387,-5.69821485,116.4,,,,,,0.322686,
170777.582125687,708523.28819669,T,17/08/2023 09:51,56.21388057,-5.6982004,116.5,,,,,,1.03037,
170778.299117589,708525.662231775,T,17/08/2023 09:51,56.2139022,-5.698190917,116.7,,,,,,1.23798,
170778.256723642,708528.477497241,T,17/08/2023 09:51,56.21392742,-5.698194033,116.1,,,,,,0.93686,
170777.778571358,708530.567760576,T,17/08/2023 09:51,56.21394593,-5.698203533,115.5,,,,,,1.07056,
170778.305974427,708532.67202381,T,17/08/2023 09:51,56.21396505,-5.698196867,114.3,,,,,,0.72176,
170779.029131605,708534.96765104,T,17/08/2023 09:51,56.21398598,-5.698187217,114.3,,,,,,1.20147,
170779.532516088,708537.433472711,T,17/08/2023 09:51,56.21400833,-5.69818125,114,,,,,,0.837481,
170779.918694707,708540.37851392,T,17/08/2023 09:51,56.21403492,-5.698177583,112.6,,,,,,0.592923,
170781.79589987,708543.022583393,T,17/08/2023 09:51,56.21405953,-5.698149667,113.5,,,,,,1.0787,
170782.747633255,708545.58142632,T,17/08/2023 09:51,56.21408293,-5.698136567,114.1,,,,,,0.908378,
170782.337673304,708547.784024098,T,17/08/2023 09:51,56.21410248,-5.698145067,113,,,,,,0.559124,
170781.97433577,708550.507229514,T,17/08/2023 09:51,56.21412672,-5.698153267,113.9,,,,,,0.913971,
170781.890078675,708552.620940141,T,17/08/2023 09:51,56.21414563,-5.69815645,114.1,,,,,,0.704209,
170780.560624063,708554.445760845,T,17/08/2023 09:52,56.21416135,-5.698179417,113.8,,,,,,0.375312,
170780.867895022,708556.963390662,T,17/08/2023 09:52,56.21418407,-5.69817665,113.9,,,,,,0.632941,
170780.892661544,708559.255280143,T,17/08/2023 09:52,56.21420463,-5.698178233,118.1,,,,,,0.2289,
170780.329183923,708561.531935711,T,17/08/2023 09:52,56.21422477,-5.698189267,117.6,,,,,,0.292546,
170780.509019152,708563.875722383,T,17/08/2023 09:52,56.21424587,-5.6981884,118.3,,,,,,0.469365,
170777.410763194,708565.70971542,T,17/08/2023 09:52,56.21426082,-5.698239833,119.1,,,,,,0.23924,
170777.123817796,708567.849934281,T,17/08/2023 09:52,56.21427987,-5.6982463,120.6,,,,,,0.239519,
170775.035115147,708567.708991623,T,17/08/2023 09:52,56.2142776,-5.698279783,119.3,,,,,,0.41714,
170772.774645012,708567.186898108,T,17/08/2023 09:53,56.21427183,-5.6983157,117.5,,,,,,0.256844,
170771.709934012,708565.475125149,T,17/08/2023 09:53,56.21425597,-5.69833135,118.6,,,,,,0.223584,
170770.050804678,708564.268218703,T,17/08/2023 09:53,56.21424435,-5.698357,119.5,,,,,,0.136367,
170767.820300982,708563.069712374,T,17/08/2023 09:53,56.21423253,-5.69839185,120,,,,,,0.504784,
170765.623283299,708562.860980185,T,17/08/2023 09:53,56.2142296,-5.698427017,119.3,,,,,,0.549708,
170763.553219928,708562.913117296,T,17/08/2023 09:53,56.21422907,-5.698460367,119.4,,,,,,0.412605,
170761.805132893,708564.194945864,T,17/08/2023 09:53,56.21423972,-5.6984896,119.5,,,,,,0.432199,
170761.149077038,708566.193273763,T,17/08/2023 09:53,56.21425732,-5.698501883,119.8,,,,,,0.262406,
170760.673978606,708568.282260559,T,17/08/2023 09:54,56.21427582,-5.698511333,119.9,,,,,,0.534622,
170760.27049628,708570.413129055,T,17/08/2023 09:54,56.21429473,-5.698519667,121.3,,,,,,0.721878,
170758.025787142,708570.569462662,T,17/08/2023 09:54,56.21429505,-5.698555917,122.1,,,,,,0.186814,
170757.73733124,708573.008686582,T,17/08/2023 09:54,56.21431678,-5.698562667,125.9,,,,,,0.490483,
170757.200678322,708575.108789884,T,17/08/2023 09:54,56.21433535,-5.698573117,128.6,,,,,,0.432656,
170755.172747409,708574.132517358,T,17/08/2023 09:54,56.21432562,-5.6986049,127.7,,,,,,0.0723743,
170753.227558232,708572.961068669,T,17/08/2023 09:55,56.21431418,-5.698635183,125,,,,,,0.323334,
170751.118173595,708573.784937826,T,17/08/2023 09:55,56.21432055,-5.698669833,124.8,,,,,,0.28206,
170748.780986803,708574.611013403,T,17/08/2023 09:55,56.21432683,-5.69870815,125.1,,,,,,0.352878,
170746.711771008,708575.931300854,T,17/08/2023 09:55,56.21433767,-5.698742583,126.9,,,,,,0.611575,
170745.870002648,708577.867113696,T,17/08/2023 09:55,56.21435462,-5.6987578,124,,,,,,0.0810217,
170745.561996134,708580.231543947,T,17/08/2023 09:55,56.21437567,-5.6987648,123.1,,,,,,0.396723,
170746.235214598,708582.561081322,T,17/08/2023 09:56,56.21439688,-5.698755983,124,,,,,,0.605339,
170747.511034341,708584.192348234,T,17/08/2023 09:56,56.21441212,-5.698736867,124.5,,,,,,0.516385,
170749.526887566,708585.289727153,T,17/08/2023 09:56,56.21442293,-5.698705383,124.4,,,,,,0.762775,
170751.141695459,708586.597161145,T,17/08/2023 09:56,56.21443543,-5.698680533,124.7,,,,,,1.03598,
170753.36793238,708586.502046663,T,17/08/2023 09:56,56.21443565,-5.698644633,125.2,,,,,,0.443994,
170755.227967594,708587.612264274,T,17/08/2023 09:56,56.2144465,-5.698615667,125.9,,,,,,0.719852,
170753.07454425,708587.77038716,T,17/08/2023 09:56,56.21444688,-5.69865045,122.6,,,,,,0.430243,
170751.565715657,708589.437552336,T,17/08/2023 09:56,56.2144611,-5.698676167,121.3,,,,,,0.560558,
170750.120190354,708591.182738511,T,17/08/2023 09:56,56.21447605,-5.698700933,120.3,,,,,,0.376707,
170751.155263283,708593.846403266,T,17/08/2023 09:56,56.21450043,-5.698686583,119.9,,,,,,0.950935,
170752.3253789,708596.189388243,T,17/08/2023 09:56,56.214522,-5.698669783,118.1,,,,,,0.435572,
170753.009606761,708598.3387584,T,17/08/2023 09:56,56.2145416,-5.698660633,118,,,,,,1.12583,
170752.792587578,708600.411645079,T,17/08/2023 09:56,56.21456008,-5.698665917,117.8,,,,,,1.04053,
170752.195696678,708602.392295328,T,17/08/2023 09:56,56.21457755,-5.698677233,118.1,,,,,,1.03221,
170751.712769594,708604.779511166,T,17/08/2023 09:56,56.21459872,-5.698687067,119.3,,,,,,0.607724,
170752.338340783,708606.820495788,T,17/08/2023 09:56,56.21461732,-5.698678767,119.8,,,,,,0.42619,
170752.677069787,708608.824474482,T,17/08/2023 09:57,56.21463545,-5.69867505,119,,,,,,0.253674,
170754.480663313,708609.924340161,T,17/08/2023 09:57,56.21464618,-5.698646983,121.1,,,,,,0.26328,
170754.751190537,708612.510866879,T,17/08/2023 09:57,56.2146695,-5.698644867,117.4,,,,,,0.173066,
170755.422114658,708614.586221787,T,17/08/2023 09:57,56.21468843,-5.698635867,116.4,,,,,,0.725867,
170755.688362333,708616.860672088,T,17/08/2023 09:57,56.21470895,-5.69863355,116.2,,,,,,0.761947,
170755.245873205,708619.073945637,T,17/08/2023 09:57,56.21472858,-5.698642583,115.5,,,,,,1.12672,
170754.489439391,708621.57624554,T,17/08/2023 09:57,56.21475065,-5.698656917,115.1,,,,,,0.869619,
170752.608109978,708622.595319227,T,17/08/2023 09:57,56.21475888,-5.698688067,113.8,,,,,,0.533154,
170750.484169063,708623.397665269,T,17/08/2023 09:57,56.21476505,-5.698722933,112.8,,,,,,0.377057,
170748.483038069,708624.520218049,T,17/08/2023 09:57,56.21477415,-5.6987561,114.9,,,,,,0.381142,
170745.970225923,708624.39093275,T,17/08/2023 09:57,56.21477178,-5.698796417,115.3,,,,,,0.501354,
170743.230143056,708623.963788813,T,17/08/2023 09:58,56.21476663,-5.698840133,115.2,,,,,,0.552629,
170741.359526448,708625.239944789,T,17/08/2023 09:58,56.21477717,-5.698871333,116.4,,,,,,0.376152,
170740.769130268,708627.168940761,T,17/08/2023 09:58,56.21479418,-5.6988825,117,,,,,,0.671404,
170739.451531698,708628.942947994,T,17/08/2023 09:58,56.21480945,-5.698905233,113.7,,,,,,0.15743,
170739.34475593,708631.177217521,T,17/08/2023 09:58,56.21482943,-5.698908883,118.3,,,,,,0.131381,
170739.672993548,708633.256489999,T,17/08/2023 09:58,56.21484823,-5.6989054,121.7,,,,,,0.210153,
170737.540601904,708632.533456634,T,17/08/2023 09:59,56.21484072,-5.698939083,118.9,,,,,,0.249356,
170735.468613002,708632.761943346,T,17/08/2023 09:59,56.21484177,-5.698972617,118.6,,,,,,0.692254,
170733.354919392,708632.675904677,T,17/08/2023 09:59,56.21483998,-5.69900655,115.8,,,,,,0.421512,
170732.698533992,708634.918524986,T,17/08/2023 09:59,56.21485977,-5.69901905,117.1,,,,,,0.333091,
170730.112621644,708634.276757396,T,17/08/2023 09:59,56.21485277,-5.6990601,116.5,,,,,,0.442487,
170727.698990214,708634.354074285,T,17/08/2023 09:59,56.2148523,-5.699099,117.2,,,,,,0.801958,
170725.693646027,708634.222061602,T,17/08/2023 09:59,56.21485015,-5.69913115,117.1,,,,,,0.400453,
170724.221606073,708636.418182221,T,17/08/2023 09:59,56.21486913,-5.699156733,115.9,,,,,,0.263782,
170723.537336792,708639.009186643,T,17/08/2023 09:59,56.21489203,-5.699169983,116.2,,,,,,1.33746,
170723.364724468,708641.387534206,T,17/08/2023 09:59,56.21491327,-5.699174817,116.9,,,,,,1.18994,
170722.556677526,708643.58365539,T,17/08/2023 09:59,56.21493257,-5.699189717,118.2,,,,,,1.16773,
170720.364682192,708646.512245633,T,17/08/2023 09:59,56.21495777,-5.699227517,119.9,,,,,,1.21631,
170719.858028901,708649.381471484,T,17/08/2023 09:59,56.21498325,-5.69923815,120.4,,,,,,0.581779,
170717.983332623,708651.197702696,T,17/08/2023 10:00,56.21499863,-5.699269883,122.1,,,,,,0.650773,
170716.549798573,708653.513333336,T,17/08/2023 10:00,56.2150187,-5.69929495,121.9,,,,,,0.388117,
170714.771534711,708655.042190958,T,17/08/2023 10:00,56.21503155,-5.699324883,125.2,,,,,,0.779411,
170712.677333078,708655.511690561,T,17/08/2023 10:00,56.21503475,-5.699358983,125.9,,,,,,0.53458,
170711.110459842,708656.811686803,T,17/08/2023 10:00,56.21504565,-5.699385317,126.3,,,,,,0.507461,
170709.591205967,708659.265774015,T,17/08/2023 10:00,56.21506692,-5.699411883,127.6,,,,,,0.959773,
170707.563136775,708659.982681933,T,17/08/2023 10:00,56.21507237,-5.699445133,127,,,,,,0.53585,
170705.45086788,708660.945039682,T,17/08/2023 10:00,56.21507998,-5.69947995,126.5,,,,,,0.578355,
170702.400689026,708663.59519983,T,17/08/2023 10:00,56.21510227,-5.699531317,127.6,,,,,,0.50354,
170700.561229227,708664.987931239,T,17/08/2023 10:00,56.21511387,-5.699562117,129.4,,,,,,0.766716,
170696.950751476,708667.254410986,T,17/08/2023 10:00,56.21513245,-5.699622167,131.6,,,,,,1.06233,
170695.118407925,708668.432609167,T,17/08/2023 10:00,56.21514213,-5.699652667,132.4,,,,,,0.723878,
170693.086250684,708667.570364046,T,17/08/2023 10:00,56.21513342,-5.699684617,132.2,,,,,,0.244502,
170690.614330871,708668.277681295,T,17/08/2023 10:01,56.21513857,-5.699725,133,,,,,,0.64046,
170689.091063571,708669.751572343,T,17/08/2023 10:01,56.21515105,-5.699750783,133.7,,,,,,0.352311,
170687.696747762,708668.094347388,T,17/08/2023 10:01,56.21513552,-5.699771783,132.9,,,,,,0.27011,
170686.790588642,708665.690341357,T,17/08/2023 10:01,56.21511353,-5.699784283,134.9,,,,,,0.284858,
170686.610239328,708663.549581859,T,17/08/2023 10:01,56.21509425,-5.699785333,134,,,,,,0.715064,
170684.332792731,708662.980488975,T,17/08/2023 10:01,56.21508805,-5.699821483,134.7,,,,,,0.77972,
170682.178709763,708663.685222832,T,17/08/2023 10:01,56.21509333,-5.69985675,136.3,,,,,,0.752797,
170680.189786244,708664.667731143,T,17/08/2023 10:01,56.21510118,-5.6998896,135.3,,,,,,0.200984,
170678.431447283,708665.681342881,T,17/08/2023 10:01,56.21510942,-5.699918767,136.4,,,,,,0.404505,
170677.12654932,708663.89550605,T,17/08/2023 10:02,56.21509278,-5.699938217,135,,,,,,0.110308,
170675.011420007,708664.264650106,T,17/08/2023 10:02,56.21509507,-5.699972567,135.3,,,,,,0.125828,
170673.315075134,708662.538899237,T,17/08/2023 10:02,56.21507878,-5.699998367,135.4,,,,,,0.804384,
170671.064952632,708660.9555774,T,17/08/2023 10:02,56.2150635,-5.7000332,136.7,,,,,,0.91452,
170668.742158731,708660.314200159,T,17/08/2023 10:02,56.21505663,-5.700070017,136.8,,,,,,0.800373,
170666.326195368,708660.925946054,T,17/08/2023 10:02,56.21506095,-5.700109417,136.6,,,,,,0.827684,
170663.918309463,708662.034719412,T,17/08/2023 10:02,56.21506973,-5.700149117,136.9,,,,,,0.660481,
170661.906663125,708662.786458758,T,17/08/2023 10:02,56.2150755,-5.700182133,136.3,,,,,,0.713284,
170659.446569908,708663.753042257,T,17/08/2023 10:02,56.21508298,-5.70022255,136,,,,,,0.877991,
170656.957028304,708664.441249787,T,17/08/2023 10:02,56.21508795,-5.7002632,136.1,,,,,,0.857822,
170655.674671842,708666.311544819,T,17/08/2023 10:02,56.2151041,-5.70028545,135.8,,,,,,0.754075,
170654.047617204,708665.085112661,T,17/08/2023 10:02,56.21509232,-5.700310567,136.8,,,,,,0.507978,
170653.214228661,708666.982574684,T,17/08/2023 10:03,56.21510893,-5.700325617,137.9,,,,,,0.229867,
170651.270775538,708666.132309758,T,17/08/2023 10:03,56.21510037,-5.70035615,138,,,,,,0.704888,
170648.219710711,708666.106756644,T,17/08/2023 10:03,56.21509867,-5.700405217,138.5,,,,,,0.607963,
170645.68038005,708666.620302434,T,17/08/2023 10:03,56.21510205,-5.700446517,137.5,,,,,,0.86042,
170643.230910957,708667.320863366,T,17/08/2023 10:03,56.21510715,-5.700486533,136.8,,,,,,0.846167,
170641.444306653,708668.502202884,T,17/08/2023 10:03,56.21511688,-5.7005163,137.4,,,,,,1.06759,
170638.806946832,708669.52406182,T,17/08/2023 10:03,56.21512477,-5.700559617,138.2,,,,,,1.4091,
170636.556538037,708670.343306747,T,17/08/2023 10:03,56.21513103,-5.700596533,138.6,,,,,,1.19333,
170633.853287321,708671.853903605,T,17/08/2023 10:03,56.21514327,-5.700641333,138.1,,,,,,1.02869,
170629.651453383,708671.90697844,T,17/08/2023 10:03,56.21514172,-5.700708983,138.1,,,,,,1.04664,
170627.293621872,708671.596545729,T,17/08/2023 10:03,56.2151378,-5.70074665,138.5,,,,,,0.789802,
170625.225903285,708671.711088811,T,17/08/2023 10:03,56.21513783,-5.700780017,139,,,,,,1.03158,
170622.714443646,708672.107149992,T,17/08/2023 10:03,56.21514017,-5.700820767,139.6,,,,,,0.844337,
170620.749887206,708672.771607998,T,17/08/2023 10:03,56.21514518,-5.70085295,139.6,,,,,,1.03335,
170619.282035971,708674.4087375,T,17/08/2023 10:03,56.21515915,-5.700877983,139.7,,,,,,0.730891,
170618.703762122,708676.350487507,T,17/08/2023 10:03,56.21517628,-5.700888967,138.7,,,,,,0.505642,
170617.031916296,708677.699666049,T,17/08/2023 10:04,56.21518757,-5.700917033,137.1,,,,,,0.178456,
170618.769774935,708679.02274084,T,17/08/2023 10:04,56.21520027,-5.700890217,138.2,,,,,,0.544501,
170618.972533083,708681.097602559,T,17/08/2023 10:04,56.21521897,-5.70088875,138.6,,,,,,0.208132,
170618.80327831,708683.15120178,T,17/08/2023 10:04,56.2152373,-5.70089325,143.5,,,,,,0.171456,
170620.831278849,708682.298176999,T,17/08/2023 10:05,56.21523063,-5.700859883,142,,,,,,0.0664329,
170618.435082588,708682.025504981,T,17/08/2023 10:05,56.21522703,-5.7008982,141.3,,,,,,0.200233,
170617.436587185,708680.274514272,T,17/08/2023 10:05,56.21521085,-5.70091275,140.8,,,,,,0.167656,
170618.044177717,708682.191527482,T,17/08/2023 10:05,56.21522833,-5.700904633,139.8,,,,,,0.223088,
170620.210462749,708683.044293574,T,17/08/2023 10:05,56.21523702,-5.700870517,138.7,,,,,,0.13647,
170621.589513181,708681.469939683,T,17/08/2023 10:05,56.21522357,-5.700846967,139.2,,,,,,0.417475,
170622.276182816,708679.425322402,T,17/08/2023 10:06,56.21520557,-5.70083415,139.7,,,,,,0.195699,
170620.432395924,708681.083784381,T,17/08/2023 10:06,56.21521955,-5.70086525,140.4,,,,,,0.309121,
170618.546516841,708681.921358402,T,17/08/2023 10:06,56.21522615,-5.700896317,140.3,,,,,,1.02818,
170616.587775756,708682.944659241,T,17/08/2023 10:06,56.21523438,-5.700928717,140,,,,,,1.10133,
170614.657912268,708684.44713804,T,17/08/2023 10:06,56.21524692,-5.700961067,139.3,,,,,,0.812636,
170613.057042484,708685.691001487,T,17/08/2023 10:06,56.2152573,-5.7009879,140.4,,,,,,0.505341,
170614.081174625,708687.707189001,T,17/08/2023 10:06,56.21527587,-5.700973167,141.2,,,,,,0.376097,
170612.640149769,708686.029075767,T,17/08/2023 10:06,56.21526013,-5.7009949,140.5,,,,,,0.315145,
170611.479041593,708687.764596027,T,17/08/2023 10:06,56.21527513,-5.701015083,139.7,,,,,,0.148795,
170609.486403447,708688.119378247,T,17/08/2023 10:07,56.21527735,-5.70104745,138.6,,,,,,0.224049,
170607.272365717,708689.172029503,T,17/08/2023 10:07,56.21528572,-5.701083983,137.9,,,,,,0.488605,
170605.055314328,708690.246038144,T,17/08/2023 10:07,56.21529428,-5.701120583,137.5,,,,,,0.613845,
170603.116958124,708690.954828288,T,17/08/2023 10:07,56.2152997,-5.701152383,137.3,,,,,,0.685486,
170601.375181004,708692.102545891,T,17/08/2023 10:07,56.21530915,-5.7011814,137.6,,,,,,0.693079,
170599.553503009,708694.191483745,T,17/08/2023 10:07,56.215327,-5.701212517,139.1,,,,,,0.691078,
170599.08559961,708696.488685851,T,17/08/2023 10:07,56.21534737,-5.701222033,139.8,,,,,,0.779957,
170599.129850448,708699.333879489,T,17/08/2023 10:07,56.2153729,-5.701223783,140.6,,,,,,0.947079,
170598.972817271,708702.058284038,T,17/08/2023 10:07,56.21539725,-5.701228667,142.3,,,,,,0.908127,
