X,Y,type,time,latitude,longitude,altitude (m),speed (km/h),color,opacity,width,name,desc,horizontal_accuracy,kml_folder,source,vertical_accuracy
170008.7225,708765.1441,T,17/08/2023 08:49:41,56.21567785,-5.710780017,80.6,1.5,#ff802f,1,4,D6_Track 1,,3.45998,Day 6,0,4.8252
170007.5414,708762.9681,T,17/08/2023 08:49:43,56.21565777,-5.710797133,80.6,1.2,#ff802f,1,4,D6_Track 1,,3.42038,Day 6,0,5.99276
170005.9386,708761.0423,T,17/08/2023 08:49:45,56.21563973,-5.71082125,80.7,1.2,#ff802f,1,4,D6_Track 1,,3.35435,Day 6,0,5.13311
170004.5908,708759.2356,T,17/08/2023 08:49:47,56.21562288,-5.710841367,81,1.1,#ff802f,1,4,D6_Track 1,,3.3356,Day 6,0,4.56676
170001.9015,708758.2529,T,17/08/2023 08:49:50,56.21561277,-5.710883783,80.6,1,#ff802f,1,4,D6_Track 1,,3.30002,Day 6,0,4.3687
170000.6645,708756.4826,T,17/08/2023 08:49:52,56.2155963,-5.71090215,80,1.1,#ff802f,1,4,D6_Track 1,,3.42467,Day 6,0,4.59224
169998.6272,708754.2021,T,17/08/2023 08:49:55,56.21557487,-5.71093295,81.1,1,#ff802f,1,4,D6_Track 1,,3.69663,Day 6,0,3.80847
169995.9964,708752.5371,T,17/08/2023 08:49:57,56.21555867,-5.710973833,81.8,1.6,#ff802f,1,4,D6_Track 1,,3.7255,Day 6,0,3.64959
169993.4115,708750.9175,T,17/08/2023 08:49:59,56.2155429,-5.711014017,82.4,1.5,#ff802f,1,4,D6_Track 1,,3.72763,Day 6,0,2.5339
169991.6242,708749.701,T,17/08/2023 08:50:02,56.21553113,-5.711041717,83.4,0.7,#ff802f,1,4,D6_Track 1,,3.66188,Day 6,0,3.12721
169989.644,708749.0929,T,17/08/2023 08:50:06,56.21552472,-5.71107305,84.9,0.5,#ff802f,1,4,D6_Track 1,,4.19695,Day 6,0,2.73953
169989.1636,708746.7352,T,17/08/2023 08:50:11,56.21550335,-5.711078733,83.8,0.5,#ff802f,1,4,D6_Track 1,,3.98953,Day 6,0,4.9011
169987.7361,708745.0632,T,17/08/2023 08:50:13,56.21548767,-5.71110025,84.3,1.1,#ff802f,1,4,D6_Track 1,,3.62274,Day 6,0,4.87133
169988.0322,708742.7172,T,17/08/2023 08:50:15,56.21546678,-5.71109345,84.1,1.2,#ff802f,1,4,D6_Track 1,,3.40082,Day 6,0,3.63629
169987.1485,708740.756,T,17/08/2023 08:50:17,56.21544877,-5.711105967,84.4,1.1,#ff802f,1,4,D6_Track 1,,3.29692,Day 6,0,3.71306
169987.3488,708738.1307,T,17/08/2023 08:50:19,56.21542533,-5.711100467,84.5,1.3,#ff802f,1,4,D6_Track 1,,3.20337,Day 6,0,3.61199
169986.4199,708735.4079,T,17/08/2023 08:50:21,56.21540047,-5.71111305,83.9,1.4,#ff802f,1,4,D6_Track 1,,3.17884,Day 6,0,6.45866
169985.7497,708733.3148,T,17/08/2023 08:50:23,56.21538138,-5.711122017,83.9,1.1,#ff802f,1,4,D6_Track 1,,3.14615,Day 6,0,3.73441
169984.5395,708731.1771,T,17/08/2023 08:50:25,56.21536163,-5.711139633,84,1.2,#ff802f,1,4,D6_Track 1,,3.06343,Day 6,0,4.43384
169983.5139,708728.9671,T,17/08/2023 08:50:27,56.21534132,-5.711154217,84.2,1.2,#ff802f,1,4,D6_Track 1,,2.99109,Day 6,0,3.91129
169982.1314,708727.035,T,17/08/2023 08:50:29,56.21532333,-5.711174783,83.9,1.2,#ff802f,1,4,D6_Track 1,,3.01552,Day 6,0,4.52923
169980.8357,708724.6756,T,17/08/2023 08:50:32,56.21530155,-5.711193583,83.7,0.9,#ff802f,1,4,D6_Track 1,,3.13121,Day 6,0,3.57487
169980,708722.7408,T,17/08/2023 08:50:34,56.2152838,-5.71120535,83.5,1.1,#ff802f,1,4,D6_Track 1,,3.17378,Day 6,0,4.91352
169979.0375,708720.7203,T,17/08/2023 08:50:36,56.21526522,-5.711219083,83.7,1.1,#ff802f,1,4,D6_Track 1,,3.25145,Day 6,0,3.95608
169977.882,708719.0036,T,17/08/2023 08:50:38,56.21524927,-5.711236183,83.8,1,#ff802f,1,4,D6_Track 1,,3.12816,Day 6,0,3.47612
169976.6066,708717.1349,T,17/08/2023 08:50:41,56.2152319,-5.711255083,84,0.8,#ff802f,1,4,D6_Track 1,,2.98608,Day 6,0,3.37437
169975.3911,708714.7656,T,17/08/2023 08:50:44,56.21521007,-5.711272583,84.6,0.9,#ff802f,1,4,D6_Track 1,,3.0172,Day 6,0,3.76151
169974.0561,708713.1767,T,17/08/2023 08:50:47,56.21519518,-5.711292683,84.9,0.7,#ff802f,1,4,D6_Track 1,,2.99723,Day 6,0,4.00729
169973.0524,708711.1228,T,17/08/2023 08:50:50,56.21517628,-5.71130705,85.2,0.8,#ff802f,1,4,D6_Track 1,,2.90675,Day 6,0,3.79117
169973.4601,708708.9057,T,17/08/2023 08:50:54,56.2151566,-5.711298567,86.5,0.6,#ff802f,1,4,D6_Track 1,,2.91812,Day 6,0,5.00947
169973.4251,708706.3366,T,17/08/2023 08:50:57,56.21513355,-5.7112969,87.2,0.9,#ff802f,1,4,D6_Track 1,,2.8891,Day 6,0,4.91994
169973.485,708703.9888,T,17/08/2023 08:51:00,56.21511253,-5.7112939,87.3,0.8,#ff802f,1,4,D6_Track 1,,2.85328,Day 6,0,4.63817
169974.0241,708701.7501,T,17/08/2023 08:51:03,56.21509272,-5.711283283,87.7,0.8,#ff802f,1,4,D6_Track 1,,2.98948,Day 6,0,3.10732
169974.31,708699.0611,T,17/08/2023 08:51:05,56.21506875,-5.71127635,87.7,1.3,#ff802f,1,4,D6_Track 1,,3.07637,Day 6,0,4.0651
169974.0332,708696.2909,T,17/08/2023 08:51:08,56.21504378,-5.7112784,87.6,0.9,#ff802f,1,4,D6_Track 1,,2.99455,Day 6,0,4.35421
169973.826,708693.8894,T,17/08/2023 08:51:11,56.21502215,-5.71127965,88.2,0.8,#ff802f,1,4,D6_Track 1,,2.93217,Day 6,0,4.15997
169974.5563,708691.8334,T,17/08/2023 08:51:15,56.21500407,-5.711266117,88.3,0.5,#ff802f,1,4,D6_Track 1,,2.91557,Day 6,0,4.04884
169975.4002,708689.8482,T,17/08/2023 08:51:20,56.21498668,-5.711250817,87.2,0.4,#ff802f,1,4,D6_Track 1,,3.45647,Day 6,0,5.15943
169975.1842,708687.4751,T,17/08/2023 08:51:23,56.2149653,-5.711252233,87.9,0.8,#ff802f,1,4,D6_Track 1,,3.53622,Day 6,0,6.11815
169974.8362,708685.2854,T,17/08/2023 08:51:25,56.2149455,-5.711255933,87,1.1,#ff802f,1,4,D6_Track 1,,3.32935,Day 6,0,5.58785
169974.8402,708682.7477,T,17/08/2023 08:51:27,56.21492275,-5.711253667,85.9,1.3,#ff802f,1,4,D6_Track 1,,3.17701,Day 6,0,5.55389
169975.2932,708680.256,T,17/08/2023 08:51:29,56.21490063,-5.711244217,86,1.3,#ff802f,1,4,D6_Track 1,,3.09303,Day 6,0,4.87388
169975.5651,708677.6525,T,17/08/2023 08:51:32,56.21487742,-5.711237583,86.9,0.9,#ff802f,1,4,D6_Track 1,,2.98484,Day 6,0,6.62638
169975.8183,708675.6624,T,17/08/2023 08:51:35,56.2148597,-5.711231783,87.6,0.7,#ff802f,1,4,D6_Track 1,,2.98316,Day 6,0,3.29121
169976.9309,708672.8395,T,17/08/2023 08:51:39,56.21483493,-5.711211433,88.4,0.8,#ff802f,1,4,D6_Track 1,,3.02621,Day 6,0,1.53959
169977.7986,708670.3355,T,17/08/2023 08:51:41,56.2148129,-5.7111953,88.4,1.3,#ff802f,1,4,D6_Track 1,,3.05986,Day 6,0,1.70195
169979.1394,708668.2086,T,17/08/2023 08:51:43,56.21479448,-5.711171883,88.8,1.3,#ff802f,1,4,D6_Track 1,,3.07617,Day 6,0,9.7823
169979.8248,708666.0903,T,17/08/2023 08:51:46,56.21477582,-5.711159017,89.4,0.7,#ff802f,1,4,D6_Track 1,,3.09164,Day 6,0,8.48818
169979.5732,708663.5753,T,17/08/2023 08:51:55,56.21475315,-5.711160883,89.8,0.3,#ff802f,1,4,D6_Track 1,,3.14081,Day 6,0,2.1969
169980.2323,708661.6771,T,17/08/2023 08:51:59,56.21473645,-5.711148633,90.4,0.5,#ff802f,1,4,D6_Track 1,,3.02391,Day 6,0,2.13722
169980.545,708659.3513,T,17/08/2023 08:52:04,56.21471575,-5.711141583,91.7,0.5,#ff802f,1,4,D6_Track 1,,3.18363,Day 6,0,2.56459
169981.4372,708657.223,T,17/08/2023 08:52:08,56.2146971,-5.711125383,92.2,0.6,#ff802f,1,4,D6_Track 1,,3.28018,Day 6,0,6.8795
169982.8613,708652.9155,T,17/08/2023 08:52:13,56.21465917,-5.711098733,93.5,0.9,#ff802f,1,4,D6_Track 1,,3.27218,Day 6,0,6.46509
169983.1525,708650.4191,T,17/08/2023 08:52:17,56.21463693,-5.711091883,93.4,0.6,#ff802f,1,4,D6_Track 1,,3.3661,Day 6,0,4.54752
169981.8253,708648.4183,T,17/08/2023 08:52:20,56.21461835,-5.7111115,93,0.8,#ff802f,1,4,D6_Track 1,,3.34685,Day 6,0,3.50379
169981.4653,708645.8924,T,17/08/2023 08:52:24,56.21459553,-5.7111151,94.2,0.6,#ff802f,1,4,D6_Track 1,,3.38,Day 6,0,5.57944
169981.1005,708643.853,T,17/08/2023 08:52:26,56.21457707,-5.7111192,94.5,1,#ff802f,1,4,D6_Track 1,,3.39108,Day 6,0,5.63007
169980.0671,708642.094,T,17/08/2023 08:52:29,56.2145608,-5.7111343,95.9,0.7,#ff802f,1,4,D6_Track 1,,3.42767,Day 6,0,3.22822
169980.6907,708640.0382,T,17/08/2023 08:52:33,56.21454267,-5.711122483,97.1,0.5,#ff802f,1,4,D6_Track 1,,3.4495,Day 6,0,4.7674
169980.4479,708637.3609,T,17/08/2023 08:52:36,56.21451855,-5.711124067,97.9,0.9,#ff802f,1,4,D6_Track 1,,3.55938,Day 6,0,2.86209
169981.1304,708635.0521,T,17/08/2023 08:52:39,56.21449818,-5.711111083,98,0.8,#ff802f,1,4,D6_Track 1,,3.5951,Day 6,0,3.00214
169981.084,708632.923,T,17/08/2023 08:52:41,56.21447907,-5.711109983,98.2,1.1,#ff802f,1,4,D6_Track 1,,3.58171,Day 6,0,2.75527
169982.0299,708630.7539,T,17/08/2023 08:52:45,56.21446008,-5.711092883,98.9,0.6,#ff802f,1,4,D6_Track 1,,3.58874,Day 6,0,2.00632
169982.1511,708628.6225,T,17/08/2023 08:52:51,56.21444103,-5.711089083,98.4,0.4,#ff802f,1,4,D6_Track 1,,3.89732,Day 6,0,3.85724
169982.2788,708626.2454,T,17/08/2023 08:52:54,56.21441978,-5.711084967,99,0.8,#ff802f,1,4,D6_Track 1,,4.02298,Day 6,0,4.376
169983.2212,708623.6459,T,17/08/2023 08:52:58,56.21439693,-5.71106755,98.9,0.7,#ff802f,1,4,D6_Track 1,,3.84258,Day 6,0,3.5648
169984.9974,708620.8921,T,17/08/2023 08:53:01,56.2143731,-5.711036583,99.7,1.1,#ff802f,1,4,D6_Track 1,,3.70294,Day 6,0,3.71326
169985.4255,708618.9171,T,17/08/2023 08:53:03,56.2143556,-5.711027983,99.8,1,#ff802f,1,4,D6_Track 1,,3.69053,Day 6,0,3.18034
169986.3083,708616.7692,T,17/08/2023 08:53:06,56.21433677,-5.711011917,99.5,0.8,#ff802f,1,4,D6_Track 1,,3.64285,Day 6,0,3.27037
169988.0011,708615.0617,T,17/08/2023 08:53:08,56.21432228,-5.7109832,99.5,1.2,#ff802f,1,4,D6_Track 1,,3.64662,Day 6,0,2.81226
169989.557,708612.6009,T,17/08/2023 08:53:11,56.21430097,-5.710956033,99.7,1,#ff802f,1,4,D6_Track 1,,3.7369,Day 6,0,2.81037
169990.6501,708610.223,T,17/08/2023 08:53:13,56.21428018,-5.710936383,99.6,1.3,#ff802f,1,4,D6_Track 1,,3.80751,Day 6,0,15.8704
169992.183,708607.798,T,17/08/2023 08:53:16,56.21425918,-5.710909617,98.5,1,#ff802f,1,4,D6_Track 1,,3.90178,Day 6,0,11.2715
169993.7902,708605.1928,T,17/08/2023 08:53:19,56.2142366,-5.7108815,98.8,1,#ff802f,1,4,D6_Track 1,,3.87732,Day 6,0,5.33351
169994.1059,708603.2105,T,17/08/2023 08:53:23,56.21421898,-5.7108747,98.6,0.5,#ff802f,1,4,D6_Track 1,,3.7881,Day 6,0,2.79097
169993.0185,708600.4683,T,17/08/2023 08:53:26,56.21419387,-5.710889817,99.8,1,#ff802f,1,4,D6_Track 1,,3.7039,Day 6,0,8.65362
169992.1441,708598.065,T,17/08/2023 08:53:30,56.2141719,-5.7109018,100.4,0.6,#ff802f,1,4,D6_Track 1,,3.77235,Day 6,0,4.73967
169991.7428,708595.7911,T,17/08/2023 08:53:36,56.21415132,-5.710906283,101.5,0.4,#ff802f,1,4,D6_Track 1,,3.67426,Day 6,0,2.74532
169993.4481,708594.5838,T,17/08/2023 08:53:39,56.21414132,-5.7108778,102.1,0.7,#ff802f,1,4,D6_Track 1,,3.7091,Day 6,0,2.52036
169995.6612,708593.3022,T,17/08/2023 08:53:44,56.2141309,-5.710841083,103.3,0.5,#ff802f,1,4,D6_Track 1,,3.62461,Day 6,0,2.96301
169997.7341,708592.7465,T,17/08/2023 08:53:47,56.21412692,-5.71080725,104,0.7,#ff802f,1,4,D6_Track 1,,3.58369,Day 6,0,2.71657
169999.3384,708591.0103,T,17/08/2023 08:53:50,56.21411213,-5.710779933,104.7,0.8,#ff802f,1,4,D6_Track 1,,3.57668,Day 6,0,1.66017
170000.7032,708588.9256,T,17/08/2023 08:53:53,56.2140941,-5.710756167,105.3,0.8,#ff802f,1,4,D6_Track 1,,3.55092,Day 6,0,2.891
170002.5105,708587.995,T,17/08/2023 08:53:56,56.21408663,-5.710726283,105.8,0.7,#ff802f,1,4,D6_Track 1,,3.50078,Day 6,0,2.95953
170004.9146,708587.7784,T,17/08/2023 08:53:59,56.21408585,-5.710687417,106.6,0.8,#ff802f,1,4,D6_Track 1,,3.47385,Day 6,0,3.13853
170007.5644,708588.1987,T,17/08/2023 08:54:02,56.2140909,-5.71064515,107.4,0.9,#ff802f,1,4,D6_Track 1,,3.5219,Day 6,0,5.92725
170009.6202,708588.0544,T,17/08/2023 08:54:04,56.2140906,-5.71061195,108,1,#ff802f,1,4,D6_Track 1,,3.59942,Day 6,0,2.23391
170011.7593,708588.7054,T,17/08/2023 08:54:06,56.21409747,-5.7105781,108.4,1.1,#ff802f,1,4,D6_Track 1,,3.61467,Day 6,0,2.67598
170013.6281,708589.4367,T,17/08/2023 08:54:08,56.21410493,-5.710548667,108.8,1,#ff802f,1,4,D6_Track 1,,3.58818,Day 6,0,4.60365
170016.1968,708588.871,T,17/08/2023 08:54:10,56.2141011,-5.71050685,108.5,1.3,#ff802f,1,4,D6_Track 1,,3.58696,Day 6,0,3.79074
170018.299,708589.7983,T,17/08/2023 08:54:15,56.21411043,-5.710473833,108.9,0.5,#ff802f,1,4,D6_Track 1,,3.54879,Day 6,0,1.97856
170020.303,708589.9803,T,17/08/2023 08:54:18,56.21411303,-5.71044175,108.2,0.7,#ff802f,1,4,D6_Track 1,,3.55559,Day 6,0,2.05366
170022.3523,708589.2172,T,17/08/2023 08:54:21,56.21410718,-5.710408117,107.9,0.7,#ff802f,1,4,D6_Track 1,,3.71358,Day 6,0,1.61773
170025.8611,708592.4858,T,17/08/2023 08:54:29,56.21413818,-5.7103545,107.4,0.6,#ff802f,1,4,D6_Track 1,,4.00222,Day 6,0,3.30427
170028.3247,708592.392,T,17/08/2023 08:54:33,56.21413853,-5.710314783,108.6,0.6,#ff802f,1,4,D6_Track 1,,3.88862,Day 6,0,3.19625
170030.4922,708591.9171,T,17/08/2023 08:54:35,56.21413532,-5.7102795,108.9,1.1,#ff802f,1,4,D6_Track 1,,3.89939,Day 6,0,6.05551
170032.5194,708591.3014,T,17/08/2023 08:54:37,56.21413078,-5.71024635,108.6,1.1,#ff802f,1,4,D6_Track 1,,3.85249,Day 6,0,4.87539
170035.0806,708591.8649,T,17/08/2023 08:54:41,56.21413707,-5.710205633,108.6,0.7,#ff802f,1,4,D6_Track 1,,3.8254,Day 6,0,3.3354
170037.5874,708592.6109,T,17/08/2023 08:54:50,56.21414497,-5.71016595,110.7,0.3,#ff802f,1,4,D6_Track 1,,3.79785,Day 6,0,3.46124
170039.7289,708592.6739,T,17/08/2023 08:54:52,56.21414657,-5.71013155,111.2,1.1,#ff802f,1,4,D6_Track 1,,3.87108,Day 6,0,3.09
170041.6076,708593.5296,T,17/08/2023 08:54:54,56.21415515,-5.710102067,111.5,1,#ff802f,1,4,D6_Track 1,,4.04861,Day 6,0,3.5971
170044.4345,708593.3159,T,17/08/2023 08:54:56,56.2141546,-5.7100564,111.8,1.4,#ff802f,1,4,D6_Track 1,,4.18425,Day 6,0,3.32318
170048.3991,708592.9326,T,17/08/2023 08:54:58,56.21415308,-5.709992283,112.8,2,#ff802f,1,4,D6_Track 1,,4.06921,Day 6,0,3.23678
170051.0085,708593.45,T,17/08/2023 08:55:01,56.21415898,-5.70995075,112.9,0.9,#ff802f,1,4,D6_Track 1,,3.82719,Day 6,0,2.41186
170053.422,708593.1961,T,17/08/2023 08:55:04,56.21415787,-5.7099117,112.8,0.8,#ff802f,1,4,D6_Track 1,,3.66965,Day 6,0,2.53822
170055.7301,708593.5435,T,17/08/2023 08:55:07,56.2141621,-5.709874867,113,0.8,#ff802f,1,4,D6_Track 1,,3.65144,Day 6,0,2.79879
170058.2169,708594.6676,T,17/08/2023 08:55:11,56.21417338,-5.709835833,111.7,0.7,#ff802f,1,4,D6_Track 1,,4.13505,Day 6,0,1.85981
170060.6913,708595.3707,T,17/08/2023 08:55:14,56.21418088,-5.709796633,111.8,0.9,#ff802f,1,4,D6_Track 1,,4.19109,Day 6,0,4.71696
170063.5837,708596.0848,T,17/08/2023 08:55:16,56.21418868,-5.709750717,112.1,1.5,#ff802f,1,4,D6_Track 1,,3.95896,Day 6,0,3.85249
170066.4448,708596.5039,T,17/08/2023 08:55:18,56.21419382,-5.70970505,112.4,1.4,#ff802f,1,4,D6_Track 1,,3.81633,Day 6,0,2.944
170069.171,708597.5348,T,17/08/2023 08:55:20,56.21420438,-5.709662083,112.7,1.5,#ff802f,1,4,D6_Track 1,,3.71082,Day 6,0,2.05215
170071.788,708598.3663,T,17/08/2023 08:55:22,56.2142131,-5.7096207,113.1,1.4,#ff802f,1,4,D6_Track 1,,3.63908,Day 6,0,1.66532
170075.0044,708599.054,T,17/08/2023 08:55:24,56.21422082,-5.70956955,113.8,1.6,#ff802f,1,4,D6_Track 1,,3.61777,Day 6,0,2.56743
170077.6184,708599.0804,T,17/08/2023 08:55:26,56.21422232,-5.709527517,114.6,1.3,#ff802f,1,4,D6_Track 1,,3.64087,Day 6,0,2.36458
170080.2332,708598.123,T,17/08/2023 08:55:29,56.214215,-5.709484617,113.9,0.9,#ff802f,1,4,D6_Track 1,,3.59385,Day 6,0,2.41907
170082.4073,708597.3667,T,17/08/2023 08:55:31,56.21420927,-5.709448983,113.6,1.1,#ff802f,1,4,D6_Track 1,,3.66296,Day 6,0,4.43973
170084.3442,708596.1313,T,17/08/2023 08:55:33,56.21419913,-5.70941675,114.1,1.1,#ff802f,1,4,D6_Track 1,,3.6048,Day 6,0,5.04874
170085.9973,708594.2631,T,17/08/2023 08:55:35,56.21418318,-5.709388533,114.8,1.2,#ff802f,1,4,D6_Track 1,,3.52842,Day 6,0,5.14744
170086.023,708592.2027,T,17/08/2023 08:55:41,56.21416472,-5.709386333,115,0.3,#ff802f,1,4,D6_Track 1,,3.93796,Day 6,0,1.94063
170087.1151,708590.1305,T,17/08/2023 08:55:44,56.21414667,-5.709366967,114.3,0.8,#ff802f,1,4,D6_Track 1,,4.19028,Day 6,0,4.1398
170089.3679,708588.7989,T,17/08/2023 08:55:47,56.21413582,-5.709329567,113.8,0.9,#ff802f,1,4,D6_Track 1,,4.42134,Day 6,0,3.47505
170091.3849,708587.7231,T,17/08/2023 08:55:49,56.21412715,-5.709296183,114.8,1.1,#ff802f,1,4,D6_Track 1,,4.35203,Day 6,0,3.90719
170092.9331,708585.5985,T,17/08/2023 08:55:52,56.21410885,-5.709269433,115.2,0.9,#ff802f,1,4,D6_Track 1,,4.16383,Day 6,0,4.50389
170093.7649,708583.7724,T,17/08/2023 08:55:57,56.21409288,-5.709254467,115.4,0.4,#ff802f,1,4,D6_Track 1,,4.03726,Day 6,0,4.27896
170094.5136,708581.2101,T,17/08/2023 08:56:02,56.21407027,-5.7092402,115.1,0.5,#ff802f,1,4,D6_Track 1,,4.08655,Day 6,0,3.74204
170095.4058,708578.948,T,17/08/2023 08:56:05,56.21405042,-5.709223883,114.9,0.8,#ff802f,1,4,D6_Track 1,,4.03899,Day 6,0,4.59336
170097.0065,708576.7793,T,17/08/2023 08:56:08,56.21403175,-5.70919625,114.8,0.9,#ff802f,1,4,D6_Track 1,,3.93697,Day 6,0,4.46628
170096.1855,708574.7322,T,17/08/2023 08:56:10,56.214013,-5.709207683,115.4,1.1,#ff802f,1,4,D6_Track 1,,3.85359,Day 6,0,2.64299
170095.5573,708572.8197,T,17/08/2023 08:56:12,56.21399555,-5.709216133,116.8,1,#ff802f,1,4,D6_Track 1,,3.7547,Day 6,0,3.85961
170095.6689,708570.7781,T,17/08/2023 08:56:15,56.2139773,-5.709212567,117.1,0.7,#ff802f,1,4,D6_Track 1,,3.68203,Day 6,0,3.66572
170097.8347,708569.4645,T,17/08/2023 08:56:19,56.21396657,-5.709176583,117.9,0.6,#ff802f,1,4,D6_Track 1,,3.53541,Day 6,0,6.4616
170099.5873,708568.2323,T,17/08/2023 08:56:22,56.21395637,-5.709147317,117.5,0.7,#ff802f,1,4,D6_Track 1,,3.75105,Day 6,0,5.52312
170099.4144,708566.196,T,17/08/2023 08:56:26,56.21393803,-5.709148333,118,0.5,#ff802f,1,4,D6_Track 1,,3.75325,Day 6,0,4.71731
170100.8176,708567.7232,T,17/08/2023 08:56:46,56.2139524,-5.709127083,121,0.1,#ff802f,1,4,D6_Track 1,,5.2485,Day 6,0,3.15683
170099.6289,708565.9279,T,17/08/2023 08:56:55,56.21393573,-5.70914465,118.4,0.2,#ff802f,1,4,D6_Track 1,,5.24602,Day 6,0,3.60359
170099.5683,708563.7082,T,17/08/2023 08:57:01,56.2139158,-5.7091437,118,0.4,#ff802f,1,4,D6_Track 1,,5.01285,Day 6,0,3.7176
170100.2306,708565.6166,T,17/08/2023 08:57:23,56.21393323,-5.7091347,120.3,0.1,#ff802f,1,4,D6_Track 1,,4.05258,Day 6,0,4.75864
170099.1332,708563.919,T,17/08/2023 08:57:52,56.21391748,-5.709150883,116.6,0.1,#ff802f,1,4,D6_Track 1,,5.59662,Day 6,0,3.86758
