X,Y,type,time,latitude,longitude,altitude (m),speed (km/h),color,opacity,width,name,desc,horizontal_accuracy,kml_folder,source,vertical_accuracy
170050.0199,708821.2994,T,21/08/2023 09:02:03,56.21620127,-5.710164283,76.4,0.2,#ff802f,1,4,D10_Track 1,,5.34571,day 10,0,5.21945
170052.2393,708823.3469,T,21/08/2023 09:03:22,56.2162207,-5.71013035,77.4,0,#ff802f,1,4,D10_Track 1,,6.27891,day 10,0,3.8268
170053.8403,708824.9527,T,21/08/2023 09:03:24,56.21623587,-5.710105983,78.1,1.1,#ff802f,1,4,D10_Track 1,,5.95118,day 10,0,4.18672
170056.8106,708825.8443,T,21/08/2023 09:03:27,56.2162453,-5.710058967,79.6,1,#ff802f,1,4,D10_Track 1,,5.8289,day 10,0,3.63085
170059.0426,708826.2427,T,21/08/2023 09:03:29,56.21624995,-5.7100234,79.9,1.1,#ff802f,1,4,D10_Track 1,,5.72633,day 10,0,3.25114
170061.6538,708829.0041,T,21/08/2023 09:03:43,56.21627597,-5.709983783,78.8,0.3,#ff802f,1,4,D10_Track 1,,7.31054,day 10,0,4.59539
170063.5429,708831.3428,T,21/08/2023 09:03:45,56.21629785,-5.709955417,78,1.5,#ff802f,1,4,D10_Track 1,,6.89465,day 10,0,3.1189
170065.3577,708832.7451,T,21/08/2023 09:03:48,56.2163113,-5.709927433,77.9,0.8,#ff802f,1,4,D10_Track 1,,6.14861,day 10,0,5.61352
170067.441,708833.5564,T,21/08/2023 09:03:57,56.21631958,-5.709894617,79.2,0.2,#ff802f,1,4,D10_Track 1,,5.80101,day 10,0,4.22256
170069.6989,708835.4334,T,21/08/2023 09:03:59,56.2163375,-5.709859917,78.5,1.5,#ff802f,1,4,D10_Track 1,,5.70838,day 10,0,3.24717
170072.0464,708837.5901,T,21/08/2023 09:04:01,56.21635797,-5.709824017,77.7,1.6,#ff802f,1,4,D10_Track 1,,5.6515,day 10,0,2.90566
170073.962,708839.5336,T,21/08/2023 09:04:03,56.21637632,-5.709794883,78,1.4,#ff802f,1,4,D10_Track 1,,6.33242,day 10,0,3.14352
170076.2224,708841.4785,T,21/08/2023 09:04:05,56.21639485,-5.7097602,78.7,1.5,#ff802f,1,4,D10_Track 1,,8.14433,day 10,0,3.99008
170078.6942,708843.1544,T,21/08/2023 09:04:09,56.21641107,-5.709721883,77.7,0.7,#ff802f,1,4,D10_Track 1,,6.95761,day 10,0,3.65702
170080.4567,708845.7565,T,21/08/2023 09:04:11,56.21643525,-5.709695783,79.3,1.6,#ff802f,1,4,D10_Track 1,,7.01573,day 10,0,4.48775
170082.7093,708847.7297,T,21/08/2023 09:04:17,56.21645403,-5.70966125,78.3,0.5,#ff802f,1,4,D10_Track 1,,6.59691,day 10,0,8.90219
170084.4731,708848.8772,T,21/08/2023 09:04:19,56.21646517,-5.709633867,77.4,1,#ff802f,1,4,D10_Track 1,,6.26428,day 10,0,3.89398
170087.3311,708850.7989,T,21/08/2023 09:04:21,56.21648378,-5.70958955,75.5,1.7,#ff802f,1,4,D10_Track 1,,5.95191,day 10,0,6.26068
170089.8806,708852.5911,T,21/08/2023 09:04:23,56.21650108,-5.709550083,74.6,1.6,#ff802f,1,4,D10_Track 1,,5.78554,day 10,0,3.91761
170091.9354,708854.1021,T,21/08/2023 09:04:25,56.21651562,-5.709518333,73.8,1.3,#ff802f,1,4,D10_Track 1,,5.64844,day 10,0,4.54655
170094.4326,708855.3071,T,21/08/2023 09:04:27,56.21652763,-5.7094792,73.2,1.4,#ff802f,1,4,D10_Track 1,,5.43966,day 10,0,3.09417
170096.8579,708856.4088,T,21/08/2023 09:04:30,56.21653868,-5.709441133,73.5,0.9,#ff802f,1,4,D10_Track 1,,5.37908,day 10,0,3.52146
170098.948,708857.5008,T,21/08/2023 09:04:32,56.21654948,-5.70940845,72.5,1.2,#ff802f,1,4,D10_Track 1,,5.38586,day 10,0,3.00239
170100.8878,708858.1848,T,21/08/2023 09:04:34,56.21655655,-5.709377833,71.7,1,#ff802f,1,4,D10_Track 1,,5.4663,day 10,0,3.59818
170103.0402,708859.3928,T,21/08/2023 09:04:36,56.21656842,-5.70934425,71.6,1.2,#ff802f,1,4,D10_Track 1,,5.61191,day 10,0,3.0304
170104.9858,708860.2248,T,21/08/2023 09:04:38,56.21657682,-5.709313667,71.2,1.1,#ff802f,1,4,D10_Track 1,,5.95363,day 10,0,3.88436
