X,Y
170582.5,709097.5
170577.5,709097.5
170572.5,709097.5
170567.5,709097.5
170562.5,709097.5
170557.5,709097.5
170552.5,709097.5
170547.5,709097.5
170542.5,709097.5
170537.5,709097.5
170532.5,709097.5
170527.5,709097.5
170522.5,709097.5
170517.5,709097.5
170512.5,709097.5
170507.5,709097.5
170502.5,709097.5
170497.5,709097.5
170492.5,709097.5
170487.5,709097.5
170482.5,709097.5
170482.5,709092.5
170482.5,709087.5
170482.5,709082.5
170482.5,709077.5
170482.5,709072.5
170482.5,709067.5
170482.5,709062.5
170482.5,709057.5
170482.5,709052.5
170477.5,709052.5
170472.5,709052.5
170467.5,709052.5
170462.5,709052.5
170457.5,709052.5
170457.5,709047.5
170457.5,709042.5
170452.5,709042.5
170452.5,709037.5
170447.5,709037.5
170447.5,709032.5
170442.5,709032.5
170437.5,709032.5
170432.5,709032.5
170427.5,709032.5
170422.5,709032.5
170417.5,709032.5
170412.5,709032.5
170407.5,709032.5
170402.5,709032.5
170397.5,709032.5
170392.5,709032.5
170392.5,709027.5
170387.5,709027.5
170382.5,709027.5
170377.5,709027.5
170372.5,709027.5
170367.5,709027.5
170362.5,709027.5
170357.5,709027.5
170352.5,709027.5
170347.5,709027.5
170342.5,709027.5
170337.5,709027.5
170332.5,709027.5
170327.5,709027.5
170322.5,709027.5
170317.5,709027.5
170312.5,709027.5
170307.5,709027.5
170307.5,709022.5
170302.5,709022.5
170297.5,709022.5
170292.5,709022.5
170292.5,709017.5
170292.5,709012.5
170292.5,709007.5
170292.5,709002.5
170292.5,708997.5
170292.5,708992.5
170292.5,708987.5
170292.5,708982.5
170292.5,708977.5
170292.5,708972.5
170292.5,708967.5
170292.5,708962.5
170292.5,708957.5
170287.5,708957.5
170282.5,708957.5
170277.5,708957.5
170272.5,708957.5
170267.5,708957.5
170262.5,708957.5
170257.5,708957.5
170252.5,708957.5
170247.5,708957.5
170242.5,708957.5
170237.5,708957.5
170232.5,708957.5
170232.5,708952.5
170232.5,708947.5
170227.5,708947.5
170222.5,708947.5
170222.5,708942.5
170222.5,708937.5
170217.5,708937.5
170212.5,708937.5
170207.5,708937.5
170207.5,708932.5
170202.5,708932.5
170202.5,708927.5
170202.5,708922.5
170197.5,708922.5
170192.5,708922.5
170187.5,708922.5
170187.5,708917.5
170182.5,708917.5
170177.5,708917.5
170177.5,708912.5
170172.5,708912.5
170167.5,708912.5
170162.5,708912.5
170162.5,708907.5
170157.5,708907.5
170152.5,708907.5
170152.5,708902.5
170147.5,708902.5
170142.5,708902.5
170137.5,708902.5
170132.5,708902.5
170132.5,708897.5
170132.5,708892.5
170127.5,708892.5
170122.5,708892.5
170122.5,708887.5
170122.5,708882.5
170117.5,708882.5
170112.5,708882.5
170107.5,708882.5
170102.5,708882.5
170102.5,708877.5
170102.5,708872.5
170102.5,708867.5
170102.5,708862.5
170097.5,708862.5
170092.5,708862.5
170092.5,708857.5
170087.5,708857.5
170082.5,708857.5
170077.5,708857.5
170077.5,708852.5
170077.5,708847.5
170077.5,708842.5
170072.5,708842.5
170067.5,708842.5
170067.5,708837.5
170062.5,708837.5
170057.5,708837.5
170052.5,708837.5
170052.5,708832.5
170052.5,708827.5
170052.5,708822.5
170052.5,708817.5
170052.5,708812.5
