time,X,Y,latitude,longitude,altitude (m),opacity,width,desc,field_11,mapgrid_x,mapgrid_y,mapgrid_z,dx,dx_cum,dz,groupings
28210186.0,171160.13178815448,709363.618930668,56.22159881,-5.6927711085,59.849999999999994,1.0,4.0,,0.10660205,171162.5,709362.5,4.11999989,0.0,1392.227211859918,0.0,0
28210187.0,171160.13178815448,709363.618930668,56.22159881,-5.6927711085,59.849999999999994,1.0,4.0,,0.10660205,171162.5,709362.5,4.11999989,0.0,1392.227211859918,0.0,0
28210188.0,171161.77058328266,709363.9752763327,56.22160279333334,-5.692745044666666,61.400000000000006,1.0,4.0,,0.0976632,171162.5,709362.5,4.11999989,1.6766065254377367,1393.9038183853559,0.0,0
28210189.0,171162.715536444,709363.178009412,56.2215961,-5.69272915,59.9,1.0,4.0,,0.0535951,171162.5,709362.5,4.11999989,1.2359977271597486,1395.1398161125155,0.0,0
28210190.0,171160.65914731202,709364.7643751694,56.22160933333333,-5.6927636113333335,61.23333333333333,1.0,4.0,,0.09307153333333333,171162.5,709362.5,4.11999989,2.59642108745944,1397.736237199975,0.0,0
28210191.0,171163.90152784775,709366.3598233305,56.2216251975,-5.6927128125,60.0,1.0,4.0,,0.149310625,171162.5,709367.5,3.97000003,3.6126185153312154,1401.3488557153062,-0.14999985999999987,0
28210192.0,171167.37733227803,709367.702384645,56.22163890666667,-5.692658039,57.0,1.0,4.0,,0.15117233333333333,171167.5,709367.5,4.38999987,3.7250119105244774,1405.0738676258306,0.41999983999999957,0
28210193.0,171165.957922343,709366.548111381,56.221627875,-5.6926798835,58.85,1.0,4.0,,0.11521585000000001,171167.5,709367.5,4.38999987,1.8289803797750739,1406.9028480056056,0.0,0
28210195.0,171160.24049887148,709361.8294292794,56.22158281833333,-5.692767813833334,58.95000000000001,1.0,4.0,,0.3170562666666667,171162.5,709362.5,4.11999989,4.578012738232167,1421.9265420504103,0.5899999199999999,0
28210196.0,171165.17868337475,709364.8856368619,56.221612595,-5.6926909875,59.425000000000004,1.0,4.0,,0.143224525,171167.5,709362.5,4.67999983,5.805757427420503,1427.7322994778308,0.55999994,0
28210197.0,171164.8569597037,709363.6555422237,56.221601411666676,-5.6926951025,57.400000000000006,1.0,4.0,,0.24110116666666667,171162.5,709362.5,4.11999989,1.2711147390547795,1429.0034142168856,-0.55999994,0
28210201.0,171143.20197192702,709388.358021802,56.221812465,-5.693064908,52.8,1.0,4.0,,0.34011455,171142.5,709387.5,2.01999998,5.371244707793218,1472.683706367296,-0.75,1
28210207.0,171146.7853119138,709384.9907975218,56.221784,-5.6930043366,57.88000000000001,1.0,4.0,,0.2035318,171147.5,709382.5,3.6500001,5.692984978820271,1544.2732921814752,0.88000012,1
28210208.0,171148.21925489433,709385.9035487534,56.221792873333335,-5.692982049666667,60.199999999999996,1.0,4.0,,0.11889093333333334,171147.5,709387.5,3.1400001,1.6993116998243252,1545.9726038812996,-0.5100000000000002,1
28210211.0,171152.43982922198,709416.1771308805,56.222066325,-5.692940275,61.45,1.0,4.0,,0.0825466,171152.5,709417.5,1.75999999,1.8196777524328451,1578.3733418526774,0.0,2
28210212.0,171152.82278462258,709414.9121562149,56.222055168,-5.69293302,60.02,1.0,4.0,,0.18270118000000002,171152.5,709412.5,2.18000007,1.3212980155887555,1579.6946398682662,0.4200000800000001,2
28210213.0,171153.1606315455,709412.6155386135,56.22203474,-5.692925600000001,55.599999999999994,1.0,4.0,,0.1173942,171152.5,709412.5,2.18000007,2.3206800930036646,1582.0153199612698,0.0,2
28210214.0,171152.59672699615,709416.0032370709,56.22206484142857,-5.6929376,56.042857142857144,1.0,4.0,,0.46202999999999994,171152.5,709417.5,1.75999999,3.4333425575981122,1585.4486625188679,-0.4200000800000001,2
28210215.0,171152.71055423998,709417.04742833,56.222074258,-5.69293667,57.61999999999999,1.0,4.0,,0.22696218000000004,171152.5,709417.5,1.75999999,1.0500822466152668,1586.4987447654833,0.0,2
28210216.0,171153.54787127767,709416.4799761763,56.22206957333333,-5.692922705666668,59.03333333333334,1.0,4.0,,0.1902615666666667,171152.5,709417.5,1.75999999,1.0111927308826418,1587.5099374963659,0.0,2
28210217.0,171153.2417091635,709416.77989793,56.222072115,-5.6929278915,57.15,1.0,4.0,,0.09801765,171152.5,709417.5,1.75999999,0.4284654720056411,1587.9384029683715,0.0,2
28210218.0,171154.47343067403,709417.0909777366,56.22207549666666,-5.692908339,57.93333333333334,1.0,4.0,,0.1708165,171152.5,709417.5,1.75999999,1.27003055744694,1589.2084335258185,0.0,2
28210219.0,171158.542931809,709416.490380658,56.22207207,-5.692842333,61.6,1.0,4.0,,0.0342206,171157.5,709417.5,1.75,4.112388917985635,1593.320822443804,-0.00999999000000007,2
28210220.0,171155.739548791,709418.0328145946,56.22208455,-5.692888777666667,60.166666666666664,1.0,4.0,,0.11404593333333334,171157.5,709417.5,1.75,3.1987705472561827,1596.51959299106,0.0,2
28210221.0,171155.739548791,709418.0328145946,56.22208455,-5.692888777666667,60.166666666666664,1.0,4.0,,0.11404593333333334,171157.5,709417.5,1.75,0.0,1596.51959299106,0.0,2
28210222.0,171153.38355571832,709418.0495748357,56.22208356666667,-5.692926705333334,58.333333333333336,1.0,4.0,,0.13501936666666667,171152.5,709417.5,1.75999999,2.3553703920736155,1598.8749633831337,0.00999999000000007,2
28210223.0,171152.5760182505,709420.3265426088,56.2221035925,-5.6929416667499995,56.075,1.0,4.0,,0.196350225,171152.5,709422.5,2.51999998,2.4152419238611764,1601.290205306995,0.7599999900000001,2
28210224.0,171154.24654915064,709420.029523352,56.22210173333334,-5.692914527666666,56.93333333333334,1.0,4.0,,0.29018306666666666,171152.5,709422.5,2.51999998,1.6962381588997533,1602.9864434658948,0.0,2
28210225.0,171153.6839579834,709416.9907269786,56.222074218,-5.6929209568,58.36,1.0,4.0,,0.25022494,171152.5,709417.5,1.75999999,3.08956864780831,1606.0760121137032,-0.7599999900000001,2
28210226.0,171153.6839579834,709416.9907269786,56.222074218,-5.6929209568,58.36,1.0,4.0,,0.25022494,171152.5,709417.5,1.75999999,0.0,1606.0760121137032,0.0,2
28210227.0,171152.831846457,709417.441561108,56.222077850000005,-5.6929350585,56.55,1.0,4.0,,0.1078877,171152.5,709417.5,1.75999999,0.9637465336642913,1607.0397586473675,0.0,2
28210228.0,171157.01573214514,709415.9091707468,56.22206612428572,-5.692866407142857,58.02857142857142,1.0,4.0,,1.031594557142857,171157.5,709417.5,1.75,4.454391900732763,1611.4941505481004,-0.00999999000000007,2
28210229.0,171156.9925888365,709417.7954738735,56.222083025,-5.6928684085,56.5,1.0,4.0,,0.1082173,171157.5,709417.5,1.75,1.8859155983887026,1613.380066146489,0.0,2
28210230.0,171156.7476182275,709419.0199164515,56.222093885,-5.6928734080000005,57.3,1.0,4.0,,0.0628641,171157.5,709417.5,1.75,1.2483553764499935,1614.628421522939,0.0,2
28210231.0,171154.97673856968,709416.0028740726,56.222065983333344,-5.6928993000000006,58.56666666666666,1.0,4.0,,0.21151766666666663,171152.5,709417.5,1.75999999,3.497380957711999,1618.1258024806511,0.00999999000000007,2
28210232.0,171152.53989056265,709415.2722118977,56.222058260000004,-5.692937883333333,57.23333333333333,1.0,4.0,,0.4254881,171152.5,709417.5,1.75999999,2.543299649172776,1620.6691021298238,0.0,2
28210233.0,171150.8910771446,709420.6917414281,56.222106055999994,-5.6929690966,60.75999999999999,1.0,4.0,,0.2190152,171152.5,709422.5,2.51999998,5.663191193177868,1626.3322933230017,0.7599999900000001,2
28210234.0,171152.26810905,709417.7473127097,56.22208032,-5.692944394333334,57.333333333333336,1.0,4.0,,0.2345151,171152.5,709417.5,1.75999999,3.2495958912466105,1629.5818892142483,-0.7599999900000001,2
28210235.0,171151.8755448727,709417.2794752534,56.22207593666667,-5.692950307555556,59.699999999999996,1.0,4.0,,0.36985666666666667,171152.5,709417.5,1.75999999,0.6105474622140972,1630.1924366764624,0.0,2
28210236.0,171151.6787070334,709419.9753390868,56.222100012,-5.6929558032,61.519999999999996,1.0,4.0,,0.19059759999999998,171152.5,709417.5,1.75999999,2.702280129047827,1632.8947168055101,0.0,2
28210237.0,171151.50890816,709418.23532203,56.22208433,-5.692957033,64.0,1.0,4.0,,0.241424,171152.5,709417.5,1.75999999,1.7477915606213261,1634.6425083661316,0.0,2
28210238.0,171150.500472132,709419.979234212,56.22209948,-5.692974767,59.2,1.0,4.0,,0.022087,171152.5,709417.5,1.75999999,2.0139167184380375,1636.6564250845695,0.0,2
28210239.0,171153.27591029866,709417.7999309538,56.222081276666664,-5.692928222,59.333333333333336,1.0,4.0,,0.10309156666666668,171152.5,709417.5,1.75999999,3.527781043488699,1640.1842061280581,0.0,2
28210240.0,171154.6902315354,709417.639313442,56.22208051714286,-5.692905323714285,54.471428571428575,1.0,4.0,,0.4255395714285714,171152.5,709417.5,1.75999999,1.4229992709706842,1641.6072053990288,0.0,2
28210241.0,171152.90810810225,709417.89979155,56.222081994999996,-5.692934227,58.85,1.0,4.0,,0.4293426375,171152.5,709417.5,1.75999999,1.8005363980246036,1643.4077417970534,0.0,2
28210242.0,171156.73575419898,709418.027312809,56.222084980000005,-5.69287274175,62.725,1.0,4.0,,0.196324,171157.5,709417.5,1.75,3.8286610924429616,1647.2364028894963,-0.00999999000000007,2
28210243.0,171153.88577530015,709417.9009400156,56.22208247571429,-5.692918495142857,60.52857142857143,1.0,4.0,,0.40543500000000005,171152.5,709417.5,1.75999999,2.8519535093800092,1650.0883563988764,0.00999999000000007,2
28210244.0,171152.8087576102,709417.1675258812,56.222075382,-5.692935193399999,58.9,1.0,4.0,,0.18134540000000002,171152.5,709417.5,1.75999999,1.3026493070459753,1651.3910057059225,0.0,2
28210245.0,171152.17212255485,709416.6654527206,56.222070574285716,-5.692945004714285,60.51428571428571,1.0,4.0,,0.35287757142857146,171152.5,709417.5,1.75999999,0.8105611968083651,1652.2015669027307,0.0,2
28210246.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,3.5191961090495023,1655.7207630117803,0.0,2
28210247.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210248.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210249.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210250.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210251.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210252.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210253.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210254.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210255.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210256.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210257.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210258.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210259.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210260.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210261.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210262.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210263.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210264.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210265.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210266.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210267.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210268.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210269.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210270.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210271.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210272.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210273.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210274.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210275.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210276.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210277.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210278.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210279.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210280.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210281.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210282.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210283.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210284.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210285.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210286.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210287.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210288.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210289.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210290.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210291.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210292.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210293.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
28210294.0,171150.49389397257,709419.7598587462,56.222097510000005,-5.692974683399999,61.839999999999996,1.0,4.0,,0.285145,171152.5,709417.5,1.75999999,0.0,1655.7207630117803,0.0,2
