X,Y
171197.5,707622.5
171192.5,707622.5
171187.5,707622.5
171182.5,707622.5
171177.5,707622.5
171172.5,707622.5
171167.5,707622.5
171162.5,707622.5
171157.5,707622.5
171152.5,707622.5
171147.5,707622.5
171142.5,707622.5
171137.5,707622.5
171132.5,707622.5
171127.5,707622.5
171122.5,707622.5
171117.5,707622.5
171112.5,707622.5
171107.5,707622.5
171102.5,707622.5
171097.5,707622.5
171092.5,707622.5
171087.5,707622.5
171082.5,707622.5
171082.5,707627.5
171077.5,707627.5
171072.5,707627.5
171072.5,707632.5
171072.5,707637.5
171072.5,707642.5
171072.5,707647.5
171072.5,707652.5
171072.5,707657.5
171067.5,707657.5
171067.5,707662.5
171067.5,707667.5
171062.5,707667.5
171062.5,707672.5
171062.5,707677.5
171062.5,707682.5
171062.5,707687.5
171057.5,707687.5
171052.5,707687.5
171047.5,707687.5
171042.5,707687.5
171037.5,707687.5
171032.5,707687.5
171032.5,707692.5
171032.5,707697.5
171032.5,707702.5
171032.5,707707.5
171032.5,707712.5
171027.5,707712.5
171027.5,707717.5
171022.5,707717.5
171022.5,707722.5
171022.5,707727.5
171022.5,707732.5
171022.5,707737.5
171022.5,707742.5
171022.5,707747.5
171022.5,707752.5
171022.5,707757.5
171022.5,707762.5
171022.5,707767.5
171022.5,707772.5
171022.5,707777.5
171022.5,707782.5
171022.5,707787.5
171022.5,707792.5
171022.5,707797.5
171022.5,707802.5
171022.5,707807.5
171022.5,707812.5
171022.5,707817.5
171022.5,707822.5
171022.5,707827.5
171022.5,707832.5
171022.5,707837.5
171022.5,707842.5
171022.5,707847.5
171017.5,707847.5
171017.5,707852.5
171017.5,707857.5
171017.5,707862.5
171017.5,707867.5
171017.5,707872.5
171017.5,707877.5
171017.5,707882.5
171017.5,707887.5
171017.5,707892.5
171017.5,707897.5
171017.5,707902.5
171017.5,707907.5
171017.5,707912.5
171017.5,707917.5
171017.5,707922.5
171012.5,707922.5
171012.5,707927.5
171012.5,707932.5
171012.5,707937.5
171012.5,707942.5
171012.5,707947.5
171012.5,707952.5
171012.5,707957.5
171012.5,707962.5
171012.5,707967.5
171012.5,707972.5
171012.5,707977.5
171007.5,707977.5
171002.5,707977.5
170997.5,707977.5
170992.5,707977.5
170987.5,707977.5
170982.5,707977.5
170982.5,707982.5
170982.5,707987.5
170982.5,707992.5
170982.5,707997.5
170977.5,707997.5
170977.5,708002.5
170977.5,708007.5
170977.5,708012.5
170977.5,708017.5
170977.5,708022.5
170977.5,708027.5
170977.5,708032.5
170977.5,708037.5
170977.5,708042.5
170977.5,708047.5
170977.5,708052.5
170977.5,708057.5
170977.5,708062.5
170977.5,708067.5
170977.5,708072.5
170977.5,708077.5
170977.5,708082.5
170977.5,708087.5
170977.5,708092.5
170977.5,708097.5
170982.5,708097.5
170987.5,708097.5
170987.5,708102.5
170987.5,708107.5
170992.5,708107.5
170992.5,708112.5
170997.5,708112.5
170997.5,708117.5
170997.5,708122.5
170997.5,708127.5
171002.5,708127.5
171007.5,708127.5
171012.5,708127.5
171012.5,708132.5
171012.5,708137.5
171012.5,708142.5
171012.5,708147.5
171017.5,708147.5
171017.5,708152.5
171022.5,708152.5
171022.5,708157.5
171022.5,708162.5
171022.5,708167.5
171022.5,708172.5
171027.5,708172.5
171032.5,708172.5
171037.5,708172.5
171042.5,708172.5
171042.5,708177.5
171042.5,708182.5
171042.5,708187.5
171042.5,708192.5
171042.5,708197.5
171042.5,708202.5
171042.5,708207.5
171042.5,708212.5
171047.5,708212.5
171047.5,708217.5
171047.5,708222.5
171047.5,708227.5
171047.5,708232.5
171047.5,708237.5
171047.5,708242.5
171047.5,708247.5
171047.5,708252.5
171047.5,708257.5
171047.5,708262.5
171047.5,708267.5
171047.5,708272.5
171042.5,708272.5
171042.5,708277.5
171042.5,708282.5
171042.5,708287.5
171042.5,708292.5
171042.5,708297.5
171042.5,708302.5
171042.5,708307.5
171042.5,708312.5
171042.5,708317.5
