X,Y,T
170407.5,708537.5,0.1292348768410534
170412.5,708537.5,0.12897666932095575
170412.5,708532.5,0.14925131350178944
170412.5,708527.5,0.149251306384933
170417.5,708527.5,0.13317067113586134
170422.5,708527.5,0.13317066478579065
170427.5,708527.5,0.13317067748593558
170432.5,708527.5,0.13290459621095607
170437.5,708527.5,0.13450905734870844
170442.5,708527.5,0.13558944456396915
170447.5,708527.5,0.13558944456396915
170452.5,708527.5,0.13558944456396915
170457.5,708527.5,0.13558944456396915
170462.5,708527.5,0.13558945749478468
170467.5,708527.5,0.13558944456396915
170472.5,708527.5,0.13722631793550377
170472.5,708522.5,0.14629594227411857
170472.5,708517.5,0.1405595882849262
170477.5,708517.5,0.13531854338362592
170477.5,708512.5,0.1386054732901698
170482.5,708512.5,0.13504817057159357
170482.5,708507.5,0.1386054732901698
170487.5,708507.5,0.13504817057159357
170487.5,708502.5,0.1383285330376438
170487.5,708497.5,0.1383285330376438
170487.5,708492.5,0.1386054732901698
170487.5,708487.5,0.13860546007172303
170492.5,708487.5,0.13027291136710772
170497.5,708487.5,0.1364054194450688
170497.5,708482.5,0.14339907758677128
170502.5,708482.5,0.13722631793550377
170507.5,708482.5,0.13722631793550377
170512.5,708482.5,0.13722633102242554
170517.5,708482.5,0.13750103838824757
170522.5,708482.5,0.1399984841257762
170527.5,708482.5,0.1513555293262101
170527.5,708477.5,0.13943961187684195
170527.5,708472.5,0.1394395985788428
170527.5,708467.5,0.1394395985788428
170527.5,708462.5,0.1394395985788428
170532.5,708462.5,0.15257122871527784
170532.5,708457.5,0.13943961187684195
170532.5,708452.5,0.1394395985788428
170532.5,708447.5,0.1383285330376438
170532.5,708442.5,0.13805215929044223
170532.5,708437.5,0.1380521461247639
170532.5,708432.5,0.13805215929044223
170532.5,708427.5,0.1388829547452417
170537.5,708427.5,0.14776622966403963
170537.5,708422.5,0.14084099521536686
170537.5,708417.5,0.14084098178372528
170542.5,708417.5,0.1474709998534891
170542.5,708412.5,0.14084099521536686
170542.5,708407.5,0.14084099521536686
170542.5,708402.5,0.14084099521536686
170542.5,708397.5,0.14027875030777182
170547.5,708397.5,0.1442620685866558
170552.5,708397.5,0.1402787543211801
170557.5,708397.5,0.1405595856039632
170562.5,708397.5,0.14140548419148402
170562.5,708392.5,0.13531853305963892
170562.5,708387.5,0.13053371392587465
170562.5,708382.5,0.13210955059548724
170562.5,708377.5,0.13237404015161403
170562.5,708372.5,0.12923488916585413
170567.5,708372.5,0.1292348768410534
170572.5,708372.5,0.13053371143614356
170577.5,708372.5,0.14397383305597344
170582.5,708372.5,0.14426206170770328
170587.5,708372.5,0.1439738330559699
170592.5,708372.5,0.14426207546560477
170597.5,708372.5,0.14629593948374264
170597.5,708367.5,0.13695216203392846
170597.5,708362.5,0.13586089066671292
170597.5,708357.5,0.13558943421931247
170597.5,708352.5,0.13586091658012833
170597.5,708347.5,0.13695213591237376
170602.5,708347.5,0.14955010456172602
170602.5,708342.5,0.13504817314743178
170607.5,708342.5,0.1495501330861515
170607.5,708337.5,0.13504817314743178
170607.5,708332.5,0.156903591980587
170607.5,708327.5,0.1397187632370276
170607.5,708322.5,0.1391610049761951
170607.5,708317.5,0.1345090599142651
170607.5,708312.5,0.1294936210442188
170607.5,708307.5,0.13667851214034243
170607.5,708302.5,0.1364054350554298
170607.5,708297.5,0.13290459874590965
170607.5,708292.5,0.13158217087342905
170607.5,708287.5,0.13695214636099706
170607.5,708282.5,0.1375010541239945
170607.5,708277.5,0.13105689394510023
170607.5,708272.5,0.13105689144538957
170607.5,708267.5,0.13131927352821293
170607.5,708262.5,0.1315821809123463
170607.5,708257.5,0.13158216836369263
170607.5,708252.5,0.13158216836369263
170612.5,708252.5,0.1495501074141714
170612.5,708247.5,0.1331706647857871
170612.5,708242.5,0.1380521461247639
170612.5,708237.5,0.13027291385186857
170612.5,708232.5,0.13290459621095607
170612.5,708227.5,0.13397209626950968
170612.5,708222.5,0.13001262244487322
170612.5,708217.5,0.1337044162723302
170612.5,708212.5,0.13558944715013155
170617.5,708212.5,0.13558944456396915
170622.5,708212.5,0.13558944456396915
170627.5,708212.5,0.13558944456396915
170627.5,708207.5,0.1294936210442188
170627.5,708202.5,0.13237404015161758
170627.5,708197.5,0.13613289058273637
170627.5,708192.5,0.1364054350554298
170627.5,708187.5,0.13613289058273637
170627.5,708182.5,0.13613289058273637
170627.5,708177.5,0.12820513309576853
170627.5,708172.5,0.13504817314743178
170627.5,708167.5,0.1284617960229042
170632.5,708167.5,0.14225645989627367
170632.5,708162.5,0.13860546007172303
170632.5,708157.5,0.12846179357268994
170632.5,708152.5,0.13001261996507907
170632.5,708147.5,0.1318456045904597
170632.5,708142.5,0.13158217087342905
170632.5,708137.5,0.13105689394510023
170632.5,708132.5,0.1305337139258782
170632.5,708127.5,0.1284617960229042
170632.5,708122.5,0.12820513309576853
170637.5,708122.5,0.13750105150136704
170637.5,708117.5,0.13158218342208272
170637.5,708112.5,0.1287189703266023
170637.5,708107.5,0.1284618058237612
170637.5,708102.5,0.14629595622598401
170637.5,708097.5,0.1339720988248203
170637.5,708092.5,0.13450904708648181
170637.5,708087.5,0.13477835340131605
170637.5,708082.5,0.1289766717809897
170637.5,708077.5,0.12949360869474447
170642.5,708077.5,0.13531854338362592
170642.5,708072.5,0.13210955311527783
170642.5,708067.5,0.1364054350554298
170642.5,708062.5,0.1388829547452417
170642.5,708057.5,0.1391610049761951
170642.5,708052.5,0.13640542204679917
170642.5,708047.5,0.1287189801470774
170642.5,708042.5,0.13370442902337487
170642.5,708037.5,0.13916099170477025
170642.5,708032.5,0.13001263484384395
170642.5,708027.5,0.158797787765117
170642.5,708022.5,0.13105689394510023
170647.5,708022.5,0.1307950336143051
170652.5,708022.5,0.13053372388480966
170657.5,708022.5,0.13105689144538957
170657.5,708017.5,0.1337044162723302
170657.5,708012.5,0.13263906175821205
170657.5,708007.5,0.1326390491087608
170657.5,708002.5,0.13001262244487322
170657.5,707997.5,0.1289766717809897
170657.5,707992.5,0.13027290142807146
170657.5,707987.5,0.13027291385186857
170657.5,707982.5,0.1388829547452417
170657.5,707977.5,0.13079504608788994
170657.5,707972.5,0.13001262244487322
170657.5,707967.5,0.13210955059548724
170657.5,707962.5,0.13184560207569973
170657.5,707957.5,0.13290459874590965
170657.5,707952.5,0.13424030448826585
170657.5,707947.5,0.1339720988248203
170657.5,707942.5,0.1339720988248203
170657.5,707937.5,0.13079503610902066
170657.5,707932.5,0.1284617960229042
170657.5,707927.5,0.1287189826022015
170657.5,707922.5,0.1284617960229042
170657.5,707917.5,0.12949361116463365
170657.5,707912.5,0.13184560207569973
170657.5,707907.5,0.13504817057159357
170657.5,707902.5,0.13558944456396915
170657.5,707897.5,0.13531854338362592
170657.5,707892.5,0.13531854338362592
170657.5,707887.5,0.13531853047864217
170657.5,707882.5,0.1297528733859039
170657.5,707877.5,0.13053369898747746
170657.5,707872.5,0.13888295209626023
170657.5,707867.5,0.1287189924226766
170657.5,707862.5,0.13027292627565856
170657.5,707857.5,0.13027290142807146
170657.5,707852.5,0.13504817314743178
170657.5,707847.5,0.14168857383548072
170657.5,707842.5,0.1397187632370276
170657.5,707837.5,0.13263905922831754
170657.5,707832.5,0.13290458353618817
170657.5,707827.5,0.13558944456396915
170657.5,707822.5,0.12949361116463365
170657.5,707817.5,0.13860544685327625
170657.5,707812.5,0.13832854622967972
170657.5,707807.5,0.1383285330376438
170657.5,707802.5,0.1391610049761951
170657.5,707797.5,0.1364054350554298
170657.5,707792.5,0.13237403005227577
170657.5,707787.5,0.13237404267645303
170657.5,707782.5,0.13210955311527783
170662.5,707782.5,0.1284617960229042
170662.5,707777.5,0.13237404267645303
170662.5,707772.5,0.13210955311527783
170667.5,707772.5,0.1284617960229042
170667.5,707767.5,0.13237404267645303
170667.5,707762.5,0.13210955311527783
170667.5,707757.5,0.12975285111235024
170667.5,707752.5,0.12949361116463365
170672.5,707752.5,0.12949361116463365
170677.5,707752.5,0.12923488916585057
170682.5,707752.5,0.12949361116463365
170687.5,707752.5,0.12820513309576853
170692.5,707752.5,0.12949360869474447
170697.5,707752.5,0.13424031472999332
170697.5,707747.5,0.13158216836369263
170697.5,707742.5,0.13027291136710772
170697.5,707737.5,0.1642897367768157
170697.5,707732.5,0.1388829547452417
170702.5,707732.5,0.12949360869474447
170702.5,707727.5,0.12949360869474447
170707.5,707727.5,0.12923488670089256
170707.5,707722.5,0.1287189678714853
170712.5,707722.5,0.13027291136710772
170712.5,707717.5,0.1284617960229042
170717.5,707717.5,0.13079504608788994
170717.5,707712.5,0.12923488916585057
170717.5,707707.5,0.13131927352821293
170722.5,707707.5,0.13158217087342905
170722.5,707702.5,0.13640542204679917
170722.5,707697.5,0.1377763377246808
170722.5,707692.5,0.1377763245853032
170722.5,707687.5,0.1377763245853032
170722.5,707682.5,0.14484026780144887
170727.5,707682.5,0.13290459874590965
170732.5,707682.5,0.1300126323640498
170737.5,707682.5,0.13001261996507907
170742.5,707682.5,0.13027291136710772
170742.5,707677.5,0.13722632055289097
170742.5,707672.5,0.13370442902337487
170742.5,707667.5,0.13613289058273637
170742.5,707662.5,0.1528766718532708
170742.5,707657.5,0.13722632055289097
170742.5,707652.5,0.13722632055289097
170747.5,707652.5,0.13105689144538957
170747.5,707647.5,0.14084098849954785
170747.5,707642.5,0.13504817314743178
170747.5,707637.5,0.13504817314743178
170747.5,707632.5,0.13450905670732283
170747.5,707627.5,0.1300126255446159
170747.5,707622.5,0.1294936117821095
170747.5,707617.5,0.1294936117821095
170747.5,707612.5,0.12897667239599997
170742.5,707612.5,0.13777632787014937
170742.5,707607.5,0.13667851279208065
170742.5,707602.5,0.14895311017287582
170742.5,707597.5,0.1507513098269868
170737.5,707597.5,0.13317066732582106
170737.5,707592.5,0.1383285303992352
170737.5,707587.5,0.13079504608788994
170732.5,707587.5,0.13450906376260008
170732.5,707582.5,0.13001261996507907
170732.5,707577.5,0.1297528610117098
170732.5,707572.5,0.13053371143614356
170732.5,707567.5,0.13397209626950968
170732.5,707562.5,0.13477833797715277
170732.5,707557.5,0.13586090103208193
170732.5,707552.5,0.13424031472999332
170732.5,707547.5,0.13105689144538957
170732.5,707542.5,0.13053371143614356
170732.5,707537.5,0.13916099170477025
170727.5,707537.5,0.12923487437609538
170727.5,707532.5,0.13424030448826585
170727.5,707527.5,0.1331706647857871
170727.5,707522.5,0.13131927352821293
170727.5,707517.5,0.13131927352821293
170727.5,707512.5,0.13027291136710772
170722.5,707512.5,0.1377763245853032
170717.5,707512.5,0.13722632055289097
170717.5,707507.5,0.1313192760329258
170712.5,707507.5,0.14311257313575254
170712.5,707502.5,0.1287189801470774
170707.5,707502.5,0.14955012167638415
170707.5,707497.5,0.13027291136710772
170707.5,707492.5,0.13053371143614356
170707.5,707487.5,0.13027291136710772
170707.5,707482.5,0.1331706647857871
170702.5,707482.5,0.1377763245853032
170702.5,707477.5,0.13210955311527783
170702.5,707472.5,0.1399984841257762
170702.5,707467.5,0.1331706647857871
170697.5,707467.5,0.1383285330376438
170697.5,707462.5,0.13999847077447924
