slope,velocity,2std
-20.5,1.5017407625806265,0.8597662176510484
-18.5,1.6437041645732882,0.7815770543547989
-16.5,1.6420861329808847,1.0993943087226044
-14.5,1.730226507493027,1.2217887325230192
-12.5,1.8692406253403182,1.265457053018113
-10.5,1.7781131972568094,1.3036353426080414
-8.5,1.8826399362008952,1.320961021334653
-6.5,2.0258259062655775,1.3449252692650353
-4.5,2.1908649121840247,1.4089738978233213
-2.5,2.3243153596787303,1.4144481931333752
-0.5,2.4078953583771443,1.508692692221259
1.5,2.2541232398949926,1.5999185152221296
3.5,2.2210554280055606,1.5951192186370193
5.5,2.1886134108362985,1.3679128005774004
7.5,1.833423533727949,1.3056362711389904
9.5,1.8221492597405864,1.1404100750716037
11.5,1.744672528808241,1.0819173026804954
13.5,1.937656231432056,1.2436104515815372
15.5,1.6051101385782207,0.8878734888156887
17.5,1.5659017037688363,1.054672305552543
19.5,1.3964780927650913,0.7302856917843265
