slope,velocity,2std
-20.5,0.9793481923990094,0.549153273086429
-18.5,0.5316568302592783,0.8227968901255985
-16.5,0.1826359612773486,0.1531434425150858
-14.5,0.6532204417900858,0.8141635484377039
-12.5,0.8043045444026431,1.3464315199907502
-10.5,0.5774551080088239,0.7717182961949208
-8.5,0.6532913315410288,0.9818868191499351
-6.5,0.7365928507720838,1.0275155547101438
-4.5,0.8846498840246444,1.0848530332634732
-2.5,1.3717712472278498,1.5040804294140775
-0.5,1.3667035050180332,1.4299442536718021
1.5,1.074203367986611,1.369427364554794
3.5,1.0996942607091424,1.7790060969027135
5.5,0.7880517128293439,1.0549022881192631
7.5,0.4496351380273566,0.5625817486441606
9.5,0.5140066116519958,0.7462060839438431
11.5,0.8975807575961117,0.8865534319901188
13.5,0.8362944627083468,0.6712637053368415
15.5,0.9956686057542916,0.7451957443128386
17.5,0.5691745831420358,0.824727856068182
19.5,0.7965099580214403,0.0
