slope,velocity,2std
-20.5,0.36686565222544587,0.4815217937620236
-18.5,0.6381397127574966,0.786073405522905
-16.5,0.8840773873856085,0.0
-14.5,0.5637610936208415,0.7443391489169212
-12.5,0.6775264773880577,0.7625587743508357
-10.5,0.5525650351026258,0.8746619098150665
-8.5,0.48204494612517435,0.6650855197904652
-6.5,0.7928292107254079,0.9322505988075094
-4.5,0.887736867912861,1.0262287181408791
-2.5,1.2823593358746126,1.4853912304527104
-0.5,1.3343359062756432,1.3992301417343067
1.5,1.0667318176814151,1.292499684928121
3.5,0.8345542095021133,1.6466190439340085
5.5,0.7218676888174935,0.859266895393175
7.5,0.6993548445677155,1.1991595416714778
9.5,0.4412387285087938,0.6083770072714062
11.5,0.6050257594492415,0.614582070532183
13.5,0.6004943996917352,0.7451195379675002
15.5,0.49273809108507455,0.8152222228750267
17.5,0.8731785968565912,0.0
19.5,0.8523719268804847,0.5158474954206808
