slope,velocity,2std
-20.5,0.7217430878897982,0.48552737647450367
-18.5,0.5871724223025752,0.7118160294507346
-16.5,0.7266814068239593,0.9352621228025085
-14.5,0.7124520925023279,0.7044142157967541
-12.5,0.6709289831103578,1.0485828980174046
-10.5,0.7120761079248532,1.1894533210946148
-8.5,0.647270261623381,0.9105487433592233
-6.5,0.6920859655542436,0.8495429876139934
-4.5,0.8368152781196874,1.0866999002028876
-2.5,1.2963483042388029,1.4226168905934762
-0.5,1.4531998867087357,1.4395604062497493
1.5,1.0614267378731208,1.3202386719470343
3.5,1.0152851784602195,1.631292279588969
5.5,0.5363476317726668,1.0648002774160648
7.5,0.825234827824024,1.1782226521652799
9.5,0.5337405429383972,0.6305947200837607
11.5,0.6949867243090387,0.6539789777401109
13.5,1.0528875018479213,0.4780973816132889
15.5,0.7311490895214271,0.7593056940338607
17.5,1.031593167267972,0.30475133459198767
19.5,0.528040984534173,0.5143730464123174
