slope,velocity,2std
-20.5,0.5943368001944461,0.6500460521326454
-18.5,0.0,0.0
-16.5,0.758501153473396,0.9890296553195714
-14.5,0.6572325287470269,0.7736095004600881
-12.5,0.6968662910894147,0.9467429231998693
-10.5,0.6834054979041648,0.9249123175173078
-8.5,0.7408688054324181,0.9060469525796995
-6.5,0.7274828932611366,1.0702877802786936
-4.5,0.7192821584299148,0.8933398956764586
-2.5,1.2397667733963895,1.3856326598894082
-0.5,1.3041542920861018,1.4701778222154247
1.5,0.9601991231872147,1.322771273414404
3.5,1.043040303001384,1.6937560776915708
5.5,0.7566562495042554,1.107311364599587
7.5,0.71069804988764,1.1005166911867446
9.5,0.4365717833119251,0.548825041877778
11.5,0.5790857193641346,0.7547451802062854
13.5,0.6327218099777846,0.84318404192979
15.5,0.40647537585254434,0.0
17.5,0.7307598377012295,0.7381961900754277
19.5,0.07217587011165688,0.0
