slope,velocity,2std
-20.5,1.093702217683066,0.9751073956863142
-18.5,1.365323764594685,1.0024865350332082
-16.5,1.3029870156201317,1.2831779949819813
-14.5,1.162143438459483,1.153130757643074
-12.5,1.3253540736317726,1.3635344986836897
-10.5,1.4537811119333661,1.290511017229451
-8.5,1.4092570303175251,1.28743613438482
-6.5,1.529941787383585,1.553016054915631
-4.5,1.7266820779019276,1.433895813184133
-2.5,2.061104714339977,1.6358556699680205
-0.5,2.144578451544453,1.5857389700008953
1.5,1.9639423130228733,1.7608597133901973
3.5,1.6237597020813768,1.6472597320005897
5.5,1.6758660787207071,1.3860343563126234
7.5,1.425640775392367,1.373494531085148
9.5,1.4454527328858442,1.3388120103928336
11.5,1.2462487316140143,1.270756117975586
13.5,1.4217949708676079,1.3014254169712105
15.5,1.2954811345347301,0.8796118009798272
17.5,1.0615516734586654,0.8765728311865625
19.5,0.835235456785659,0.6450248236646441
