slope,velocity,2std
-20.5,1.0186694619882672,0.8716101318721003
-18.5,1.1386503232073573,1.3864985889506027
-16.5,1.2181681864817093,1.0548817447664522
-14.5,1.1441314287465605,1.2384711786803706
-12.5,1.3272620560186514,1.1831447029319897
-10.5,1.2809921298786509,1.5128400198079097
-8.5,1.2266274478449095,1.3096848316415612
-6.5,1.3015320084624966,1.376765231423442
-4.5,1.4675965200439332,1.3966595399470632
-2.5,1.804942474018624,1.652742317291795
-0.5,1.9453215393738714,1.662831662012144
1.5,1.854062676359197,1.7470331718761118
3.5,1.5484007073918244,1.7686978374542006
5.5,1.3978400396213648,1.4518038035166188
7.5,1.1813648562836394,1.3441922372326354
9.5,0.9669177595086175,0.9756264981286715
11.5,1.2766083323331694,1.37495063650918
13.5,1.0980522541746616,1.0634312572167302
15.5,0.787532006087614,0.7169938435219384
17.5,0.6764352165959973,0.8167364751131081
19.5,0.8240052295680907,0.916639371784799
