slope,velocity,2std
-20.5,0.48374867254672327,0.45680032942616955
-18.5,0.0,0.0
-16.5,0.3210488864113736,0.14095445870384526
-14.5,0.644183648405167,0.8747824207105742
-12.5,0.5513588134605064,0.9973949221924138
-10.5,0.5217381670086212,0.8437488617815873
-8.5,0.6491823895961957,0.9080551084971246
-6.5,0.5656907246622537,0.7468597719640316
-4.5,0.8675339057776781,1.2055645026269601
-2.5,1.0932130219231855,1.4576067123326815
-0.5,1.2564552422565858,1.382686765093273
1.5,0.970324392411212,0.9787719108358556
3.5,0.9114061415387087,1.7793945064321623
5.5,0.9486137276135541,1.247384614223364
7.5,0.8260376835287239,0.9474832821410831
9.5,0.4023346860715417,0.6143679906936316
11.5,0.8175012808754296,0.5541543734971054
13.5,0.5195336619697917,0.6994538597766374
15.5,0.06643582806280424,0.0
17.5,0.7056993459214637,0.8748841886924917
19.5,0.8568845766756616,0.1428862343063565
