slope,velocity,2std
-20.5,1.0297474076890598,0.0
-18.5,0.7081949627981968,0.638168442369175
-16.5,0.8440133961071687,1.10811517610909
-14.5,0.8345216944026238,1.0108125315629721
-12.5,0.5440864188469391,0.8565689868092196
-10.5,0.9513029578793335,1.212823764422538
-8.5,0.6795759800050306,0.8864821842915718
-6.5,0.9840747367219426,0.9793850695140172
-4.5,0.9476700740692737,1.289270497761573
-2.5,1.366782499023216,1.548140594644775
-0.5,1.4191665067388364,1.5232931098241655
1.5,1.2040414153789925,1.5876470197443533
3.5,1.0177420539407291,1.7745873660498386
5.5,0.901340893423798,1.2600697531521365
7.5,1.1586378821087437,0.9933091395882137
9.5,0.8792596259184279,0.9081664462733777
11.5,1.116703639816664,0.5970193277508985
13.5,0.6740562864015689,0.8776753773069436
15.5,0.8267350137029803,0.6970114957562425
17.5,0.3893756896745965,0.5036160606937354
19.5,0.16048209845953598,0.0871822009419758
