slope,velocity,2std
-20.5,0.7726213387359638,0.48046014556408695
-18.5,0.45082617926678975,0.6131891428030263
-16.5,0.981503767481968,1.0114251610488696
-14.5,0.740947972988643,0.9020557534891989
-12.5,0.8327525370409444,1.2693905160433798
-10.5,0.5898135133203458,0.9229089899124032
-8.5,0.9978878824662987,1.0290502386770255
-6.5,0.7733185570368927,0.9807625135817333
-4.5,1.0565332808409986,1.2528238286710693
-2.5,1.4047487571591426,1.5398544828188045
-0.5,1.5309149070500288,1.5141691961741273
1.5,1.2743755374941894,1.6905063299515908
3.5,1.0276649170823329,1.5538979970482525
5.5,0.9723350142419349,1.319789103784957
7.5,0.8451784582813618,0.9257070107884583
9.5,0.8311463019990943,1.2583582135307125
11.5,1.069785008330373,0.6749432018146494
13.5,0.7593046690381318,0.9427830785051932
15.5,0.7724946504500791,0.8890201485897721
17.5,0.0,0.0
19.5,0.4590449053371372,0.6133864223107568
