slope,velocity,2std
-20.5,1.1076733735058513,0.7678805003318818
-18.5,1.3066141651612413,1.2496520368964166
-16.5,1.4160900118836734,1.1919261995858166
-14.5,1.3820030005349127,1.2579619223644536
-12.5,1.4562599753013146,1.249837592306801
-10.5,1.5640118623091988,1.3236250151690487
-8.5,1.6028024488237886,1.484062925849291
-6.5,1.7215409837186288,1.425288677965021
-4.5,1.8625252474945095,1.4592101242120994
-2.5,2.1979581886348134,1.5149512105403147
-0.5,2.230147450477946,1.5855165083035505
1.5,2.1575445956846906,1.7537273101340762
3.5,1.9095237958947595,1.5045729805313823
5.5,1.7128680817500068,1.396826639836401
7.5,1.610665252505734,1.3720367102060296
9.5,1.500495662976447,1.3004799109268348
11.5,1.5974698770471203,1.2165164304627576
13.5,1.3244680073214796,1.0107834953577464
15.5,1.617065941755965,1.1479554101621776
17.5,1.195516093966427,0.9262823389641038
19.5,1.1754205250654102,1.0366881017930516
