slope,velocity,2std
-20.5,0.7306536630443203,0.5816680600799574
-18.5,0.38559013971465816,0.6698895325338551
-16.5,0.3278021600138764,0.44109459869978324
-14.5,0.9433782586028041,0.40317966062122507
-12.5,0.8465517370477329,1.381607329472066
-10.5,0.4346931178628411,0.5545693446465922
-8.5,0.6223622498364089,0.7796906215318842
-6.5,0.7545485929216019,0.818648067087907
-4.5,0.7226432915933307,0.9485413898988466
-2.5,1.1769802613004334,1.3716707893881372
-0.5,1.3250949009348068,1.4603137432648252
1.5,0.8379501668743973,1.1122880123956276
3.5,0.9218348862325989,1.7537289720786773
5.5,0.6893127109700278,0.9801896608421555
7.5,0.7862842993991246,1.165164390793153
9.5,0.4797107423681168,0.4930371335388692
11.5,0.6548789497503932,0.8913028186329407
13.5,0.794132113563556,0.6263279345807484
15.5,0.5628150608757636,0.0
17.5,0.639537367808894,0.8093297313630607
19.5,0.1473162067896426,0.0
