slope,velocity,2std
-20.5,0.9392929699645611,0.07851574083129222
-18.5,0.3653943767667726,0.38699870094487493
-16.5,0.6305835332556244,0.6499704694692174
-14.5,0.5518577545781344,0.7999828536595266
-12.5,0.8426283281339414,1.2613857551531744
-10.5,0.38114333867963124,0.5377803788459766
-8.5,0.7199955618448421,0.8275777705633084
-6.5,0.724621344482893,0.7447196442666433
-4.5,0.8366187683359249,1.3497117139405177
-2.5,1.2920155837977163,1.4238420773561562
-0.5,1.3846714070619164,1.3827168612494893
1.5,0.9841039282347057,1.2175847527346157
3.5,0.9845877006606479,1.7428135541009149
5.5,0.7961990148979768,1.1550042433764114
7.5,0.556746665023,1.0558435761591645
9.5,0.6141315848147683,0.6704652398076338
11.5,0.6537295686250769,0.5122088013744492
13.5,0.9864504003481119,0.35415744609962724
15.5,1.0861277378268468,0.36466852607235634
17.5,0.50848597032908,0.801296089172008
19.5,0.7765622390817825,0.0
