slope,velocity,2std
-20.5,0.9325794158486708,0.9525189524312423
-18.5,0.9086948071497147,1.186252857740949
-16.5,1.0237474367098949,0.8834019188825045
-14.5,0.9097895515256557,0.9125086596338763
-12.5,0.8502863573815301,1.2492512967936853
-10.5,0.9773569919806132,1.338817056657476
-8.5,1.1690539147413153,1.4966162563980732
-6.5,1.288143843601462,1.421821110180055
-4.5,1.402248368258176,1.3174457014433438
-2.5,1.6352507381708012,1.6668452747056108
-0.5,1.864935198671758,1.6249832938599333
1.5,1.5678941404819517,1.821075714297305
3.5,1.388600644401926,1.6436458680297856
5.5,1.2555760009669423,1.4102363875345385
7.5,0.8891956167018044,1.2511126274520772
9.5,1.0257316182879126,1.2115996600421002
11.5,1.132125920195103,1.1778471718233996
13.5,0.9900805344969154,0.9931701622769982
15.5,0.8174334018894489,1.0414674482276405
17.5,0.4854823906248902,0.47366020674885817
19.5,0.7211105466514663,0.8136351605195868
