slope,velocity,2std
-20.5,2.337219574313923,0.6654771821797757
-18.5,2.5079058852387983,1.147114399796155
-16.5,2.306810494410884,0.7669739617405334
-14.5,2.379109969248808,1.020243048176143
-12.5,2.4149952685592067,1.4679993061213739
-10.5,2.5821136216754663,1.531470250073139
-8.5,2.56570951720085,1.2399392948951808
-6.5,2.658118549784824,1.273270298858595
-4.5,2.6569697631281946,1.0267785688850053
-2.5,2.7733105538622045,1.1618384570885192
-0.5,2.869787505392063,1.29036094524135
1.5,2.8081202670371592,1.242941351291885
3.5,2.7718270725830654,1.2299028609258067
5.5,2.617783384683776,1.2816636840315245
7.5,2.652637603588079,1.9337678659316284
9.5,2.5458208113930936,1.9998644946103847
11.5,2.5265402609347665,0.8759901072434066
13.5,2.4591745468410666,0.9259136956190838
15.5,2.2777711193911223,0.6029460596179719
17.5,2.4815330047275257,0.9114999468341983
19.5,2.2791776651466726,0.8033010953431018
