slope,velocity,2std
-20.5,0.8348778464687532,0.1619065147572756
-18.5,0.8269246109175384,1.18779872807411
-16.5,1.362274906525652,0.7160299885657273
-14.5,0.7756228633896156,0.7557975155419907
-12.5,0.8228630513984105,1.085526157355841
-10.5,0.7909030992307299,0.9871403780190033
-8.5,1.1205927427799707,1.4501385113909084
-6.5,1.0731409065471533,1.2966473306525925
-4.5,1.251365787906993,1.4061203661995847
-2.5,1.4673796171255133,1.6295714270361759
-0.5,1.6574747264547303,1.587954762892596
1.5,1.3526097468909348,1.6671327514885712
3.5,1.2819952601464921,1.8400948141244968
5.5,1.0551224267824566,1.3039782382405365
7.5,1.1285757235002718,1.2423208068462603
9.5,0.6037134901670258,0.6201518687577234
11.5,0.9935941393525992,1.097744854611799
13.5,0.786255183018927,1.029435068282431
15.5,0.7689062616177549,1.0694145799917119
17.5,0.9572346735254975,1.0512962412166174
19.5,0.5116838761864068,0.3271120576928482
